stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000001j3,0000000000000000008k,000000000000000000bo,000000000000000000q0,234,194,,00000000000000000002,4,,,4
000000000000000001af,0000000000000000009u,000000000000000000rq,0000000000000000007m,1479,1439,,00000000000000000001,2,,,2
0000000000000000019l,0000000000000000003f,000000000000000000ux,000000000000000000db,1461,1421,,00000000000000000002,5,,,5
000000000000000000wy,0000000000000000004r,0000000000000000002r,000000000000000000ld,1166,1126,,00000000000000000001,0,,,0
000000000000000001rz,000000000000000000be,000000000000000000aa,000000000000000000wr,1559,1519,,00000000000000000002,1,,,1
000000000000000000vk,000000000000000000fu,000000000000000000q3,000000000000000000dn,1428,1388,,00000000000000000001,3,,,3
0000000000000000019v,000000000000000000ew,000000000000000000ma,000000000000000000fa,1876,1836,,00000000000000000002,4,,,4
000000000000000000s1,0000000000000000002x,0000000000000000001f,000000000000000000vh,881,841,,00000000000000000001,2,,,2
000000000000000001w7,0000000000000000009q,000000000000000000zj,000000000000000000xr,939,899,,00000000000000000002,5,,,5
000000000000000001ne,0000000000000000000j,000000000000000000pf,000000000000000000px,1429,1389,,00000000000000000001,0,,,0
000000000000000001rg,000000000000000000dq,00000000000000000098,000000000000000000eh,1935,1895,,00000000000000000002,1,,,1
000000000000000001a7,0000000000000000002r,0000000000000000001c,000000000000000000jy,1768,1728,,00000000000000000001,3,,,3
0000000000000000011v,000000000000000000fg,00000000000000000101,000000000000000000p2,1922,1882,,00000000000000000002,4,,,4
000000000000000000a1,00000000000000000096,0000000000000000006e,00000000000000000075,1001,961,,00000000000000000001,2,,,2
000000000000000000zp,000000000000000000e4,0000000000000000001y,00000000000000000008,1198,1158,,00000000000000000002,5,,,5
0000000000000000014h,0000000000000000002j,000000000000000000q0,000000000000000000d4,1610,1570,,00000000000000000001,0,,,0
000000000000000001up,0000000000000000009o,0000000000000000007m,000000000000000000tz,1388,1348,,00000000000000000002,1,,,1
0000000000000000017d,00000000000000000047,0000000000000000011x,0000000000000000004c,338,298,,00000000000000000001,3,,,3
000000000000000001kk,0000000000000000004n,000000000000000000db,000000000000000000qx,170,130,,00000000000000000002,4,,,4
00000000000000000014,0000000000000000008i,000000000000000000ld,000000000000000000ka,634,594,,00000000000000000001,2,,,2
000000000000000001tk,0000000000000000000b,0000000000000000012g,000000000000000000nw,1616,1576,,00000000000000000002,5,,,5
0000000000000000002y,0000000000000000007y,000000000000000000wr,000000000000000000jl,929,889,,00000000000000000001,0,,,0
000000000000000001do,000000000000000000ad,000000000000000000y5,000000000000000000pc,751,711,,00000000000000000002,1,,,1
000000000000000000lo,000000000000000000af,000000000000000000dn,000000000000000000at,800,760,,00000000000000000001,3,,,3
0000000000000000003l,0000000000000000006p,000000000000000000fa,000000000000000000aj,346,306,,00000000000000000002,4,,,4
000000000000000001lf,0000000000000000005w,000000000000000000vh,000000000000000000e0,1848,1808,,00000000000000000001,2,,,2
000000000000000001fx,000000000000000000cz,000000000000000000xr,000000000000000000kf,541,501,,00000000000000000002,5,,,5
0000000000000000005e,0000000000000000000y,000000000000000000px,0000000000000000008q,1316,1276,,00000000000000000001,0,,,0
0000000000000000013z,00000000000000000074,000000000000000000eh,0000000000000000000q,328,288,,00000000000000000002,1,,,1
0000000000000000013h,000000000000000000ed,000000000000000000jy,000000000000000000cb,1868,1828,,00000000000000000001,3,,,3
000000000000000000va,00000000000000000091,000000000000000000p2,000000000000000000rx,233,193,,00000000000000000002,4,,,4
00000000000000000167,000000000000000000ai,00000000000000000075,000000000000000000tj,1420,1380,,00000000000000000001,2,,,2
000000000000000001ws,0000000000000000006z,00000000000000000008,000000000000000000e3,1404,1364,,00000000000000000002,5,,,5
000000000000000001hz,000000000000000000d4,000000000000000000d4,000000000000000000cc,460,420,,00000000000000000001,0,,,0
000000000000000001qq,0000000000000000004k,000000000000000000tz,000000000000000000c3,1038,998,,00000000000000000002,1,,,1
0000000000000000012k,0000000000000000006c,0000000000000000004c,000000000000000000cx,1649,1609,,00000000000000000001,3,,,3
000000000000000001f0,0000000000000000004z,000000000000000000qx,00000000000000000048,1153,1113,,00000000000000000002,4,,,4
000000000000000001lp,00000000000000000016,000000000000000000ka,000000000000000000dj,1684,1644,,00000000000000000001,2,,,2
000000000000000001wb,0000000000000000002b,000000000000000000nw,000000000000000000cz,139,99,,00000000000000000002,5,,,5
000000000000000000nd,0000000000000000003w,000000000000000000jl,000000000000000000ui,410,370,,00000000000000000001,0,,,0
000000000000000001me,0000000000000000003o,000000000000000000pc,000000000000000000g5,1856,1816,,00000000000000000002,1,,,1
000000000000000001i1,000000000000000000b9,0000000000000000010y,000000000000000000t3,979,939,,00000000000000000001,3,,,3
000000000000000000oz,000000000000000000c8,000000000000000000at,0000000000000000007o,842,802,,00000000000000000002,4,,,4
0000000000000000012l,0000000000000000009h,000000000000000000aj,0000000000000000002c,91,51,,00000000000000000001,2,,,2
000000000000000001gn,000000000000000000cw,000000000000000000e0,000000000000000000v9,1319,1279,,00000000000000000002,5,,,5
000000000000000001c0,000000000000000000em,000000000000000000kf,00000000000000000022,1582,1542,,00000000000000000001,0,,,0
000000000000000001ga,000000000000000000fj,0000000000000000008q,000000000000000000qh,955,915,,00000000000000000002,1,,,1
000000000000000000qp,000000000000000000bc,0000000000000000000q,000000000000000000kj,372,332,,00000000000000000001,3,,,3
000000000000000000w6,000000000000000000ee,000000000000000000cb,000000000000000000ic,88,48,,00000000000000000002,4,,,4
000000000000000001y0,0000000000000000009r,000000000000000000rx,000000000000000000dq,1337,1297,,00000000000000000001,2,,,2
000000000000000001lg,00000000000000000019,000000000000000000tj,00000000000000000053,1740,1700,,00000000000000000002,5,,,5
000000000000000001hk,0000000000000000004h,000000000000000000e3,000000000000000000ly,270,230,,00000000000000000001,0,,,0
0000000000000000017m,00000000000000000046,000000000000000000cc,0000000000000000009g,110,70,,00000000000000000002,1,,,1
0000000000000000011g,000000000000000000dw,000000000000000000c3,0000000000000000001a,976,936,,00000000000000000001,3,,,3
0000000000000000008a,000000000000000000e2,000000000000000000cx,0000000000000000000e,314,274,,00000000000000000002,4,,,4
0000000000000000003m,00000000000000000013,00000000000000000048,000000000000000000my,1405,1365,,00000000000000000001,2,,,2
000000000000000001pj,00000000000000000005,000000000000000000dj,000000000000000000p1,519,479,,00000000000000000002,5,,,5
000000000000000000gi,0000000000000000003m,000000000000000000cz,000000000000000000ox,809,769,,00000000000000000001,0,,,0
0000000000000000017s,0000000000000000009t,000000000000000000ui,0000000000000000007l,1424,1384,,00000000000000000002,1,,,1
000000000000000001po,0000000000000000002p,000000000000000000g5,000000000000000000oc,1640,1600,,00000000000000000001,3,,,3
000000000000000000op,000000000000000000e0,000000000000000000t3,000000000000000000rw,1511,1471,,00000000000000000002,4,,,4
000000000000000001v4,00000000000000000085,0000000000000000012t,0000000000000000008w,1219,1179,,00000000000000000001,2,,,2
000000000000000001vy,000000000000000000ff,0000000000000000007o,000000000000000000nk,1269,1229,,00000000000000000002,5,,,5
000000000000000001of,0000000000000000008g,0000000000000000002c,000000000000000000so,531,491,,00000000000000000001,0,,,0
000000000000000000jr,000000000000000000ch,000000000000000000v9,000000000000000000ni,590,550,,00000000000000000002,1,,,1
000000000000000001hd,000000000000000000fz,00000000000000000022,00000000000000000032,1173,1133,,00000000000000000001,3,,,3
000000000000000001sl,0000000000000000006j,000000000000000000qh,0000000000000000006r,1255,1215,,00000000000000000002,4,,,4
000000000000000001nw,0000000000000000001k,000000000000000000kj,000000000000000000ul,1676,1636,,00000000000000000001,2,,,2
000000000000000000l4,000000000000000000cf,000000000000000000ic,000000000000000000mn,973,933,,00000000000000000002,5,,,5
000000000000000001vn,000000000000000000ej,000000000000000000dq,000000000000000000uh,561,521,,00000000000000000001,0,,,0
0000000000000000008i,000000000000000000dd,00000000000000000053,00000000000000000097,758,718,,00000000000000000002,1,,,1
000000000000000001jy,000000000000000000b2,000000000000000000ly,000000000000000000nz,1921,1881,,00000000000000000001,3,,,3
000000000000000001sv,00000000000000000076,0000000000000000009g,000000000000000000oi,942,902,,00000000000000000002,4,,,4
000000000000000001w3,0000000000000000004i,0000000000000000001a,000000000000000000xi,297,257,,00000000000000000001,2,,,2
000000000000000001e8,0000000000000000004w,0000000000000000000e,000000000000000000up,1695,1655,,00000000000000000002,5,,,5
000000000000000001jc,000000000000000000f0,000000000000000000my,00000000000000000042,48,8,,00000000000000000001,0,,,0
000000000000000000dx,000000000000000000aq,000000000000000000p1,000000000000000000ei,512,472,,00000000000000000002,1,,,1
000000000000000000zg,000000000000000000a5,000000000000000000ox,000000000000000000ll,1924,1884,,00000000000000000001,3,,,3
00000000000000000080,000000000000000000bd,0000000000000000007l,000000000000000000fi,1119,1079,,00000000000000000002,4,,,4
000000000000000001es,000000000000000000f4,000000000000000000oc,000000000000000000sw,196,156,,00000000000000000001,2,,,2
0000000000000000005d,0000000000000000000i,000000000000000000rw,0000000000000000004s,1009,969,,00000000000000000002,5,,,5
0000000000000000012c,000000000000000000d0,0000000000000000008w,0000000000000000003x,770,730,,00000000000000000001,0,,,0
0000000000000000011w,0000000000000000001o,000000000000000000nk,000000000000000000da,1836,1796,,00000000000000000002,1,,,1
000000000000000000bo,000000000000000000fb,000000000000000000so,000000000000000000oa,900,1913,,00000000000000000001,3,,,3
000000000000000000rq,0000000000000000005k,000000000000000000ni,0000000000000000007e,745,860,,00000000000000000002,4,,,4
0000000000000000018p,0000000000000000004b,00000000000000000032,000000000000000000nb,1607,705,,00000000000000000001,2,,,2
000000000000000000ux,000000000000000000dl,0000000000000000011t,000000000000000000df,952,1567,,00000000000000000002,5,,,5
0000000000000000019o,00000000000000000002,0000000000000000006r,00000000000000000043,1370,912,,00000000000000000001,0,,,0
000000000000000001kl,0000000000000000001g,000000000000000000ul,0000000000000000008f,429,1330,,00000000000000000002,1,,,1
0000000000000000002r,0000000000000000009j,000000000000000000mn,0000000000000000005l,1487,389,,00000000000000000001,3,,,3
000000000000000001mf,0000000000000000008v,000000000000000000uh,000000000000000000ev,419,1447,,00000000000000000002,4,,,4
000000000000000000aa,00000000000000000066,00000000000000000097,000000000000000000sp,1696,379,,00000000000000000001,2,,,2
000000000000000001eg,0000000000000000001x,00000000000000000132,000000000000000000p5,544,1656,,00000000000000000002,5,,,5
000000000000000000q3,0000000000000000006e,000000000000000000nz,000000000000000000k7,775,504,,00000000000000000001,0,,,0
000000000000000001j8,0000000000000000002m,000000000000000000oi,0000000000000000002f,354,735,,00000000000000000002,1,,,1
000000000000000000ma,000000000000000000bu,000000000000000000xi,000000000000000000n1,1555,314,,00000000000000000001,3,,,3
0000000000000000001f,000000000000000000bf,000000000000000000up,0000000000000000002l,66,1515,,00000000000000000002,4,,,4
000000000000000001wm,000000000000000000a1,00000000000000000042,000000000000000000m0,1574,26,,00000000000000000001,2,,,2
000000000000000001l5,0000000000000000008h,000000000000000000ei,000000000000000000w3,483,1534,,00000000000000000002,5,,,5
000000000000000000zj,0000000000000000009k,000000000000000000ll,000000000000000000fj,1045,443,,00000000000000000001,0,,,0
0000000000000000016u,000000000000000000d6,000000000000000000fi,000000000000000000r9,1553,1005,,00000000000000000002,1,,,1
000000000000000000pf,00000000000000000060,000000000000000000sw,000000000000000000qc,1103,1513,,00000000000000000001,3,,,3
00000000000000000098,000000000000000000fv,0000000000000000010m,000000000000000000bc,547,1063,,00000000000000000002,4,,,4
000000000000000001ns,000000000000000000fi,0000000000000000004s,000000000000000000gj,484,507,,00000000000000000001,2,,,2
0000000000000000001c,000000000000000000am,0000000000000000003x,00000000000000000069,475,444,,00000000000000000002,5,,,5
00000000000000000101,00000000000000000042,000000000000000000da,000000000000000000ik,505,435,,00000000000000000001,0,,,0
000000000000000001b8,0000000000000000005t,000000000000000000oa,000000000000000000ao,1464,465,,00000000000000000002,1,,,1
0000000000000000006e,000000000000000000at,0000000000000000007e,000000000000000000a9,192,1424,,00000000000000000001,3,,,3
0000000000000000001y,0000000000000000000o,0000000000000000010e,000000000000000000fk,527,152,,00000000000000000002,4,,,4
000000000000000001hs,00000000000000000028,000000000000000000nb,000000000000000000pd,507,487,,00000000000000000001,2,,,2
000000000000000000q0,0000000000000000001q,000000000000000000df,0000000000000000003o,1138,467,,00000000000000000002,5,,,5
0000000000000000007m,000000000000000000f3,00000000000000000043,000000000000000000tl,1949,1098,,00000000000000000001,0,,,0
0000000000000000011x,0000000000000000009f,0000000000000000011i,000000000000000000r6,621,1909,,00000000000000000002,1,,,1
000000000000000000db,0000000000000000003d,0000000000000000008f,0000000000000000004e,1087,581,,00000000000000000001,3,,,3
000000000000000000ld,0000000000000000003b,0000000000000000005l,0000000000000000001w,1771,1047,,00000000000000000002,4,,,4
000000000000000001um,0000000000000000001v,000000000000000000ev,000000000000000000oe,1437,1731,,00000000000000000001,2,,,2
0000000000000000012g,0000000000000000002h,000000000000000000sp,000000000000000000na,316,1397,,00000000000000000002,5,,,5
0000000000000000018g,00000000000000000088,000000000000000000p5,000000000000000000h2,124,276,,00000000000000000001,0,,,0
0000000000000000014v,0000000000000000008q,000000000000000000k7,0000000000000000001s,1165,84,,00000000000000000002,1,,,1
000000000000000000wr,0000000000000000002k,0000000000000000002f,000000000000000000rh,1678,1125,,00000000000000000001,3,,,3
000000000000000000y5,000000000000000000ae,000000000000000000n1,0000000000000000008d,1885,1638,,00000000000000000002,4,,,4
000000000000000001we,000000000000000000fy,0000000000000000002l,0000000000000000000m,114,1845,,00000000000000000001,2,,,2
000000000000000000dn,000000000000000000fs,000000000000000000m0,000000000000000000o2,993,74,,00000000000000000002,5,,,5
000000000000000000fa,000000000000000000f8,000000000000000000w3,000000000000000000tf,1483,953,,00000000000000000001,0,,,0
000000000000000001vh,0000000000000000003e,000000000000000000fj,000000000000000000bx,779,1443,,00000000000000000002,1,,,1
000000000000000000vh,00000000000000000041,000000000000000000r9,0000000000000000004j,700,739,,00000000000000000001,3,,,3
000000000000000000xr,00000000000000000043,000000000000000000qc,000000000000000000xa,1498,660,,00000000000000000002,4,,,4
0000000000000000019g,000000000000000000dm,000000000000000000bc,000000000000000000hl,1789,1458,,00000000000000000001,2,,,2
000000000000000000px,00000000000000000080,000000000000000000gj,00000000000000000065,534,1749,,00000000000000000002,5,,,5
000000000000000000eh,000000000000000000bt,00000000000000000069,000000000000000000hu,223,494,,00000000000000000001,0,,,0
000000000000000000jy,0000000000000000004t,000000000000000000ik,000000000000000000u6,830,183,,00000000000000000002,1,,,1
000000000000000001su,000000000000000000cu,000000000000000000ao,000000000000000000wb,380,790,,00000000000000000001,3,,,3
000000000000000001g9,000000000000000000er,000000000000000000a9,0000000000000000005s,86,340,,00000000000000000002,4,,,4
000000000000000000p2,0000000000000000000w,000000000000000000fk,0000000000000000007a,54,46,,00000000000000000001,2,,,2
000000000000000001r6,000000000000000000cb,000000000000000000pd,000000000000000000q4,866,14,,00000000000000000002,5,,,5
00000000000000000075,000000000000000000bn,0000000000000000003o,000000000000000000xs,941,826,,00000000000000000001,0,,,0
0000000000000000019z,0000000000000000001n,000000000000000000tl,000000000000000000ju,937,901,,00000000000000000002,1,,,1
00000000000000000008,000000000000000000el,000000000000000000ys,0000000000000000007i,313,897,,00000000000000000001,3,,,3
000000000000000000d4,000000000000000000et,000000000000000000r6,000000000000000000oj,916,273,,00000000000000000002,4,,,4
000000000000000001gc,0000000000000000002n,0000000000000000004e,000000000000000000bm,1689,876,,00000000000000000001,2,,,2
000000000000000000tz,000000000000000000ck,0000000000000000001w,000000000000000000wh,1044,1649,,00000000000000000002,5,,,5
000000000000000001tj,000000000000000000dr,000000000000000000oe,0000000000000000002z,360,1004,,00000000000000000001,0,,,0
0000000000000000004c,000000000000000000ei,000000000000000000na,00000000000000000051,888,320,,00000000000000000002,1,,,1
000000000000000000qx,000000000000000000cn,0000000000000000010u,000000000000000000io,1072,848,,00000000000000000001,3,,,3
000000000000000000ka,000000000000000000cr,000000000000000000xw,000000000000000000fx,886,1032,,00000000000000000002,4,,,4
000000000000000001dw,000000000000000000eh,000000000000000000h2,000000000000000000r8,1592,846,,00000000000000000001,2,,,2
000000000000000001h5,000000000000000000bx,0000000000000000001s,000000000000000000hh,1545,1552,,00000000000000000002,5,,,5
000000000000000000nw,0000000000000000001j,0000000000000000013b,000000000000000000l3,1636,1505,,00000000000000000001,0,,,0
000000000000000000jl,000000000000000000bp,000000000000000000yo,0000000000000000006f,1831,1596,,00000000000000000002,1,,,1
0000000000000000017j,0000000000000000001m,000000000000000000yq,000000000000000000is,150,1791,,00000000000000000001,3,,,3
000000000000000001ue,000000000000000000dv,000000000000000000rh,000000000000000000gg,1401,110,,00000000000000000002,4,,,4
000000000000000000pc,0000000000000000008u,0000000000000000008d,000000000000000000g4,283,1361,,00000000000000000001,2,,,2
000000000000000001w5,0000000000000000005g,0000000000000000000m,000000000000000000h8,1141,243,,00000000000000000002,5,,,5
000000000000000001rb,0000000000000000001f,00000000000000000102,000000000000000000av,1563,1101,,00000000000000000001,0,,,0
0000000000000000010y,0000000000000000008t,000000000000000000o2,0000000000000000003b,1562,1523,,00000000000000000002,1,,,1
000000000000000000at,0000000000000000004q,000000000000000000tf,00000000000000000019,855,1522,,00000000000000000001,3,,,3
00000000000000000147,000000000000000000ao,000000000000000000bx,000000000000000000a8,1137,815,,00000000000000000002,4,,,4
000000000000000000aj,0000000000000000007j,0000000000000000004j,00000000000000000034,371,1097,,00000000000000000001,2,,,2
000000000000000001t7,000000000000000000fr,000000000000000000xa,000000000000000000hj,1446,331,,00000000000000000002,5,,,5
000000000000000001q1,0000000000000000006u,000000000000000000hl,000000000000000000cq,903,1406,,00000000000000000001,0,,,0
000000000000000001a0,0000000000000000009i,000000000000000000yk,0000000000000000005x,922,863,,00000000000000000002,1,,,1
000000000000000000e0,0000000000000000003n,00000000000000000065,000000000000000000pz,1491,882,,00000000000000000001,3,,,3
000000000000000001v3,000000000000000000aj,000000000000000000hu,000000000000000000og,1858,1451,,00000000000000000002,4,,,4
000000000000000001ub,0000000000000000001r,000000000000000000u6,000000000000000000vm,1246,1818,,00000000000000000001,2,,,2
000000000000000000kf,0000000000000000005u,000000000000000000wb,000000000000000000oh,1145,1206,,00000000000000000002,5,,,5
0000000000000000008q,000000000000000000bj,0000000000000000005s,000000000000000000ua,186,1105,,00000000000000000001,0,,,0
000000000000000001r3,00000000000000000012,0000000000000000012i,0000000000000000006s,562,146,,00000000000000000002,1,,,1
000000000000000001l9,000000000000000000cv,000000000000000000zw,000000000000000000em,817,522,,00000000000000000001,3,,,3
00000000000000000163,0000000000000000005i,0000000000000000007a,000000000000000000s5,598,777,,00000000000000000002,4,,,4
0000000000000000000q,0000000000000000002v,0000000000000000012h,0000000000000000007v,1080,558,,00000000000000000001,2,,,2
0000000000000000016m,00000000000000000007,000000000000000000q4,0000000000000000006y,1358,1040,,00000000000000000002,5,,,5
000000000000000000cb,00000000000000000052,000000000000000000xs,000000000000000000x8,212,1318,,00000000000000000001,0,,,0
000000000000000000rx,0000000000000000008e,000000000000000000xx,000000000000000000eb,181,172,,00000000000000000002,1,,,1
00000000000000000161,0000000000000000009a,000000000000000000ju,000000000000000000a4,518,141,,00000000000000000001,3,,,3
000000000000000000tj,0000000000000000000m,0000000000000000007i,000000000000000000wg,914,478,,00000000000000000002,4,,,4
000000000000000000e3,000000000000000000fw,000000000000000000oj,000000000000000000nr,1571,874,,00000000000000000001,2,,,2
000000000000000000cc,00000000000000000069,000000000000000000bm,000000000000000000be,306,1531,,00000000000000000002,5,,,5
