trip_id,start_time,end_time,headway_secs,exact_times
0000000000000000005w,0000000000000000000e,00000000000000000011,187,0
0000000000000000000y,0000000000000000000x,00000000000000000002,204,0
00000000000000000074,0000000000000000000t,0000000000000000000e,200,0
0000000000000000006z,00000000000000000001,0000000000000000000x,192,0
0000000000000000004k,00000000000000000007,0000000000000000000t,207,0
0000000000000000006c,00000000000000000014,00000000000000000001,190,0
0000000000000000004z,00000000000000000015,00000000000000000007,186,0
00000000000000000016,0000000000000000000o,00000000000000000014,218,0
0000000000000000002b,0000000000000000000k,00000000000000000015,185,0
0000000000000000003w,00000000000000000013,0000000000000000000o,215,0
0000000000000000003o,0000000000000000000c,0000000000000000000k,183,0
00000000000000000019,0000000000000000000r,00000000000000000013,201,0
0000000000000000004h,0000000000000000000a,0000000000000000000c,199,0
00000000000000000046,00000000000000000006,0000000000000000000r,212,0
00000000000000000013,00000000000000000016,0000000000000000000a,202,0
00000000000000000005,00000000000000000012,00000000000000000006,203,0
0000000000000000003m,00000000000000000005,00000000000000000016,196,0
0000000000000000002p,0000000000000000000z,00000000000000000012,191,0
0000000000000000006j,00000000000000000003,00000000000000000018,214,0
0000000000000000001k,0000000000000000000l,00000000000000000005,216,0
00000000000000000076,0000000000000000000j,0000000000000000000z,206,0
0000000000000000004i,0000000000000000000w,00000000000000000017,210,0
0000000000000000004w,0000000000000000000m,00000000000000000003,188,0
0000000000000000000i,0000000000000000000n,0000000000000000000l,197,0
0000000000000000001o,0000000000000000000g,0000000000000000000j,198,0
0000000000000000005k,0000000000000000000b,0000000000000000000w,205,0
0000000000000000004b,0000000000000000000y,0000000000000000000m,193,0
00000000000000000002,00000000000000000010,0000000000000000000n,211,0
0000000000000000001g,0000000000000000000q,0000000000000000000g,195,0
00000000000000000066,0000000000000000000u,0000000000000000000b,184,0
0000000000000000001x,00000000000000000008,0000000000000000000y,208,0
0000000000000000006e,0000000000000000000h,00000000000000000010,189,0
0000000000000000002m,0000000000000000000i,0000000000000000000q,217,0
00000000000000000060,0000000000000000000p,0000000000000000000u,182,0
00000000000000000042,0000000000000000000d,00000000000000000008,194,0
0000000000000000005t,0000000000000000000v,0000000000000000000h,213,0
0000000000000000000o,0000000000000000000f,0000000000000000000i,209,0
00000000000000000028,00000000000000000004,0000000000000000000p,181,0
0000000000000000001q,0000000000000000000s,0000000000000000000d,187,0
0000000000000000003d,00000000000000000009,0000000000000000000v,204,0
0000000000000000003b,00000000000000000011,0000000000000000000f,200,0
0000000000000000001v,00000000000000000002,00000000000000000004,192,0
0000000000000000002h,0000000000000000000e,0000000000000000000s,207,0
0000000000000000002k,0000000000000000000x,00000000000000000009,190,0
0000000000000000003e,0000000000000000000t,00000000000000000011,186,0
00000000000000000041,00000000000000000001,00000000000000000002,218,0
00000000000000000043,00000000000000000007,0000000000000000000e,185,0
0000000000000000004t,00000000000000000014,0000000000000000000x,215,0
0000000000000000000w,00000000000000000015,0000000000000000000t,183,0
0000000000000000001n,0000000000000000000o,00000000000000000001,201,0
0000000000000000002n,0000000000000000000k,00000000000000000007,199,0
0000000000000000001j,00000000000000000013,00000000000000000014,212,0
0000000000000000001m,0000000000000000000c,00000000000000000015,202,0
0000000000000000005g,0000000000000000000r,0000000000000000000o,203,0
0000000000000000001f,0000000000000000000a,0000000000000000000k,196,0
0000000000000000004q,00000000000000000006,00000000000000000013,191,0
0000000000000000006u,00000000000000000016,0000000000000000000c,214,0
0000000000000000003n,00000000000000000012,0000000000000000000r,216,0
0000000000000000001r,00000000000000000005,0000000000000000000a,206,0
0000000000000000005u,0000000000000000000z,00000000000000000006,210,0
00000000000000000012,00000000000000000003,00000000000000000016,188,0
0000000000000000005i,0000000000000000000l,00000000000000000012,197,0
0000000000000000002v,0000000000000000000j,00000000000000000018,198,0
00000000000000000007,0000000000000000000w,00000000000000000005,205,0
00000000000000000052,0000000000000000000m,0000000000000000000z,193,0
0000000000000000000m,0000000000000000000n,00000000000000000017,211,0
00000000000000000069,0000000000000000000g,00000000000000000003,195,0
0000000000000000001w,0000000000000000000b,0000000000000000000l,184,0
0000000000000000005f,0000000000000000000y,0000000000000000000j,208,0
0000000000000000000p,00000000000000000010,0000000000000000000w,189,0
0000000000000000004p,0000000000000000000q,0000000000000000000m,217,0
0000000000000000006b,0000000000000000000u,0000000000000000000n,182,0
0000000000000000002c,00000000000000000008,0000000000000000000g,194,0
0000000000000000004m,0000000000000000000h,0000000000000000000b,213,0
00000000000000000061,0000000000000000000i,0000000000000000000y,209,0
0000000000000000006r,0000000000000000000p,00000000000000000010,181,0
00000000000000000017,0000000000000000000d,0000000000000000000q,187,0
00000000000000000031,0000000000000000000v,0000000000000000000u,204,0
0000000000000000000r,0000000000000000000f,00000000000000000008,200,0
0000000000000000002i,00000000000000000004,0000000000000000000h,192,0
0000000000000000006d,0000000000000000000s,0000000000000000000i,207,0
00000000000000000003,00000000000000000009,0000000000000000000p,190,0
00000000000000000026,00000000000000000011,0000000000000000000d,186,0
0000000000000000000a,00000000000000000002,0000000000000000000v,218,0
00000000000000000078,0000000000000000000e,0000000000000000000f,185,0
0000000000000000005e,0000000000000000000x,00000000000000000004,215,0
0000000000000000002t,0000000000000000000t,0000000000000000000s,183,0
0000000000000000003x,00000000000000000001,00000000000000000009,201,0
00000000000000000034,00000000000000000007,00000000000000000011,199,0
00000000000000000011,00000000000000000014,00000000000000000002,212,0
0000000000000000001z,00000000000000000015,0000000000000000000e,202,0
00000000000000000063,0000000000000000000o,0000000000000000000x,203,0
00000000000000000027,0000000000000000000k,0000000000000000000t,196,0
00000000000000000010,00000000000000000013,00000000000000000001,191,0
0000000000000000003c,0000000000000000000c,00000000000000000007,214,0
0000000000000000002l,0000000000000000000r,00000000000000000014,216,0
0000000000000000005n,0000000000000000000a,00000000000000000015,206,0
0000000000000000006h,00000000000000000006,0000000000000000000o,210,0
00000000000000000004,00000000000000000016,0000000000000000000k,188,0
0000000000000000002w,00000000000000000012,00000000000000000013,197,0
0000000000000000003u,00000000000000000005,0000000000000000000c,198,0
00000000000000000058,0000000000000000000z,0000000000000000000r,205,0
00000000000000000053,00000000000000000003,0000000000000000000a,193,0
0000000000000000003p,0000000000000000000l,00000000000000000006,211,0
0000000000000000002z,0000000000000000000j,00000000000000000016,195,0
0000000000000000001c,0000000000000000000w,00000000000000000012,184,0
0000000000000000006n,0000000000000000000m,00000000000000000018,208,0
0000000000000000004g,0000000000000000000n,00000000000000000005,189,0
0000000000000000003g,0000000000000000000g,0000000000000000000z,217,0
0000000000000000005h,0000000000000000000b,00000000000000000017,182,0
00000000000000000025,0000000000000000000y,00000000000000000003,194,0
0000000000000000006q,00000000000000000010,0000000000000000000l,213,0
0000000000000000006m,0000000000000000000q,0000000000000000000j,209,0
0000000000000000003q,0000000000000000000u,0000000000000000000w,181,0
0000000000000000004y,00000000000000000008,0000000000000000000m,187,0
00000000000000000075,0000000000000000000h,0000000000000000000n,204,0
00000000000000000054,0000000000000000000i,0000000000000000000g,200,0
0000000000000000003v,0000000000000000000p,0000000000000000000b,192,0
0000000000000000003j,0000000000000000000d,0000000000000000000y,207,0
0000000000000000002f,0000000000000000000v,00000000000000000010,190,0
0000000000000000006s,0000000000000000000f,0000000000000000000q,186,0
00000000000000000073,00000000000000000004,0000000000000000000u,218,0
0000000000000000001h,0000000000000000000s,00000000000000000008,185,0
00000000000000000065,00000000000000000009,0000000000000000000h,215,0
0000000000000000001s,00000000000000000011,0000000000000000000i,183,0
0000000000000000003a,00000000000000000002,0000000000000000000p,201,0
00000000000000000015,0000000000000000000e,0000000000000000000d,199,0
0000000000000000001l,0000000000000000000x,0000000000000000000v,212,0
0000000000000000005a,0000000000000000000t,0000000000000000000f,202,0
0000000000000000000z,00000000000000000001,00000000000000000004,203,0
0000000000000000000x,00000000000000000007,0000000000000000000s,196,0
00000000000000000032,00000000000000000014,00000000000000000009,191,0
00000000000000000038,00000000000000000015,00000000000000000011,214,0
0000000000000000002u,0000000000000000000o,00000000000000000002,216,0
0000000000000000003h,0000000000000000000k,0000000000000000000e,206,0
00000000000000000067,00000000000000000013,0000000000000000000x,210,0
0000000000000000003i,0000000000000000000c,0000000000000000000t,188,0
0000000000000000006x,0000000000000000000r,00000000000000000001,197,0
00000000000000000024,0000000000000000000a,00000000000000000007,198,0
0000000000000000005q,00000000000000000006,00000000000000000014,205,0
0000000000000000000e,00000000000000000016,00000000000000000015,193,0
0000000000000000005z,00000000000000000012,0000000000000000000o,211,0
00000000000000000018,00000000000000000005,0000000000000000000k,195,0
0000000000000000003r,0000000000000000000z,00000000000000000013,184,0
0000000000000000003s,00000000000000000003,0000000000000000000c,208,0
00000000000000000039,0000000000000000000l,0000000000000000000r,189,0
0000000000000000000f,0000000000000000000j,0000000000000000000a,217,0
0000000000000000001e,0000000000000000000w,00000000000000000006,182,0
0000000000000000000d,0000000000000000000m,00000000000000000016,194,0
0000000000000000004o,0000000000000000000n,00000000000000000012,213,0
00000000000000000055,0000000000000000000g,00000000000000000018,209,0
00000000000000000045,0000000000000000000b,00000000000000000005,181,0
0000000000000000002e,0000000000000000000y,0000000000000000000z,187,0
00000000000000000062,00000000000000000010,00000000000000000017,204,0
0000000000000000001i,0000000000000000000q,00000000000000000003,200,0
00000000000000000050,0000000000000000000u,0000000000000000000l,192,0
00000000000000000006,00000000000000000008,0000000000000000000j,207,0
0000000000000000004c,0000000000000000000h,0000000000000000000w,190,0
0000000000000000000k,0000000000000000000i,0000000000000000000m,186,0
0000000000000000004j,0000000000000000000p,0000000000000000000n,218,0
0000000000000000005m,0000000000000000000d,0000000000000000000g,185,0
0000000000000000005r,0000000000000000000v,0000000000000000000b,215,0
00000000000000000068,0000000000000000000f,0000000000000000000y,183,0
00000000000000000022,00000000000000000004,00000000000000000010,201,0
0000000000000000000n,0000000000000000000s,0000000000000000000q,199,0
0000000000000000003y,00000000000000000009,0000000000000000000u,212,0
0000000000000000003t,00000000000000000011,00000000000000000008,202,0
0000000000000000004e,00000000000000000002,0000000000000000000h,203,0
00000000000000000020,0000000000000000000e,0000000000000000000i,196,0
0000000000000000006o,0000000000000000000x,0000000000000000000p,191,0
00000000000000000056,0000000000000000000t,0000000000000000000d,214,0
00000000000000000008,00000000000000000001,0000000000000000000v,216,0
0000000000000000005s,00000000000000000007,0000000000000000000f,206,0
0000000000000000005l,00000000000000000014,00000000000000000004,210,0
00000000000000000051,00000000000000000015,0000000000000000000s,188,0
00000000000000000035,0000000000000000000o,00000000000000000009,197,0
0000000000000000005v,0000000000000000000k,00000000000000000011,198,0
0000000000000000005y,00000000000000000013,00000000000000000002,205,0
0000000000000000001d,0000000000000000000c,0000000000000000000e,193,0
0000000000000000002o,0000000000000000000r,0000000000000000000x,211,0
0000000000000000006w,0000000000000000000a,0000000000000000000t,195,0
0000000000000000004a,00000000000000000006,00000000000000000001,184,0
0000000000000000004x,00000000000000000016,00000000000000000007,208,0
0000000000000000005p,00000000000000000012,00000000000000000014,189,0
0000000000000000004v,00000000000000000005,00000000000000000015,217,0
0000000000000000006v,0000000000000000000z,0000000000000000000o,182,0
0000000000000000004l,00000000000000000003,0000000000000000000k,194,0
00000000000000000072,0000000000000000000l,00000000000000000013,213,0
0000000000000000004u,0000000000000000000j,0000000000000000000c,209,0
00000000000000000049,0000000000000000000w,0000000000000000000r,181,0
0000000000000000003z,0000000000000000000m,0000000000000000000a,187,0
0000000000000000002y,0000000000000000000n,00000000000000000006,204,0
0000000000000000000h,0000000000000000000g,00000000000000000016,200,0
0000000000000000003k,0000000000000000000b,00000000000000000012,192,0
00000000000000000059,0000000000000000000y,00000000000000000018,207,0
0000000000000000006k,00000000000000000010,00000000000000000005,190,0
0000000000000000002a,0000000000000000000q,0000000000000000000z,186,0
00000000000000000036,0000000000000000000u,00000000000000000017,218,0
0000000000000000000l,00000000000000000008,00000000000000000003,185,0
0000000000000000001y,0000000000000000000h,0000000000000000000l,215,0
0000000000000000001u,0000000000000000000i,0000000000000000000j,183,0
00000000000000000064,0000000000000000000p,0000000000000000000w,201,0
0000000000000000006g,0000000000000000000d,0000000000000000000m,199,0
0000000000000000005o,0000000000000000000v,0000000000000000000n,212,0
00000000000000000077,0000000000000000000f,0000000000000000000g,202,0
00000000000000000023,00000000000000000004,0000000000000000000b,203,0
0000000000000000006y,0000000000000000000s,0000000000000000000y,196,0
00000000000000000071,00000000000000000009,00000000000000000010,191,0
0000000000000000001t,00000000000000000011,0000000000000000000q,214,0
00000000000000000070,00000000000000000002,0000000000000000000u,216,0
00000000000000000048,0000000000000000000e,00000000000000000008,206,0
0000000000000000000s,0000000000000000000x,0000000000000000000h,210,0
0000000000000000005j,0000000000000000000t,0000000000000000000i,188,0
0000000000000000003l,00000000000000000001,0000000000000000000p,197,0
00000000000000000029,00000000000000000007,0000000000000000000d,198,0
0000000000000000002g,00000000000000000014,0000000000000000000v,205,0
0000000000000000005d,00000000000000000015,0000000000000000000f,193,0
00000000000000000009,0000000000000000000o,00000000000000000004,211,0
0000000000000000006i,0000000000000000000k,0000000000000000000s,195,0
0000000000000000000u,00000000000000000013,00000000000000000009,184,0
0000000000000000002s,0000000000000000000c,00000000000000000011,208,0
00000000000000000001,0000000000000000000r,00000000000000000002,189,0
0000000000000000000q,0000000000000000000a,0000000000000000000e,217,0
00000000000000000033,00000000000000000006,0000000000000000000x,182,0
00000000000000000037,00000000000000000016,0000000000000000000t,194,0
0000000000000000001b,00000000000000000012,00000000000000000001,213,0
0000000000000000005x,00000000000000000005,00000000000000000007,209,0
0000000000000000004s,0000000000000000000z,00000000000000000014,181,0
0000000000000000006l,00000000000000000003,00000000000000000015,187,0
00000000000000000030,0000000000000000000l,0000000000000000000o,204,0
0000000000000000005b,0000000000000000000j,0000000000000000000k,200,0
00000000000000000021,0000000000000000000w,00000000000000000013,192,0
0000000000000000000c,0000000000000000000m,0000000000000000000c,207,0
00000000000000000014,0000000000000000000n,0000000000000000000r,190,0
0000000000000000000v,0000000000000000000g,0000000000000000000a,186,0
00000000000000000044,0000000000000000000b,00000000000000000006,218,0
0000000000000000004d,0000000000000000000y,00000000000000000016,185,0
0000000000000000001a,00000000000000000010,00000000000000000012,215,0
00000000000000000057,0000000000000000000q,00000000000000000018,183,0
0000000000000000001p,0000000000000000000u,00000000000000000005,201,0
0000000000000000006t,00000000000000000008,0000000000000000000z,199,0
00000000000000000040,0000000000000000000h,00000000000000000017,212,0
0000000000000000006f,0000000000000000000i,00000000000000000003,202,0
0000000000000000000g,0000000000000000000p,0000000000000000000l,203,0
0000000000000000006a,0000000000000000000d,0000000000000000000j,196,0
0000000000000000000t,0000000000000000000v,0000000000000000000w,191,0
0000000000000000004f,0000000000000000000f,0000000000000000000m,214,0
0000000000000000002q,00000000000000000004,0000000000000000000n,216,0
0000000000000000002d,0000000000000000000s,0000000000000000000g,206,0
0000000000000000005c,00000000000000000009,0000000000000000000b,210,0
0000000000000000003f,00000000000000000011,0000000000000000000y,188,0
0000000000000000004r,00000000000000000002,00000000000000000010,197,0
0000000000000000002x,0000000000000000000e,0000000000000000000q,198,0
0000000000000000000j,0000000000000000000x,0000000000000000000u,205,0
0000000000000000002r,0000000000000000000t,00000000000000000008,193,0
0000000000000000002j,00000000000000000001,0000000000000000000h,211,0
00000000000000000047,00000000000000000007,0000000000000000000i,195,0
0000000000000000004n,00000000000000000014,0000000000000000000p,184,0
0000000000000000000b,00000000000000000015,0000000000000000000d,208,0
0000000000000000006p,0000000000000000000o,0000000000000000000v,189,0
0000000000000000005w,0000000000000000000k,0000000000000000000f,217,0
0000000000000000000y,00000000000000000013,00000000000000000004,182,0
00000000000000000074,0000000000000000000c,0000000000000000000s,194,0
0000000000000000006z,0000000000000000000r,00000000000000000009,213,0
0000000000000000004k,0000000000000000000a,00000000000000000011,209,0
0000000000000000006c,00000000000000000006,00000000000000000002,181,0
0000000000000000004z,00000000000000000016,0000000000000000000e,187,0
00000000000000000016,00000000000000000012,0000000000000000000x,204,0
0000000000000000002b,00000000000000000005,0000000000000000000t,200,0
0000000000000000003w,0000000000000000000z,00000000000000000001,192,0
0000000000000000003o,00000000000000000003,00000000000000000007,207,0
00000000000000000019,0000000000000000000l,00000000000000000014,190,0
0000000000000000004h,0000000000000000000j,00000000000000000015,186,0
00000000000000000046,0000000000000000000w,0000000000000000000o,218,0
00000000000000000013,0000000000000000000m,0000000000000000000k,185,0
00000000000000000005,0000000000000000000n,00000000000000000013,215,0
0000000000000000003m,0000000000000000000g,0000000000000000000c,183,0
0000000000000000002p,0000000000000000000b,0000000000000000000r,201,0
0000000000000000006j,0000000000000000000y,0000000000000000000a,199,0
0000000000000000001k,00000000000000000010,00000000000000000006,212,0
00000000000000000076,0000000000000000000q,00000000000000000016,202,0
0000000000000000004i,0000000000000000000u,00000000000000000012,203,0
0000000000000000004w,00000000000000000008,00000000000000000018,196,0
0000000000000000000i,0000000000000000000h,00000000000000000005,191,0
0000000000000000001o,0000000000000000000i,0000000000000000000z,214,0
0000000000000000005k,0000000000000000000p,00000000000000000017,216,0
0000000000000000004b,0000000000000000000d,00000000000000000003,206,0
00000000000000000002,0000000000000000000v,0000000000000000000l,210,0
0000000000000000001g,0000000000000000000f,0000000000000000000j,188,0
00000000000000000066,00000000000000000004,0000000000000000000w,197,0
0000000000000000001x,0000000000000000000s,0000000000000000000m,198,0
0000000000000000006e,00000000000000000009,0000000000000000000n,205,0
0000000000000000002m,00000000000000000011,0000000000000000000g,193,0
00000000000000000060,00000000000000000002,0000000000000000000b,211,0
00000000000000000042,0000000000000000000e,0000000000000000000y,195,0
0000000000000000005t,0000000000000000000x,00000000000000000010,184,0
0000000000000000000o,0000000000000000000t,0000000000000000000q,208,0
00000000000000000028,00000000000000000001,0000000000000000000u,189,0
0000000000000000001q,00000000000000000007,00000000000000000008,217,0
0000000000000000003d,00000000000000000014,0000000000000000000h,182,0
0000000000000000003b,00000000000000000015,0000000000000000000i,194,0
0000000000000000001v,0000000000000000000o,0000000000000000000p,213,0
0000000000000000002h,0000000000000000000k,0000000000000000000d,209,0
0000000000000000002k,00000000000000000013,0000000000000000000v,181,0
0000000000000000003e,0000000000000000000c,0000000000000000000f,187,0
00000000000000000041,0000000000000000000r,00000000000000000004,204,0
00000000000000000043,0000000000000000000a,0000000000000000000s,200,0
0000000000000000004t,00000000000000000006,00000000000000000009,192,0
0000000000000000000w,00000000000000000016,00000000000000000011,207,0
0000000000000000001n,00000000000000000012,00000000000000000002,190,0
0000000000000000002n,00000000000000000005,0000000000000000000e,186,0
0000000000000000001j,0000000000000000000z,0000000000000000000x,218,0
0000000000000000001m,00000000000000000003,0000000000000000000t,185,0
0000000000000000005g,0000000000000000000l,00000000000000000001,215,0
0000000000000000001f,0000000000000000000j,00000000000000000007,183,0
0000000000000000004q,0000000000000000000w,00000000000000000014,201,0
0000000000000000006u,0000000000000000000m,00000000000000000015,199,0
0000000000000000003n,0000000000000000000n,0000000000000000000o,212,0
0000000000000000001r,0000000000000000000g,0000000000000000000k,202,0
0000000000000000005u,0000000000000000000b,00000000000000000013,203,0
00000000000000000012,0000000000000000000y,0000000000000000000c,196,0
0000000000000000005i,00000000000000000010,0000000000000000000r,191,0
0000000000000000002v,0000000000000000000q,0000000000000000000a,214,0
00000000000000000007,0000000000000000000u,00000000000000000006,216,0
00000000000000000052,00000000000000000008,00000000000000000016,206,0
0000000000000000000m,0000000000000000000h,00000000000000000012,210,0
00000000000000000069,0000000000000000000i,00000000000000000018,188,0
0000000000000000001w,0000000000000000000p,00000000000000000005,197,0
0000000000000000005f,0000000000000000000d,0000000000000000000z,198,0
0000000000000000000p,0000000000000000000v,00000000000000000017,205,0
0000000000000000004p,0000000000000000000f,00000000000000000003,193,0
0000000000000000006b,00000000000000000004,0000000000000000000l,211,0
0000000000000000002c,0000000000000000000s,0000000000000000000j,195,0
0000000000000000004m,00000000000000000009,0000000000000000000w,184,0
00000000000000000061,00000000000000000011,0000000000000000000m,208,0
0000000000000000006r,00000000000000000002,0000000000000000000n,189,0
00000000000000000017,0000000000000000000e,0000000000000000000g,217,0
00000000000000000031,0000000000000000000x,0000000000000000000b,182,0
0000000000000000000r,0000000000000000000t,0000000000000000000y,194,0
0000000000000000002i,00000000000000000001,00000000000000000010,213,0
0000000000000000006d,00000000000000000007,0000000000000000000q,209,0
00000000000000000003,00000000000000000014,0000000000000000000u,181,0
00000000000000000026,00000000000000000015,00000000000000000008,187,0
0000000000000000000a,0000000000000000000o,0000000000000000000h,204,0
00000000000000000078,0000000000000000000k,0000000000000000000i,200,0
0000000000000000005e,00000000000000000013,0000000000000000000p,192,0
0000000000000000002t,0000000000000000000c,0000000000000000000d,207,0
0000000000000000003x,0000000000000000000r,0000000000000000000v,190,0
00000000000000000034,0000000000000000000a,0000000000000000000f,186,0
00000000000000000011,00000000000000000006,00000000000000000004,218,0
0000000000000000001z,00000000000000000016,0000000000000000000s,185,0
00000000000000000063,00000000000000000012,00000000000000000009,215,0
00000000000000000027,00000000000000000005,00000000000000000011,183,0
00000000000000000010,0000000000000000000z,00000000000000000002,201,0
0000000000000000003c,00000000000000000003,0000000000000000000e,199,0
0000000000000000002l,0000000000000000000l,0000000000000000000x,212,0
0000000000000000005n,0000000000000000000j,0000000000000000000t,202,0
0000000000000000006h,0000000000000000000w,00000000000000000001,203,0
00000000000000000004,0000000000000000000m,00000000000000000007,196,0
0000000000000000002w,0000000000000000000n,00000000000000000014,191,0
0000000000000000003u,0000000000000000000g,00000000000000000015,214,0
00000000000000000058,0000000000000000000b,0000000000000000000o,216,0
00000000000000000053,0000000000000000000y,0000000000000000000k,206,0
0000000000000000003p,00000000000000000010,00000000000000000013,210,0
0000000000000000002z,0000000000000000000q,0000000000000000000c,188,0
0000000000000000001c,0000000000000000000u,0000000000000000000r,197,0
0000000000000000006n,00000000000000000008,0000000000000000000a,198,0
0000000000000000004g,0000000000000000000h,00000000000000000006,205,0
0000000000000000003g,0000000000000000000i,00000000000000000016,193,0
0000000000000000005h,0000000000000000000p,00000000000000000012,211,0
00000000000000000025,0000000000000000000d,00000000000000000018,195,0
0000000000000000006q,0000000000000000000v,00000000000000000005,184,0
0000000000000000006m,0000000000000000000f,0000000000000000000z,208,0
0000000000000000003q,00000000000000000004,00000000000000000017,189,0
0000000000000000004y,0000000000000000000s,00000000000000000003,217,0
00000000000000000075,00000000000000000009,0000000000000000000l,182,0
00000000000000000054,00000000000000000011,0000000000000000000j,194,0
0000000000000000003v,00000000000000000002,0000000000000000000w,213,0
0000000000000000003j,0000000000000000000e,0000000000000000000m,209,0
0000000000000000002f,0000000000000000000x,0000000000000000000n,181,0
0000000000000000006s,0000000000000000000t,0000000000000000000g,187,0
00000000000000000073,00000000000000000001,0000000000000000000b,204,0
0000000000000000001h,00000000000000000007,0000000000000000000y,200,0
00000000000000000065,00000000000000000014,00000000000000000010,192,0
0000000000000000001s,00000000000000000015,0000000000000000000q,207,0
0000000000000000003a,0000000000000000000o,0000000000000000000u,190,0
00000000000000000015,0000000000000000000k,00000000000000000008,186,0
0000000000000000001l,00000000000000000013,0000000000000000000h,218,0
0000000000000000005a,0000000000000000000c,0000000000000000000i,185,0
0000000000000000000z,0000000000000000000r,0000000000000000000p,215,0
0000000000000000000x,0000000000000000000a,0000000000000000000d,183,0
00000000000000000032,00000000000000000006,0000000000000000000v,201,0
00000000000000000038,00000000000000000016,0000000000000000000f,199,0
0000000000000000002u,00000000000000000012,00000000000000000004,212,0
0000000000000000003h,00000000000000000005,0000000000000000000s,202,0
00000000000000000067,0000000000000000000z,00000000000000000009,203,0
0000000000000000003i,00000000000000000003,00000000000000000011,196,0
0000000000000000006x,0000000000000000000l,00000000000000000002,191,0
00000000000000000024,0000000000000000000j,0000000000000000000e,214,0
0000000000000000005q,0000000000000000000w,0000000000000000000x,216,0
0000000000000000000e,0000000000000000000m,0000000000000000000t,206,0
0000000000000000005z,0000000000000000000n,00000000000000000001,210,0
00000000000000000018,0000000000000000000g,00000000000000000007,188,0
0000000000000000003r,0000000000000000000b,00000000000000000014,197,0
0000000000000000003s,0000000000000000000y,00000000000000000015,198,0
00000000000000000039,00000000000000000010,0000000000000000000o,205,0
0000000000000000000f,0000000000000000000q,0000000000000000000k,193,0
0000000000000000001e,0000000000000000000u,00000000000000000013,211,0
0000000000000000000d,00000000000000000008,0000000000000000000c,195,0
0000000000000000004o,0000000000000000000h,0000000000000000000r,184,0
00000000000000000055,0000000000000000000i,0000000000000000000a,208,0
00000000000000000045,0000000000000000000p,00000000000000000006,189,0
0000000000000000002e,0000000000000000000d,00000000000000000016,217,0
00000000000000000062,0000000000000000000v,00000000000000000012,182,0
0000000000000000001i,0000000000000000000f,00000000000000000018,194,0
00000000000000000050,00000000000000000004,00000000000000000005,213,0
00000000000000000006,0000000000000000000s,0000000000000000000z,209,0
0000000000000000004c,00000000000000000009,00000000000000000017,181,0
0000000000000000000k,00000000000000000011,00000000000000000003,187,0
0000000000000000004j,00000000000000000002,0000000000000000000l,204,0
0000000000000000005m,0000000000000000000e,0000000000000000000j,200,0
0000000000000000005r,0000000000000000000x,0000000000000000000w,192,0
00000000000000000068,0000000000000000000t,0000000000000000000m,207,0
00000000000000000022,00000000000000000001,0000000000000000000n,190,0
0000000000000000000n,00000000000000000007,0000000000000000000g,186,0
0000000000000000003y,00000000000000000014,0000000000000000000b,218,0
0000000000000000003t,00000000000000000015,0000000000000000000y,185,0
0000000000000000004e,0000000000000000000o,00000000000000000010,215,0
00000000000000000020,0000000000000000000k,0000000000000000000q,183,0
