trip_id,start_time,end_time,headway_secs,exact_times
0000000000000000016i,000000000000000000px,000000000000000000ld,757,0
0000000000000000005r,000000000000000000eh,000000000000000000dn,1056,0
000000000000000001pa,000000000000000000jy,000000000000000000fa,758,0
0000000000000000001r,000000000000000000p2,000000000000000000px,1082,0
000000000000000002v9,00000000000000000075,000000000000000000eh,425,0
000000000000000003nh,00000000000000000008,000000000000000000jy,496,0
0000000000000000034j,000000000000000000d4,000000000000000000p2,324,0
000000000000000001ac,0000000000000000004c,00000000000000000075,897,0
000000000000000001qg,000000000000000000qx,00000000000000000008,660,0
000000000000000001yl,000000000000000000ka,000000000000000000d4,552,0
000000000000000002b1,000000000000000000nw,000000000000000000tz,771,0
000000000000000004t4,000000000000000000jl,0000000000000000004c,411,0
0000000000000000031i,000000000000000000pc,000000000000000000qx,950,0
000000000000000001v5,000000000000000000at,000000000000000000ka,1029,0
000000000000000001xl,000000000000000000aj,000000000000000000nw,1065,0
000000000000000002xs,000000000000000000e0,000000000000000000jl,992,0
000000000000000003hi,000000000000000000kf,000000000000000000pc,1112,0
000000000000000004x8,0000000000000000008q,000000000000000000at,196,0
000000000000000004r5,0000000000000000000q,000000000000000000aj,596,0
000000000000000002i7,000000000000000000cb,000000000000000000e0,906,0
00000000000000000140,000000000000000000rx,000000000000000000kf,894,0
000000000000000003s8,000000000000000000e3,0000000000000000008q,582,0
0000000000000000035j,000000000000000000cc,0000000000000000000q,542,0
000000000000000000qt,000000000000000000c3,000000000000000000cb,511,0
000000000000000001mc,000000000000000000cx,000000000000000000rx,714,0
000000000000000002y0,00000000000000000048,000000000000000000tj,947,0
000000000000000003um,000000000000000000dj,000000000000000000e3,951,0
0000000000000000038v,000000000000000000cz,000000000000000000cc,1055,0
000000000000000003c6,000000000000000000g5,000000000000000000c3,732,0
000000000000000003wj,000000000000000000t3,000000000000000000cx,406,0
000000000000000004al,0000000000000000007o,00000000000000000048,1011,0
000000000000000003l0,0000000000000000002c,000000000000000000dj,597,0
000000000000000002xr,00000000000000000022,000000000000000000cz,932,0
000000000000000003fv,000000000000000000qh,000000000000000000ui,561,0
0000000000000000028j,000000000000000000kj,000000000000000000g5,1005,0
000000000000000000pm,000000000000000000ic,000000000000000000t3,441,0
000000000000000003d7,000000000000000000dq,0000000000000000007o,912,0
000000000000000001d5,00000000000000000053,0000000000000000002c,1050,0
000000000000000003bh,000000000000000000ly,00000000000000000022,602,0
000000000000000002rk,0000000000000000009g,000000000000000000qh,1062,0
0000000000000000010d,0000000000000000001a,000000000000000000kj,914,0
000000000000000002no,0000000000000000000e,000000000000000000ic,1102,0
000000000000000002cw,000000000000000000my,000000000000000000dq,945,0
0000000000000000004y,000000000000000000p1,00000000000000000053,899,0
000000000000000000dr,000000000000000000ox,000000000000000000ly,712,0
000000000000000001gj,0000000000000000007l,0000000000000000009g,895,0
0000000000000000015g,000000000000000000oc,0000000000000000001a,608,0
0000000000000000000j,000000000000000000rw,0000000000000000000e,209,0
000000000000000000v5,0000000000000000008w,000000000000000000my,934,0
000000000000000004pd,000000000000000000nk,000000000000000000p1,613,0
000000000000000000e4,000000000000000000so,000000000000000000ox,339,0
000000000000000002of,000000000000000000ni,0000000000000000007l,278,0
000000000000000003l5,00000000000000000032,000000000000000000oc,710,0
0000000000000000035y,0000000000000000006r,000000000000000000rw,843,0
000000000000000001fe,000000000000000000mn,0000000000000000008w,265,0
0000000000000000044l,00000000000000000097,000000000000000000nk,372,0
0000000000000000045a,000000000000000000nz,000000000000000000so,820,0
000000000000000002xv,000000000000000000oi,000000000000000000ni,676,0
000000000000000003mf,00000000000000000042,00000000000000000032,968,0
000000000000000001fs,000000000000000000ei,0000000000000000006r,488,0
0000000000000000034g,000000000000000000ll,000000000000000000mn,1125,0
000000000000000000y8,000000000000000000fi,000000000000000000uh,534,0
0000000000000000021b,000000000000000000sw,00000000000000000097,303,0
000000000000000004bg,0000000000000000004s,000000000000000000nz,351,0
000000000000000004o6,0000000000000000003x,000000000000000000oi,590,0
000000000000000003n7,000000000000000000da,00000000000000000042,750,0
0000000000000000050d,000000000000000000oa,000000000000000000ei,874,0
0000000000000000026d,0000000000000000007e,000000000000000000ll,1071,0
000000000000000004vr,000000000000000000nb,000000000000000000fi,716,0
000000000000000002ca,000000000000000000df,000000000000000000sw,999,0
00000000000000000329,00000000000000000043,0000000000000000004s,285,0
0000000000000000033e,0000000000000000008f,0000000000000000003x,892,0
000000000000000004yl,0000000000000000005l,000000000000000000da,530,0
000000000000000002up,000000000000000000ev,000000000000000000oa,199,0
00000000000000000073,000000000000000000sp,0000000000000000007e,674,0
000000000000000003vy,000000000000000000p5,000000000000000000nb,916,0
000000000000000003va,000000000000000000k7,000000000000000000df,279,0
000000000000000004c7,0000000000000000002f,00000000000000000043,736,0
0000000000000000016e,000000000000000000n1,0000000000000000008f,510,0
000000000000000001t3,0000000000000000002l,0000000000000000005l,688,0
0000000000000000007q,000000000000000000m0,000000000000000000ev,271,0
000000000000000004xn,000000000000000000fj,000000000000000000sp,528,0
0000000000000000046r,000000000000000000r9,000000000000000000p5,331,0
000000000000000001o6,000000000000000000qc,000000000000000000k7,1079,0
000000000000000003j3,000000000000000000bc,0000000000000000002f,347,0
000000000000000003fa,000000000000000000gj,000000000000000000n1,486,0
000000000000000001a4,00000000000000000069,0000000000000000002l,1073,0
000000000000000003et,000000000000000000ik,000000000000000000m0,191,0
000000000000000000i9,000000000000000000ao,000000000000000000fj,466,0
0000000000000000046l,000000000000000000a9,000000000000000000r9,553,0
000000000000000000kx,000000000000000000fk,000000000000000000qc,797,0
000000000000000003e7,000000000000000000pd,000000000000000000bc,1087,0
000000000000000001pd,0000000000000000003o,000000000000000000gj,555,0
0000000000000000006o,000000000000000000r6,00000000000000000069,849,0
0000000000000000037d,0000000000000000004e,000000000000000000ik,421,0
000000000000000003qz,0000000000000000001w,000000000000000000ao,392,0
00000000000000000505,000000000000000000oe,000000000000000000a9,647,0
000000000000000001t9,000000000000000000na,000000000000000000fk,214,0
000000000000000000vy,000000000000000000h2,000000000000000000pd,1064,0
0000000000000000009q,0000000000000000001s,0000000000000000003o,966,0
000000000000000000ho,000000000000000000rh,000000000000000000tl,436,0
000000000000000001tt,0000000000000000008d,000000000000000000r6,782,0
000000000000000000k1,0000000000000000000m,0000000000000000004e,697,0
000000000000000001xr,000000000000000000o2,0000000000000000001w,505,0
000000000000000003m0,000000000000000000bx,000000000000000000oe,558,0
000000000000000004kr,0000000000000000004j,000000000000000000na,927,0
00000000000000000122,000000000000000000hl,000000000000000000h2,431,0
000000000000000000li,00000000000000000065,0000000000000000001s,652,0
000000000000000004cm,000000000000000000hu,000000000000000000rh,344,0
000000000000000001uz,0000000000000000005s,0000000000000000008d,408,0
000000000000000001nr,0000000000000000007a,0000000000000000000m,1063,0
000000000000000001uj,000000000000000000q4,000000000000000000o2,940,0
000000000000000000xj,000000000000000000ju,000000000000000000tf,769,0
000000000000000000wc,0000000000000000007i,000000000000000000bx,359,0
00000000000000000319,000000000000000000oj,0000000000000000004j,798,0
000000000000000001ge,000000000000000000bm,000000000000000000hl,1113,0
000000000000000000x9,0000000000000000002z,00000000000000000065,222,0
000000000000000000fy,00000000000000000051,000000000000000000hu,263,0
000000000000000002yt,000000000000000000io,000000000000000000u6,320,0
000000000000000003xa,000000000000000000fx,0000000000000000005s,793,0
000000000000000001j3,000000000000000000r8,0000000000000000007a,983,0
000000000000000001af,000000000000000000hh,000000000000000000q4,878,0
0000000000000000022k,000000000000000000l3,000000000000000000ju,825,0
000000000000000004zt,0000000000000000006f,0000000000000000007i,806,0
0000000000000000019l,000000000000000000is,000000000000000000oj,312,0
000000000000000000wy,000000000000000000gg,000000000000000000bm,585,0
000000000000000004b2,000000000000000000g4,0000000000000000002z,620,0
000000000000000002t8,000000000000000000h8,00000000000000000051,521,0
000000000000000003qp,000000000000000000av,000000000000000000io,974,0
000000000000000004jr,0000000000000000003b,000000000000000000fx,644,0
000000000000000004qp,00000000000000000019,000000000000000000r8,1054,0
000000000000000001rz,000000000000000000a8,000000000000000000hh,706,0
000000000000000004gq,00000000000000000034,000000000000000000l3,739,0
000000000000000000vk,000000000000000000hj,0000000000000000006f,588,0
0000000000000000019v,000000000000000000cq,000000000000000000is,698,0
000000000000000002eh,0000000000000000005x,000000000000000000gg,531,0
000000000000000002qd,000000000000000000pz,000000000000000000g4,225,0
000000000000000000s1,000000000000000000og,000000000000000000h8,341,0
000000000000000001w7,000000000000000000oh,000000000000000000av,330,0
000000000000000003nv,0000000000000000006s,0000000000000000003b,1053,0
0000000000000000024e,000000000000000000em,00000000000000000019,680,0
000000000000000001ne,000000000000000000s5,000000000000000000a8,1072,0
000000000000000004oa,0000000000000000007v,00000000000000000034,799,0
000000000000000002fh,0000000000000000006y,000000000000000000hj,898,0
000000000000000004dd,000000000000000000eb,000000000000000000cq,686,0
00000000000000000338,000000000000000000a4,0000000000000000005x,219,0
000000000000000004or,000000000000000000nr,000000000000000000pz,185,0
000000000000000001rg,000000000000000000be,000000000000000000og,310,0
000000000000000003ll,000000000000000000ex,000000000000000000oh,533,0
000000000000000003w6,000000000000000000m2,000000000000000000ua,277,0
0000000000000000026x,00000000000000000090,0000000000000000006s,684,0
0000000000000000020d,000000000000000000d5,000000000000000000em,851,0
000000000000000002rq,000000000000000000m1,000000000000000000s5,473,0
000000000000000001a7,000000000000000000cl,0000000000000000007v,735,0
000000000000000003qx,000000000000000000jc,0000000000000000006y,484,0
000000000000000004wv,000000000000000000ss,000000000000000000eb,1021,0
0000000000000000045u,000000000000000000s7,000000000000000000a4,857,0
000000000000000002ly,000000000000000000ko,000000000000000000nr,629,0
000000000000000003ha,0000000000000000007p,000000000000000000be,755,0
000000000000000004k4,00000000000000000058,000000000000000000ex,1004,0
0000000000000000011v,0000000000000000009f,000000000000000000m2,415,0
000000000000000000a1,000000000000000000b2,00000000000000000090,236,0
000000000000000000zp,0000000000000000001i,000000000000000000d5,627,0
000000000000000004g6,000000000000000000hw,000000000000000000m1,703,0
000000000000000003y1,0000000000000000005g,000000000000000000cl,661,0
0000000000000000014h,000000000000000000b8,000000000000000000jc,578,0
000000000000000004k3,0000000000000000007g,000000000000000000ss,438,0
000000000000000003yh,00000000000000000038,000000000000000000u2,834,0
000000000000000001up,000000000000000000hn,000000000000000000s7,1040,0
0000000000000000017d,0000000000000000003g,000000000000000000ko,342,0
000000000000000001kk,000000000000000000m5,0000000000000000007p,356,0
00000000000000000014,000000000000000000g2,00000000000000000058,720,0
000000000000000001tk,000000000000000000gz,000000000000000000u5,1103,0
0000000000000000045v,00000000000000000009,0000000000000000009f,971,0
000000000000000003kt,000000000000000000er,000000000000000000b2,566,0
000000000000000002ma,000000000000000000a3,0000000000000000001i,794,0
0000000000000000002y,000000000000000000bv,000000000000000000t9,1009,0
000000000000000004tq,000000000000000000f4,000000000000000000hw,545,0
000000000000000003th,0000000000000000008c,0000000000000000005g,589,0
000000000000000001do,000000000000000000gp,000000000000000000b8,724,0
0000000000000000046m,000000000000000000h6,0000000000000000007g,198,0
000000000000000000lo,000000000000000000m3,00000000000000000038,648,0
000000000000000004mg,000000000000000000hp,000000000000000000hn,240,0
000000000000000002j7,000000000000000000e8,0000000000000000003g,731,0
000000000000000002r0,00000000000000000057,000000000000000000tc,380,0
0000000000000000003l,000000000000000000si,000000000000000000m5,335,0
0000000000000000044y,000000000000000000do,000000000000000000g2,1033,0
000000000000000004ql,000000000000000000o7,000000000000000000gz,669,0
000000000000000001lf,000000000000000000ga,00000000000000000009,786,0
000000000000000001fx,0000000000000000004w,000000000000000000er,801,0
0000000000000000005e,000000000000000000ah,000000000000000000a3,182,0
0000000000000000013z,000000000000000000b7,000000000000000000bv,232,0
000000000000000003ql,000000000000000000fr,000000000000000000f4,523,0
000000000000000004d7,00000000000000000062,0000000000000000008c,1026,0
000000000000000002te,000000000000000000hm,000000000000000000gp,987,0
0000000000000000040j,0000000000000000001e,000000000000000000h6,982,0
000000000000000002k1,0000000000000000002v,000000000000000000m3,852,0
00000000000000000446,000000000000000000r3,000000000000000000hp,499,0
000000000000000003gp,0000000000000000004r,000000000000000000e8,402,0
000000000000000003lp,0000000000000000002a,00000000000000000057,907,0
0000000000000000042q,00000000000000000095,000000000000000000si,920,0
0000000000000000013h,000000000000000000fw,000000000000000000do,249,0
000000000000000002x3,000000000000000000ng,000000000000000000o7,965,0
000000000000000002cj,0000000000000000009j,000000000000000000ga,410,0
0000000000000000042l,00000000000000000067,0000000000000000004w,1115,0
000000000000000000va,000000000000000000jn,000000000000000000ah,274,0
000000000000000004xk,000000000000000000ns,000000000000000000b7,606,0
000000000000000003un,000000000000000000d1,000000000000000000fr,591,0
000000000000000003ai,000000000000000000la,00000000000000000062,776,0
00000000000000000167,0000000000000000007f,000000000000000000hm,541,0
0000000000000000031j,000000000000000000l6,0000000000000000001e,485,0
000000000000000001ws,000000000000000000ij,0000000000000000002v,1047,0
000000000000000004ma,0000000000000000005n,000000000000000000r3,524,0
0000000000000000029d,000000000000000000jt,0000000000000000004r,1052,0
0000000000000000022s,00000000000000000061,0000000000000000002a,654,0
000000000000000003bg,000000000000000000qe,000000000000000000u1,396,0
000000000000000002px,000000000000000000f2,00000000000000000095,751,0
000000000000000001hz,000000000000000000bl,000000000000000000fw,900,0
000000000000000003io,000000000000000000fm,000000000000000000tt,738,0
000000000000000001qq,000000000000000000qg,000000000000000000ng,562,0
000000000000000002ez,000000000000000000a0,0000000000000000009j,1031,0
000000000000000003jv,000000000000000000el,00000000000000000067,1117,0
0000000000000000012k,000000000000000000qi,000000000000000000jn,326,0
000000000000000001f0,000000000000000000ow,000000000000000000ns,949,0
000000000000000001lp,000000000000000000nx,000000000000000000d1,1003,0
000000000000000001wb,000000000000000000l8,000000000000000000la,389,0
000000000000000003uf,000000000000000000ad,0000000000000000007f,569,0
000000000000000002xe,0000000000000000003j,000000000000000000l6,204,0
000000000000000002uk,000000000000000000cy,000000000000000000ij,804,0
0000000000000000027k,000000000000000000s4,0000000000000000005n,260,0
0000000000000000020k,0000000000000000008k,000000000000000000jt,242,0
00000000000000000337,000000000000000000bj,00000000000000000061,783,0
000000000000000004n4,0000000000000000001o,000000000000000000qe,723,0
000000000000000003mj,0000000000000000004f,000000000000000000f2,981,0
000000000000000004gl,00000000000000000083,000000000000000000bl,826,0
000000000000000000nd,000000000000000000in,000000000000000000fm,832,0
00000000000000000485,000000000000000000pb,000000000000000000qg,988,0
00000000000000000293,0000000000000000007w,000000000000000000a0,1008,0
000000000000000001me,000000000000000000rt,000000000000000000el,519,0
0000000000000000031a,000000000000000000fv,000000000000000000qi,922,0
000000000000000001i1,000000000000000000e5,000000000000000000ow,301,0
000000000000000003ly,0000000000000000000a,000000000000000000nx,299,0
000000000000000004hh,000000000000000000ge,000000000000000000l8,247,0
0000000000000000023t,000000000000000000cf,000000000000000000ad,913,0
000000000000000000oz,0000000000000000005f,0000000000000000003j,1076,0
000000000000000002bi,000000000000000000or,000000000000000000cy,269,0
0000000000000000012l,000000000000000000h7,000000000000000000s4,476,0
000000000000000001gn,000000000000000000ip,0000000000000000008k,813,0
000000000000000001c0,0000000000000000009n,000000000000000000bj,494,0
000000000000000001ga,000000000000000000cr,0000000000000000001o,272,0
000000000000000000qp,000000000000000000pn,0000000000000000004f,554,0
0000000000000000028n,000000000000000000jw,00000000000000000083,823,0
000000000000000000w6,000000000000000000i5,000000000000000000in,754,0
000000000000000001y0,000000000000000000c0,000000000000000000pb,978,0
000000000000000004mc,000000000000000000hi,0000000000000000007w,748,0
000000000000000002cn,000000000000000000ed,000000000000000000rt,822,0
000000000000000001lg,000000000000000000de,000000000000000000fv,728,0
000000000000000001hk,0000000000000000009d,000000000000000000e5,302,0
000000000000000002u3,000000000000000000ne,0000000000000000000a,325,0
000000000000000002vl,000000000000000000re,000000000000000000ge,923,0
0000000000000000017m,000000000000000000ay,000000000000000000cf,327,0
000000000000000001zb,000000000000000000ff,0000000000000000005f,975,0
0000000000000000011g,000000000000000000gs,000000000000000000or,670,0
000000000000000003dm,000000000000000000ez,000000000000000000h7,812,0
0000000000000000008a,0000000000000000005a,000000000000000000ip,468,0
0000000000000000003m,000000000000000000ps,000000000000000000tv,605,0
000000000000000001pj,000000000000000000rk,0000000000000000009n,924,0
000000000000000000gi,000000000000000000kh,000000000000000000cr,353,0
000000000000000003vl,000000000000000000ck,000000000000000000pn,642,0
000000000000000004u8,000000000000000000du,000000000000000000jw,1093,0
000000000000000004nf,0000000000000000008v,000000000000000000i5,711,0
0000000000000000044k,00000000000000000020,000000000000000000c0,869,0
0000000000000000043n,000000000000000000cp,000000000000000000hi,941,0
000000000000000002lk,0000000000000000009l,000000000000000000ed,795,0
000000000000000004hf,0000000000000000009h,000000000000000000de,1035,0
0000000000000000020j,0000000000000000002x,0000000000000000009d,212,0
0000000000000000031k,000000000000000000bf,000000000000000000ne,1012,0
000000000000000001yf,000000000000000000cm,000000000000000000re,623,0
0000000000000000017s,000000000000000000dt,000000000000000000ay,599,0
00000000000000000295,000000000000000000mx,000000000000000000ff,984,0
000000000000000001po,0000000000000000002b,000000000000000000gs,904,0
000000000000000000op,000000000000000000ey,000000000000000000ta,842,0
000000000000000001v4,0000000000000000000c,000000000000000000ez,239,0
000000000000000001vy,000000000000000000jo,0000000000000000005a,705,0
00000000000000000394,000000000000000000bt,000000000000000000ps,713,0
000000000000000004ci,000000000000000000dg,000000000000000000rk,921,0
000000000000000001of,0000000000000000006i,000000000000000000kh,275,0
000000000000000004jf,000000000000000000jd,000000000000000000ck,632,0
000000000000000003e9,0000000000000000009m,000000000000000000du,833,0
000000000000000000jr,000000000000000000b4,0000000000000000008v,1014,0
000000000000000001hd,000000000000000000mw,00000000000000000020,675,0
000000000000000002im,000000000000000000i8,000000000000000000cp,942,0
000000000000000001sl,000000000000000000bd,0000000000000000009l,821,0
000000000000000001nw,000000000000000000l0,0000000000000000009h,702,0
000000000000000004bb,00000000000000000002,0000000000000000002x,635,0
000000000000000000l4,0000000000000000003a,000000000000000000bf,911,0
000000000000000003po,000000000000000000d3,000000000000000000cm,1024,0
000000000000000002v4,000000000000000000ry,000000000000000000dt,935,0
000000000000000001vn,00000000000000000013,000000000000000000mx,639,0
000000000000000002r3,000000000000000000ch,000000000000000000tx,1015,0
0000000000000000008i,000000000000000000ii,0000000000000000002b,701,0
000000000000000003fg,0000000000000000005z,000000000000000000ey,609,0
000000000000000001jy,0000000000000000006c,0000000000000000000c,235,0
000000000000000004i2,000000000000000000lz,000000000000000000jo,601,0
00000000000000000328,000000000000000000bi,000000000000000000bt,1036,0
0000000000000000031r,0000000000000000003i,000000000000000000dg,238,0
0000000000000000029w,00000000000000000033,0000000000000000006i,679,0
000000000000000002xx,0000000000000000009w,000000000000000000jd,1046,0
000000000000000003pp,000000000000000000ri,000000000000000000uf,498,0
000000000000000002wr,00000000000000000012,0000000000000000009m,376,0
000000000000000001sv,000000000000000000s8,000000000000000000b4,231,0
000000000000000001w3,000000000000000000j7,000000000000000000mw,497,0
000000000000000003hb,000000000000000000kl,000000000000000000tg,350,0
000000000000000004lr,000000000000000000e6,000000000000000000i8,564,0
000000000000000001e8,0000000000000000001x,000000000000000000bd,1083,0
0000000000000000048i,0000000000000000000l,000000000000000000l0,451,0
000000000000000002ue,000000000000000000fg,00000000000000000002,747,0
000000000000000001jc,000000000000000000nj,0000000000000000003a,796,0
000000000000000000dx,000000000000000000n7,000000000000000000d3,1061,0
0000000000000000024r,000000000000000000dc,000000000000000000ry,888,0
0000000000000000028p,000000000000000000jg,00000000000000000013,426,0
000000000000000000zg,0000000000000000004l,000000000000000000ch,522,0
0000000000000000041f,0000000000000000002d,000000000000000000ii,1000,0
00000000000000000080,000000000000000000lp,000000000000000000td,311,0
000000000000000001es,000000000000000000k2,0000000000000000005z,559,0
0000000000000000005d,00000000000000000063,0000000000000000006c,953,0
0000000000000000012c,0000000000000000006z,000000000000000000lz,1107,0
0000000000000000011w,00000000000000000028,000000000000000000bi,1075,0
000000000000000000bo,000000000000000000lr,0000000000000000003i,243,0
000000000000000003oe,0000000000000000005w,00000000000000000033,809,0
000000000000000000rq,000000000000000000n9,0000000000000000009w,390,0
0000000000000000018p,00000000000000000076,000000000000000000ri,595,0
000000000000000003r8,000000000000000000jx,00000000000000000012,880,0
000000000000000002tl,000000000000000000as,000000000000000000s8,218,0
000000000000000004c0,000000000000000000b3,000000000000000000j7,643,0
000000000000000000ux,000000000000000000id,000000000000000000kl,1119,0
000000000000000004c9,000000000000000000fh,000000000000000000e6,378,0
0000000000000000019o,000000000000000000f7,0000000000000000001x,283,0
0000000000000000027u,000000000000000000qb,0000000000000000000l,840,0
000000000000000004wm,000000000000000000gk,000000000000000000fg,187,0
000000000000000003r3,00000000000000000078,000000000000000000nj,362,0
000000000000000004u2,00000000000000000017,000000000000000000n7,876,0
000000000000000003k6,000000000000000000j5,000000000000000000dc,1123,0
000000000000000001kl,000000000000000000hb,000000000000000000jg,482,0
0000000000000000002r,000000000000000000h0,0000000000000000004l,969,0
000000000000000004i9,000000000000000000r1,0000000000000000002d,514,0
000000000000000003dp,000000000000000000ru,000000000000000000lp,792,0
000000000000000004mw,000000000000000000cv,000000000000000000k2,957,0
0000000000000000039f,000000000000000000g0,00000000000000000063,202,0
00000000000000000309,000000000000000000aq,0000000000000000006z,752,0
000000000000000004lw,000000000000000000nc,00000000000000000028,926,0
000000000000000001mf,0000000000000000005i,000000000000000000lr,405,0
0000000000000000032x,000000000000000000nh,0000000000000000005w,985,0
0000000000000000046q,000000000000000000kk,000000000000000000n9,930,0
000000000000000003mh,000000000000000000k5,00000000000000000076,509,0
000000000000000000aa,0000000000000000006l,000000000000000000jx,662,0
000000000000000001eg,000000000000000000lj,000000000000000000as,604,0
000000000000000003od,0000000000000000002u,000000000000000000b3,1114,0
000000000000000000q3,000000000000000000mp,000000000000000000id,248,0
00000000000000000452,000000000000000000ig,000000000000000000fh,939,0
000000000000000004x5,0000000000000000004n,000000000000000000f7,743,0
000000000000000004m8,000000000000000000pl,000000000000000000qb,692,0
00000000000000000263,0000000000000000002o,000000000000000000gk,375,0
000000000000000004fd,000000000000000000cs,00000000000000000078,205,0
000000000000000003ya,0000000000000000003w,00000000000000000017,830,0
000000000000000001j8,000000000000000000ab,000000000000000000j5,936,0
0000000000000000045r,000000000000000000f8,000000000000000000hb,665,0
0000000000000000029u,000000000000000000qm,000000000000000000h0,682,0
000000000000000002un,000000000000000000iv,000000000000000000r1,1124,0
000000000000000002jo,0000000000000000000x,000000000000000000ru,508,0
000000000000000003iv,000000000000000000jh,000000000000000000cv,636,0
000000000000000000ma,0000000000000000008p,000000000000000000g0,937,0
000000000000000004bi,000000000000000000q1,000000000000000000aq,691,0
0000000000000000001f,000000000000000000ra,000000000000000000nc,349,0
000000000000000002bl,0000000000000000000h,0000000000000000005i,538,0
000000000000000002eu,000000000000000000rv,000000000000000000nh,407,0
000000000000000003bo,000000000000000000sy,000000000000000000kk,1037,0
00000000000000000331,000000000000000000ea,000000000000000000k5,264,0
000000000000000004da,0000000000000000008h,0000000000000000006l,346,0
000000000000000002yb,000000000000000000qr,000000000000000000lj,460,0
000000000000000004cn,0000000000000000000g,0000000000000000002u,397,0
000000000000000001wm,000000000000000000q8,000000000000000000mp,777,0
000000000000000004cg,0000000000000000008o,000000000000000000ig,567,0
000000000000000001l5,000000000000000000sz,0000000000000000004n,461,0
000000000000000000zj,000000000000000000cn,000000000000000000pl,423,0
0000000000000000046c,000000000000000000ax,0000000000000000002o,444,0
000000000000000004mm,000000000000000000b9,000000000000000000cs,990,0
000000000000000002t1,0000000000000000008n,0000000000000000003w,1060,0
000000000000000003f8,000000000000000000lm,000000000000000000ab,862,0
