route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00000000000000000092,0000000000000000002d,000000000000000004r8,000000000000000000i9,000000000000000000kx,1,000000000000000004r8,0000000000000000015g,11
000000000000000000b8,0000000000000000005c,000000000000000002n4,000000000000000000kx,0000000000000000006o,51,000000000000000002n4,0000000000000000000j,34
000000000000000000bi,0000000000000000003f,000000000000000001g4,0000000000000000006o,000000000000000000vy,68,000000000000000001g4,000000000000000000v5,36
000000000000000000ab,0000000000000000004r,000000000000000000gv,000000000000000000vy,0000000000000000009q,93,000000000000000000gv,000000000000000000e4,50
000000000000000000fp,0000000000000000002x,000000000000000004gw,0000000000000000009q,000000000000000000ho,23,000000000000000004gw,000000000000000000y8,47
000000000000000000fo,0000000000000000000j,0000000000000000015e,000000000000000000ho,000000000000000000k1,79,0000000000000000015e,00000000000000000073,26
000000000000000000ey,0000000000000000002r,000000000000000002d4,000000000000000000k1,000000000000000000li,61,000000000000000002d4,0000000000000000016e,30
000000000000000000cg,0000000000000000002j,000000000000000000i2,000000000000000000li,000000000000000000wc,66,000000000000000000i2,0000000000000000007q,8
000000000000000000f9,00000000000000000047,000000000000000000to,000000000000000000xj,000000000000000000x9,88,000000000000000000to,000000000000000000i9,17
00000000000000000044,0000000000000000004n,000000000000000002ai,000000000000000000wc,000000000000000000fy,91,000000000000000002ai,000000000000000000kx,18
0000000000000000004d,0000000000000000000b,000000000000000003xz,000000000000000000x9,000000000000000000wy,31,000000000000000003xz,0000000000000000006o,25
0000000000000000001a,0000000000000000006p,00000000000000000117,000000000000000000fy,000000000000000000vk,58,00000000000000000117,000000000000000000vy,13
00000000000000000057,0000000000000000005w,00000000000000000036,000000000000000000wy,000000000000000000s1,94,00000000000000000036,0000000000000000009q,31
0000000000000000007z,0000000000000000000y,0000000000000000027n,000000000000000000vk,000000000000000000a1,54,0000000000000000027n,000000000000000000ho,15
000000000000000000b3,0000000000000000004k,000000000000000002co,000000000000000000s1,00000000000000000014,57,000000000000000002co,000000000000000000k1,4
0000000000000000007w,0000000000000000006c,00000000000000000224,000000000000000000a1,0000000000000000002y,50,00000000000000000224,00000000000000000122,28
0000000000000000008x,0000000000000000004z,000000000000000000mk,00000000000000000014,000000000000000000lo,62,000000000000000000mk,000000000000000000li,9
0000000000000000007m,00000000000000000016,000000000000000003jq,0000000000000000002y,0000000000000000003l,37,000000000000000003jq,000000000000000000xj,37
0000000000000000001p,0000000000000000002b,000000000000000000ud,000000000000000000lo,0000000000000000005e,6,000000000000000000ud,000000000000000000wc,2
000000000000000000g1,0000000000000000003w,000000000000000003fh,0000000000000000003l,000000000000000000va,21,000000000000000003fh,000000000000000000x9,14
000000000000000000g2,0000000000000000003o,000000000000000001ll,0000000000000000005e,000000000000000000nd,67,000000000000000001ll,000000000000000000fy,48
0000000000000000006t,00000000000000000019,000000000000000001pr,000000000000000000va,000000000000000000oz,24,000000000000000001pr,000000000000000000wy,33
0000000000000000008s,0000000000000000004h,000000000000000000tm,000000000000000000nd,000000000000000000qp,83,000000000000000000tm,000000000000000000vk,29
00000000000000000040,00000000000000000046,00000000000000000278,000000000000000000oz,000000000000000000w6,42,00000000000000000278,000000000000000000s1,1
000000000000000000dc,00000000000000000013,000000000000000000o4,000000000000000000qp,0000000000000000008a,26,000000000000000000o4,0000000000000000011v,7
000000000000000000ac,00000000000000000005,000000000000000000wp,000000000000000000w6,0000000000000000003m,89,000000000000000000wp,000000000000000000a1,49
000000000000000000gf,0000000000000000003m,000000000000000003aq,0000000000000000008a,000000000000000000gi,2,000000000000000003aq,000000000000000000zp,40
0000000000000000006f,0000000000000000002p,000000000000000001jb,0000000000000000003m,000000000000000000op,77,000000000000000001jb,0000000000000000014h,41
0000000000000000000g,0000000000000000006j,000000000000000004hv,000000000000000000gi,000000000000000000jr,9,000000000000000004hv,0000000000000000017d,24
000000000000000000bk,0000000000000000001k,000000000000000002qr,000000000000000000op,000000000000000000l4,36,000000000000000002qr,00000000000000000014,20
000000000000000000b6,0000000000000000004i,000000000000000004v3,000000000000000000jr,0000000000000000008i,70,000000000000000004v3,0000000000000000002y,39
000000000000000000a2,0000000000000000004w,0000000000000000018y,000000000000000000l4,000000000000000000dx,78,0000000000000000018y,000000000000000000lo,45
00000000000000000097,0000000000000000000i,0000000000000000045z,0000000000000000008i,00000000000000000080,35,0000000000000000045z,0000000000000000003l,12
000000000000000000eu,0000000000000000001o,000000000000000000lh,000000000000000000dx,0000000000000000005d,92,000000000000000000lh,0000000000000000005e,27
000000000000000000fc,0000000000000000005k,000000000000000004az,00000000000000000080,000000000000000000bo,3,000000000000000004az,0000000000000000013z,10
0000000000000000006a,0000000000000000004b,000000000000000002jb,0000000000000000005d,000000000000000000rq,47,000000000000000002jb,0000000000000000013h,6
000000000000000000bl,00000000000000000002,000000000000000002xk,000000000000000000bo,000000000000000000ux,76,000000000000000002xk,000000000000000000va,42
000000000000000000al,0000000000000000001g,0000000000000000034e,000000000000000000rq,0000000000000000002r,86,0000000000000000034e,00000000000000000167,38
00000000000000000079,00000000000000000066,000000000000000003at,000000000000000000ux,000000000000000000aa,52,000000000000000003at,0000000000000000012k,44
000000000000000000bq,0000000000000000001x,000000000000000001o8,0000000000000000002r,000000000000000000q3,63,000000000000000001o8,000000000000000000nd,5
000000000000000000es,0000000000000000006e,0000000000000000016i,000000000000000000aa,000000000000000000ma,40,0000000000000000016i,000000000000000000oz,35
000000000000000000bw,0000000000000000002m,0000000000000000005r,000000000000000000q3,0000000000000000001f,56,0000000000000000005r,0000000000000000012l,43
0000000000000000000t,00000000000000000060,000000000000000001pa,000000000000000000ma,000000000000000000pf,34,000000000000000001pa,000000000000000000qp,3
000000000000000000c1,00000000000000000042,0000000000000000001r,0000000000000000001f,00000000000000000098,32,0000000000000000001r,000000000000000000w6,21
0000000000000000004f,0000000000000000005t,000000000000000002v9,000000000000000000pf,0000000000000000001c,75,000000000000000002v9,0000000000000000017m,46
0000000000000000002q,0000000000000000000o,000000000000000003nh,00000000000000000098,0000000000000000006e,13,000000000000000003nh,0000000000000000011g,19
000000000000000000eq,00000000000000000028,0000000000000000034j,0000000000000000001c,0000000000000000001y,43,0000000000000000034j,0000000000000000008a,32
0000000000000000002d,0000000000000000001q,000000000000000001ac,0000000000000000006e,000000000000000000q0,14,000000000000000001ac,0000000000000000003m,22
0000000000000000005c,0000000000000000003d,000000000000000001qg,0000000000000000001y,0000000000000000007m,49,000000000000000001qg,000000000000000000gi,23
000000000000000000hs,0000000000000000003b,000000000000000001yl,000000000000000000q0,000000000000000000db,12,000000000000000001yl,0000000000000000017s,16
000000000000000000ds,0000000000000000001v,000000000000000002b1,0000000000000000007m,000000000000000000ld,85,000000000000000002b1,000000000000000000op,11
0000000000000000008k,0000000000000000002h,000000000000000004t4,000000000000000000db,000000000000000000wr,53,000000000000000004t4,000000000000000000jr,34
0000000000000000009u,0000000000000000002k,0000000000000000031i,000000000000000000ld,000000000000000000dn,5,0000000000000000031i,000000000000000000l4,36
0000000000000000003f,0000000000000000003e,000000000000000001v5,000000000000000000wr,000000000000000000fa,19,000000000000000001v5,0000000000000000008i,50
0000000000000000004r,00000000000000000041,000000000000000001xl,000000000000000000y5,000000000000000000vh,73,000000000000000001xl,000000000000000000dx,47
000000000000000000be,00000000000000000043,000000000000000002xs,000000000000000000dn,000000000000000000px,22,000000000000000002xs,000000000000000000zg,26
000000000000000000fu,0000000000000000004t,000000000000000003hi,000000000000000000fa,000000000000000000eh,71,000000000000000003hi,00000000000000000080,30
000000000000000000ew,0000000000000000000w,000000000000000004x8,000000000000000000vh,000000000000000000jy,7,000000000000000004x8,0000000000000000005d,8
0000000000000000002x,0000000000000000001n,000000000000000004r5,000000000000000000xr,000000000000000000p2,48,000000000000000004r5,0000000000000000012c,17
0000000000000000009q,0000000000000000002n,000000000000000002i7,000000000000000000px,00000000000000000075,95,000000000000000002i7,0000000000000000011w,18
0000000000000000000j,0000000000000000001j,00000000000000000140,000000000000000000eh,00000000000000000008,16,00000000000000000140,000000000000000000bo,25
000000000000000000dq,0000000000000000001m,000000000000000003s8,000000000000000000jy,000000000000000000d4,81,000000000000000003s8,000000000000000000rq,13
0000000000000000002r,0000000000000000005g,0000000000000000035j,000000000000000000p2,000000000000000000tz,20,0000000000000000035j,000000000000000000ux,31
000000000000000000fg,0000000000000000001f,000000000000000000qt,00000000000000000075,0000000000000000004c,69,000000000000000000qt,0000000000000000002r,15
00000000000000000096,0000000000000000004q,000000000000000001mc,00000000000000000008,000000000000000000qx,65,000000000000000001mc,000000000000000000aa,4
000000000000000000e4,0000000000000000006u,000000000000000002y0,000000000000000000d4,000000000000000000ka,74,000000000000000002y0,000000000000000000q3,28
0000000000000000002j,0000000000000000003n,000000000000000003um,000000000000000000tz,000000000000000000nw,64,000000000000000003um,000000000000000000ma,9
0000000000000000009o,0000000000000000001r,0000000000000000038v,0000000000000000004c,000000000000000000jl,27,0000000000000000038v,0000000000000000001f,37
00000000000000000047,0000000000000000005u,000000000000000003c6,000000000000000000qx,000000000000000000pc,80,000000000000000003c6,000000000000000000zj,2
0000000000000000004n,00000000000000000012,000000000000000003wj,000000000000000000ka,000000000000000000at,87,000000000000000003wj,0000000000000000016u,14
0000000000000000008i,0000000000000000005i,000000000000000004al,000000000000000000nw,000000000000000000aj,8,000000000000000004al,000000000000000000pf,48
0000000000000000000b,0000000000000000002v,000000000000000003l0,000000000000000000jl,000000000000000000e0,29,000000000000000003l0,00000000000000000098,33
0000000000000000007y,00000000000000000007,000000000000000002xr,000000000000000000pc,000000000000000000kf,99,000000000000000002xr,0000000000000000001c,29
000000000000000000ad,00000000000000000052,000000000000000003fv,000000000000000000at,0000000000000000008q,0,000000000000000003fv,00000000000000000101,1
000000000000000000h5,0000000000000000000m,0000000000000000028j,000000000000000000aj,0000000000000000000q,25,0000000000000000028j,0000000000000000006e,7
000000000000000000af,00000000000000000069,000000000000000000pm,000000000000000000e0,000000000000000000cb,46,000000000000000000pm,0000000000000000001y,49
0000000000000000006p,0000000000000000001w,000000000000000003d7,000000000000000000kf,000000000000000000rx,72,000000000000000003d7,000000000000000000q0,40
0000000000000000005w,0000000000000000005f,000000000000000001d5,0000000000000000008q,000000000000000000tj,11,000000000000000001d5,0000000000000000007m,41
000000000000000000cz,0000000000000000000p,000000000000000003bh,0000000000000000000q,000000000000000000e3,39,000000000000000003bh,0000000000000000011x,24
0000000000000000000y,0000000000000000004p,000000000000000002rk,000000000000000000cb,000000000000000000cc,30,000000000000000002rk,000000000000000000db,20
00000000000000000074,0000000000000000006b,0000000000000000010d,000000000000000000rx,000000000000000000c3,45,0000000000000000010d,000000000000000000ld,39
000000000000000000gq,0000000000000000002c,000000000000000002no,000000000000000000tj,000000000000000000cx,60,000000000000000002no,0000000000000000012g,45
000000000000000000ed,0000000000000000004m,000000000000000002cw,000000000000000000e3,00000000000000000048,15,000000000000000002cw,0000000000000000018g,12
00000000000000000091,00000000000000000061,0000000000000000004y,000000000000000000cc,000000000000000000dj,28,0000000000000000004y,0000000000000000014v,27
000000000000000000ai,0000000000000000006r,000000000000000000dr,000000000000000000c3,000000000000000000cz,97,000000000000000000dr,000000000000000000wr,10
0000000000000000006z,00000000000000000017,000000000000000001gj,000000000000000000cx,000000000000000000ui,84,000000000000000001gj,000000000000000000y5,6
000000000000000000d4,00000000000000000031,0000000000000000015g,00000000000000000048,000000000000000000g5,18,0000000000000000015g,000000000000000000dn,42
0000000000000000004k,0000000000000000000r,0000000000000000000j,000000000000000000dj,000000000000000000t3,98,0000000000000000000j,000000000000000000fa,38
0000000000000000006c,0000000000000000002i,000000000000000000v5,000000000000000000cz,0000000000000000007o,90,000000000000000000v5,000000000000000000vh,44
000000000000000000gd,0000000000000000006d,000000000000000004pd,000000000000000000ui,0000000000000000002c,10,000000000000000004pd,000000000000000000xr,5
0000000000000000004z,00000000000000000003,000000000000000000e4,000000000000000000g5,000000000000000000v9,33,000000000000000000e4,000000000000000000px,35
000000000000000000h6,00000000000000000026,000000000000000002of,000000000000000000t3,00000000000000000022,41,000000000000000002of,000000000000000000eh,43
00000000000000000016,0000000000000000000a,000000000000000003l5,0000000000000000007o,000000000000000000qh,82,000000000000000003l5,000000000000000000jy,3
0000000000000000002b,0000000000000000005e,0000000000000000035y,0000000000000000002c,000000000000000000kj,44,0000000000000000035y,000000000000000000p2,21
0000000000000000003w,0000000000000000002t,000000000000000001fe,000000000000000000v9,000000000000000000ic,38,000000000000000001fe,00000000000000000075,46
000000000000000000h1,0000000000000000003x,0000000000000000044l,00000000000000000022,000000000000000000dq,4,0000000000000000044l,00000000000000000008,19
000000000000000000hx,00000000000000000034,0000000000000000045a,000000000000000000qh,00000000000000000053,96,0000000000000000045a,000000000000000000d4,32
000000000000000000he,00000000000000000011,000000000000000002xv,000000000000000000kj,000000000000000000ly,55,000000000000000002xv,000000000000000000tz,22
0000000000000000003o,0000000000000000001z,000000000000000003mf,000000000000000000ic,0000000000000000009g,17,000000000000000003mf,0000000000000000004c,23
000000000000000000b9,00000000000000000063,000000000000000001fs,000000000000000000dq,0000000000000000001a,59,000000000000000001fs,000000000000000000qx,16
000000000000000000c8,00000000000000000027,0000000000000000034g,00000000000000000053,0000000000000000000e,1,0000000000000000034g,000000000000000000ka,11
0000000000000000009h,00000000000000000010,000000000000000000y8,000000000000000000ly,000000000000000000my,51,000000000000000000y8,000000000000000000nw,34
000000000000000000cw,0000000000000000003c,0000000000000000021b,0000000000000000009g,000000000000000000p1,68,0000000000000000021b,000000000000000000jl,36
000000000000000000em,0000000000000000002l,000000000000000004bg,0000000000000000001a,000000000000000000ox,93,000000000000000004bg,0000000000000000017j,50
000000000000000000fj,0000000000000000005n,000000000000000004o6,0000000000000000000e,0000000000000000007l,23,000000000000000004o6,000000000000000000pc,47
000000000000000000bc,0000000000000000006h,000000000000000003n7,000000000000000000my,000000000000000000oc,79,000000000000000003n7,0000000000000000010y,26
000000000000000000ee,00000000000000000004,0000000000000000050d,000000000000000000p1,000000000000000000rw,61,0000000000000000050d,000000000000000000at,30
0000000000000000009r,0000000000000000002w,0000000000000000026d,000000000000000000ox,0000000000000000008w,66,0000000000000000026d,00000000000000000147,8
00000000000000000019,0000000000000000003u,000000000000000004vr,0000000000000000007l,000000000000000000nk,88,000000000000000004vr,000000000000000000aj,17
0000000000000000004h,00000000000000000058,000000000000000002ca,000000000000000000oc,000000000000000000so,91,000000000000000002ca,000000000000000000e0,18
00000000000000000046,00000000000000000053,00000000000000000329,000000000000000000rw,000000000000000000ni,31,00000000000000000329,000000000000000000kf,25
000000000000000000dw,0000000000000000003p,0000000000000000033e,0000000000000000008w,00000000000000000032,58,0000000000000000033e,0000000000000000008q,13
000000000000000000h7,0000000000000000002z,000000000000000004yl,000000000000000000nk,0000000000000000006r,94,000000000000000004yl,00000000000000000163,31
000000000000000000e2,0000000000000000001c,000000000000000002up,000000000000000000so,000000000000000000ul,54,000000000000000002up,0000000000000000000q,15
00000000000000000013,0000000000000000006n,00000000000000000073,000000000000000000ni,000000000000000000mn,57,00000000000000000073,0000000000000000016m,4
00000000000000000005,0000000000000000004g,000000000000000003vy,00000000000000000032,000000000000000000uh,50,000000000000000003vy,000000000000000000cb,28
0000000000000000003m,0000000000000000003g,000000000000000003va,0000000000000000006r,00000000000000000097,62,000000000000000003va,000000000000000000rx,9
0000000000000000009t,0000000000000000005h,000000000000000004c7,000000000000000000ul,000000000000000000nz,37,000000000000000004c7,00000000000000000161,37
0000000000000000002p,00000000000000000025,0000000000000000016e,000000000000000000mn,000000000000000000oi,6,0000000000000000016e,000000000000000000tj,2
000000000000000000e0,0000000000000000006q,000000000000000001t3,000000000000000000uh,000000000000000000up,21,000000000000000001t3,000000000000000000e3,14
00000000000000000085,0000000000000000006m,0000000000000000007q,00000000000000000097,00000000000000000042,67,0000000000000000007q,000000000000000000cc,48
000000000000000000ff,0000000000000000003q,000000000000000004xn,000000000000000000nz,000000000000000000ei,24,000000000000000004xn,000000000000000000c3,33
0000000000000000008g,0000000000000000004y,0000000000000000046r,000000000000000000oi,000000000000000000ll,83,0000000000000000046r,000000000000000000cx,29
000000000000000000ch,00000000000000000054,000000000000000001o6,000000000000000000xi,000000000000000000fi,42,000000000000000001o6,0000000000000000013k,1
000000000000000000fz,0000000000000000003v,000000000000000003j3,000000000000000000up,000000000000000000sw,26,000000000000000003j3,00000000000000000048,7
0000000000000000006j,0000000000000000003j,000000000000000003fa,00000000000000000042,0000000000000000004s,89,000000000000000003fa,000000000000000000dj,49
0000000000000000001k,0000000000000000002f,000000000000000001a4,000000000000000000ei,0000000000000000003x,2,000000000000000001a4,000000000000000000cz,40
000000000000000000cf,0000000000000000006s,000000000000000003et,000000000000000000ll,000000000000000000da,77,000000000000000003et,000000000000000000ui,41
000000000000000000ej,0000000000000000001h,000000000000000000i9,000000000000000000fi,000000000000000000oa,9,000000000000000000i9,000000000000000000g5,24
000000000000000000dd,00000000000000000065,0000000000000000046l,000000000000000000sw,0000000000000000007e,36,0000000000000000046l,000000000000000000t3,20
000000000000000000b2,0000000000000000001s,000000000000000000kx,0000000000000000004s,000000000000000000nb,70,000000000000000000kx,0000000000000000012t,39
00000000000000000076,0000000000000000003a,000000000000000003e7,0000000000000000003x,000000000000000000df,78,000000000000000003e7,0000000000000000007o,45
0000000000000000004i,00000000000000000015,000000000000000001pd,000000000000000000da,00000000000000000043,35,000000000000000001pd,0000000000000000002c,12
0000000000000000004w,0000000000000000001l,0000000000000000006o,000000000000000000oa,0000000000000000008f,92,0000000000000000006o,000000000000000000v9,27
000000000000000000f0,0000000000000000005a,0000000000000000037d,0000000000000000007e,0000000000000000005l,3,0000000000000000037d,00000000000000000022,10
000000000000000000aq,0000000000000000000z,000000000000000003qz,000000000000000000nb,000000000000000000ev,47,000000000000000003qz,000000000000000000qh,6
000000000000000000h2,0000000000000000000x,00000000000000000505,000000000000000000df,000000000000000000sp,76,00000000000000000505,00000000000000000143,42
000000000000000000a5,00000000000000000032,000000000000000001t9,00000000000000000043,000000000000000000p5,86,000000000000000001t9,000000000000000000kj,38
000000000000000000bd,00000000000000000038,000000000000000000vy,0000000000000000008f,000000000000000000k7,52,000000000000000000vy,000000000000000000ic,44
000000000000000000f4,0000000000000000002u,0000000000000000009q,0000000000000000005l,0000000000000000002f,63,0000000000000000009q,0000000000000000014i,5
0000000000000000000i,0000000000000000003h,000000000000000000ho,000000000000000000ev,000000000000000000n1,40,000000000000000000ho,000000000000000000dq,35
000000000000000000d0,00000000000000000067,000000000000000001tt,000000000000000000sp,0000000000000000002l,56,000000000000000001tt,00000000000000000053,43
0000000000000000001o,0000000000000000003i,000000000000000000k1,000000000000000000p5,000000000000000000m0,34,000000000000000000k1,000000000000000000ly,3
000000000000000000fb,0000000000000000006x,000000000000000001xr,000000000000000000k7,000000000000000000w3,32,000000000000000001xr,0000000000000000009g,21
0000000000000000005k,00000000000000000024,000000000000000003m0,0000000000000000002f,000000000000000000fj,75,000000000000000003m0,0000000000000000001a,46
0000000000000000004b,0000000000000000005q,000000000000000004kr,000000000000000000n1,000000000000000000r9,13,000000000000000004kr,0000000000000000000e,19
000000000000000000dl,0000000000000000000e,00000000000000000122,0000000000000000002l,000000000000000000qc,43,00000000000000000122,000000000000000000my,32
000000000000000000gu,0000000000000000005z,000000000000000000li,000000000000000000m0,000000000000000000bc,14,000000000000000000li,000000000000000000p1,22
000000000000000000h9,00000000000000000018,000000000000000004cm,000000000000000000w3,000000000000000000gj,49,000000000000000004cm,000000000000000000ox,23
00000000000000000002,0000000000000000003r,000000000000000001uz,000000000000000000fj,00000000000000000069,12,000000000000000001uz,0000000000000000007l,16
0000000000000000001g,0000000000000000003s,000000000000000001nr,000000000000000000r9,000000000000000000ik,85,000000000000000001nr,000000000000000000oc,11
0000000000000000009j,00000000000000000039,000000000000000001uj,000000000000000000qc,000000000000000000ao,53,000000000000000001uj,000000000000000000rw,34
0000000000000000008v,0000000000000000000f,000000000000000000xj,000000000000000000bc,000000000000000000a9,5,000000000000000000xj,0000000000000000008w,36
00000000000000000066,0000000000000000001e,000000000000000000wc,000000000000000000gj,000000000000000000fk,19,000000000000000000wc,000000000000000000nk,50
0000000000000000001x,0000000000000000000d,00000000000000000319,00000000000000000069,000000000000000000pd,73,00000000000000000319,000000000000000000so,47
0000000000000000006e,0000000000000000004o,000000000000000001ge,000000000000000000ik,0000000000000000003o,22,000000000000000001ge,000000000000000000ni,26
0000000000000000002m,00000000000000000055,000000000000000000x9,000000000000000000ao,000000000000000000tl,71,000000000000000000x9,00000000000000000174,30
000000000000000000bu,00000000000000000045,000000000000000000fy,000000000000000000a9,000000000000000000r6,7,000000000000000000fy,0000000000000000015t,8
000000000000000000bf,0000000000000000002e,000000000000000002yt,000000000000000000fk,0000000000000000004e,48,000000000000000002yt,0000000000000000018c,17
000000000000000000gk,00000000000000000062,000000000000000003xa,000000000000000000pd,0000000000000000001w,95,000000000000000003xa,00000000000000000032,18
000000000000000000a1,0000000000000000001i,000000000000000001j3,0000000000000000003o,000000000000000000oe,16,000000000000000001j3,0000000000000000011t,25
0000000000000000008h,00000000000000000050,000000000000000001af,000000000000000000tl,000000000000000000na,81,000000000000000001af,0000000000000000006r,13
0000000000000000009k,00000000000000000006,0000000000000000022k,000000000000000000r6,000000000000000000h2,20,0000000000000000022k,000000000000000000ul,31
000000000000000000d6,0000000000000000004c,000000000000000004zt,0000000000000000004e,0000000000000000001s,69,000000000000000004zt,0000000000000000016b,15
00000000000000000060,0000000000000000000k,0000000000000000019l,0000000000000000001w,000000000000000000rh,65,0000000000000000019l,0000000000000000016a,4
000000000000000000fv,0000000000000000004j,000000000000000000wy,000000000000000000oe,0000000000000000008d,74,000000000000000000wy,000000000000000000mn,28
000000000000000000fi,0000000000000000005m,000000000000000004b2,000000000000000000na,0000000000000000000m,64,000000000000000004b2,000000000000000000uh,9
000000000000000000am,0000000000000000005r,000000000000000002t8,000000000000000000xw,000000000000000000o2,27,000000000000000002t8,00000000000000000097,37
00000000000000000042,00000000000000000068,000000000000000003qp,000000000000000000h2,000000000000000000tf,80,000000000000000003qp,00000000000000000132,2
0000000000000000005t,00000000000000000022,000000000000000004jr,0000000000000000001s,000000000000000000bx,87,000000000000000004jr,000000000000000000nz,14
000000000000000000at,0000000000000000000n,000000000000000004qp,000000000000000000yo,0000000000000000004j,8,000000000000000004qp,000000000000000000oi,48
0000000000000000000o,0000000000000000003y,000000000000000001rz,000000000000000000yq,000000000000000000xa,29,000000000000000001rz,0000000000000000014b,33
000000000000000000hc,0000000000000000003t,000000000000000004gq,000000000000000000rh,000000000000000000hl,99,000000000000000004gq,000000000000000000xi,29
00000000000000000028,0000000000000000004e,000000000000000000vk,0000000000000000008d,00000000000000000065,0,000000000000000000vk,000000000000000000up,1
0000000000000000001q,00000000000000000020,0000000000000000019v,0000000000000000000m,000000000000000000hu,25,0000000000000000019v,00000000000000000042,7
000000000000000000gr,0000000000000000006o,000000000000000002eh,000000000000000000o2,000000000000000000u6,46,000000000000000002eh,000000000000000000ei,49
000000000000000000f3,00000000000000000056,000000000000000002qd,000000000000000000tf,000000000000000000wb,72,000000000000000002qd,000000000000000000ll,40
000000000000000000hy,00000000000000000008,000000000000000000s1,000000000000000000bx,0000000000000000005s,11,000000000000000000s1,000000000000000000fi,41
0000000000000000009f,0000000000000000005s,000000000000000001w7,0000000000000000004j,0000000000000000007a,39,000000000000000001w7,000000000000000000sw,24
0000000000000000003d,0000000000000000005l,000000000000000003nv,000000000000000000xa,000000000000000000q4,30,000000000000000003nv,0000000000000000010m,20
0000000000000000003b,00000000000000000051,0000000000000000024e,000000000000000000hl,000000000000000000ju,45,0000000000000000024e,0000000000000000004s,39
0000000000000000001v,00000000000000000035,000000000000000001ne,000000000000000000yk,0000000000000000007i,60,000000000000000001ne,0000000000000000003x,45
0000000000000000002h,0000000000000000005v,000000000000000004oa,00000000000000000065,000000000000000000oj,15,000000000000000004oa,000000000000000000da,12
00000000000000000088,0000000000000000005y,000000000000000002fh,000000000000000000hu,000000000000000000bm,28,000000000000000002fh,000000000000000000oa,27
000000000000000000hl,0000000000000000001d,000000000000000004dd,000000000000000000u6,000000000000000000wh,97,000000000000000004dd,0000000000000000016j,10
0000000000000000008q,0000000000000000002o,00000000000000000338,000000000000000000wb,0000000000000000002z,84,00000000000000000338,0000000000000000007e,6
