trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
00000000000000000079,000000000000000000k1,000000000000000000k1,000000000000000000fo,,0000000000000000056u,0,0,6726
0000000000000000000t,00000000000000000122,00000000000000000122,000000000000000000ey,,00000000000000000529,1,1,6561
0000000000000000004f,000000000000000000li,000000000000000000li,000000000000000000cg,,0000000000000000059t,2,2,6833
0000000000000000002q,000000000000000000xj,000000000000000000xj,000000000000000000f9,,0000000000000000027n,0,0,2867
0000000000000000002d,000000000000000000wc,000000000000000000wc,00000000000000000044,,000000000000000002co,1,1,3048
0000000000000000005c,000000000000000000x9,000000000000000000x9,000000000000000000mt,,00000000000000000224,2,2,2668
0000000000000000008k,000000000000000000fy,000000000000000000fy,0000000000000000004d,,000000000000000000mk,0,0,812
0000000000000000009u,000000000000000000wy,000000000000000000wy,0000000000000000001a,,000000000000000003jq,1,1,4598
0000000000000000003f,000000000000000000vk,000000000000000000vk,00000000000000000057,,000000000000000000ud,2,2,1093
0000000000000000004r,000000000000000000s1,000000000000000000s1,000000000000000000my,,000000000000000003fh,0,0,4445
0000000000000000002x,0000000000000000011v,0000000000000000011v,0000000000000000007z,,000000000000000001ll,1,1,2073
0000000000000000009q,000000000000000000a1,000000000000000000a1,000000000000000000b3,,000000000000000001pr,2,2,2223
0000000000000000000j,000000000000000000zp,000000000000000000zp,0000000000000000007w,,000000000000000000tm,0,0,1066
0000000000000000002r,0000000000000000014h,0000000000000000014h,0000000000000000008x,,00000000000000000278,1,1,2852
00000000000000000096,0000000000000000017d,0000000000000000017d,0000000000000000007m,,000000000000000000o4,2,2,868
0000000000000000002j,00000000000000000014,00000000000000000014,0000000000000000001p,,000000000000000000wp,0,0,1177
0000000000000000009o,0000000000000000002y,0000000000000000002y,000000000000000000g1,,000000000000000003aq,1,1,4274
00000000000000000047,000000000000000000lo,000000000000000000lo,000000000000000000g2,,000000000000000001jb,2,2,1991
0000000000000000004n,0000000000000000003l,0000000000000000003l,0000000000000000006t,,000000000000000004hv,0,0,5827
0000000000000000008i,0000000000000000005e,0000000000000000005e,0000000000000000008s,,000000000000000002qr,1,1,3555
0000000000000000000b,0000000000000000013z,0000000000000000013z,00000000000000000040,,000000000000000004v3,2,2,6303
0000000000000000007y,0000000000000000013h,0000000000000000013h,000000000000000000jx,,0000000000000000018y,0,0,1618
000000000000000000ad,000000000000000000va,000000000000000000va,000000000000000000dc,,0000000000000000045z,1,1,5399
000000000000000000af,00000000000000000167,00000000000000000167,000000000000000000ac,,000000000000000000lh,2,2,773
0000000000000000006p,0000000000000000012k,0000000000000000012k,000000000000000000gf,,000000000000000004az,0,0,5579
0000000000000000005w,000000000000000000nd,000000000000000000nd,0000000000000000006f,,000000000000000005c7,1,1,6919
0000000000000000000y,000000000000000000oz,000000000000000000oz,000000000000000000le,,000000000000000002jb,2,2,3287
00000000000000000074,0000000000000000012l,0000000000000000012l,000000000000000000nl,,000000000000000002xk,0,0,3800
00000000000000000091,000000000000000000qp,000000000000000000qp,000000000000000000mk,,0000000000000000034e,1,1,4046
000000000000000000ai,000000000000000000w6,000000000000000000w6,0000000000000000000g,,000000000000000003at,2,2,4277
0000000000000000006z,0000000000000000017m,0000000000000000017m,000000000000000000bk,,000000000000000001o8,0,0,2168
0000000000000000004k,0000000000000000011g,0000000000000000011g,000000000000000000k6,,0000000000000000016i,1,1,1530
0000000000000000006c,0000000000000000008a,0000000000000000008a,000000000000000000ju,,0000000000000000005r,2,2,207
0000000000000000004z,0000000000000000003m,0000000000000000003m,000000000000000000b6,,000000000000000001pa,0,0,2206
00000000000000000016,000000000000000000gi,000000000000000000gi,000000000000000000a2,,0000000000000000001r,1,1,63
0000000000000000002b,0000000000000000017s,0000000000000000017s,00000000000000000097,,000000000000000002v9,2,2,3717
0000000000000000003w,000000000000000000op,000000000000000000op,000000000000000000eu,,000000000000000003nh,0,0,4733
0000000000000000003o,000000000000000000jr,000000000000000000jr,000000000000000000lb,,0000000000000000034j,1,1,4051
0000000000000000009h,000000000000000000l4,000000000000000000l4,000000000000000000lf,,000000000000000001ac,2,2,1668
0000000000000000009r,0000000000000000008i,0000000000000000008i,000000000000000000fc,,000000000000000001qg,0,0,2248
00000000000000000019,000000000000000000dx,000000000000000000dx,0000000000000000006a,,000000000000000001yl,1,1,2541
0000000000000000004h,000000000000000000zg,000000000000000000zg,000000000000000000n3,,000000000000000002b1,2,2,2989
00000000000000000046,00000000000000000080,00000000000000000080,000000000000000000bl,,000000000000000004t4,0,0,6232
00000000000000000013,0000000000000000005d,0000000000000000005d,000000000000000000kw,,0000000000000000053q,1,1,6614
00000000000000000005,0000000000000000012c,0000000000000000012c,000000000000000000al,,0000000000000000050w,2,2,6512
0000000000000000003m,0000000000000000011w,0000000000000000011w,000000000000000000mx,,0000000000000000031i,0,0,3942
0000000000000000009t,000000000000000000bo,000000000000000000bo,00000000000000000079,,000000000000000001v5,1,1,2417
0000000000000000002p,000000000000000000rq,000000000000000000rq,000000000000000000kc,,000000000000000001xl,2,2,2505
00000000000000000085,0000000000000000018p,0000000000000000018p,000000000000000000bq,,000000000000000002xs,0,0,3808
0000000000000000008g,000000000000000000ux,000000000000000000ux,000000000000000000ke,,000000000000000003hi,1,1,4518
0000000000000000006j,0000000000000000002r,0000000000000000002r,000000000000000000l9,,000000000000000004x8,2,2,6380
0000000000000000001k,000000000000000000aa,000000000000000000aa,000000000000000000jz,,000000000000000004r5,0,0,6161
00000000000000000076,000000000000000000q3,000000000000000000q3,000000000000000000es,,000000000000000002i7,1,1,3247
0000000000000000004i,000000000000000000ma,000000000000000000ma,000000000000000000jv,,00000000000000000140,2,2,1440
0000000000000000004w,0000000000000000001f,0000000000000000001f,000000000000000000bw,,000000000000000003s8,0,0,4904
000000000000000000aq,000000000000000000zj,000000000000000000zj,0000000000000000000t,,0000000000000000035j,1,1,4087
000000000000000000a5,0000000000000000016u,0000000000000000016u,000000000000000000ky,,000000000000000000qt,2,2,965
0000000000000000000i,000000000000000000pf,000000000000000000pf,000000000000000000c1,,000000000000000005bo,0,0,6900
0000000000000000001o,00000000000000000098,00000000000000000098,0000000000000000004f,,0000000000000000059g,1,1,6820
0000000000000000005k,0000000000000000001c,0000000000000000001c,0000000000000000002q,,000000000000000001mc,2,2,2100
0000000000000000004b,00000000000000000101,00000000000000000101,000000000000000000eq,,000000000000000002y0,0,0,3816
00000000000000000002,0000000000000000006e,0000000000000000006e,000000000000000000if,,000000000000000003um,1,1,4990
0000000000000000001g,0000000000000000001y,0000000000000000001y,0000000000000000002d,,0000000000000000038v,2,2,4207
0000000000000000009j,000000000000000000q0,000000000000000000q0,0000000000000000005c,,000000000000000003c6,0,0,4326
0000000000000000008v,0000000000000000007m,0000000000000000007m,000000000000000000hs,,000000000000000003wj,1,1,5059
00000000000000000066,0000000000000000011x,0000000000000000011x,000000000000000000ds,,000000000000000004al,2,2,5565
0000000000000000001x,000000000000000000db,000000000000000000db,000000000000000000lw,,000000000000000003l0,0,0,4644
0000000000000000006e,000000000000000000ld,000000000000000000ld,0000000000000000008k,,000000000000000002xr,1,1,3807
0000000000000000002m,0000000000000000012g,0000000000000000012g,0000000000000000009u,,000000000000000003fv,2,2,4459
000000000000000000a1,0000000000000000018g,0000000000000000018g,0000000000000000003f,,0000000000000000028j,0,0,2899
0000000000000000008h,0000000000000000014v,0000000000000000014v,0000000000000000004r,,000000000000000000pm,1,1,922
0000000000000000009k,000000000000000000wr,000000000000000000wr,000000000000000000be,,000000000000000003d7,2,2,4363
00000000000000000060,000000000000000000y5,000000000000000000y5,000000000000000000fu,,000000000000000005e0,0,0,6984
000000000000000000am,000000000000000000dn,000000000000000000dn,000000000000000000ja,,000000000000000001d5,1,1,1769
00000000000000000042,000000000000000000fa,000000000000000000fa,000000000000000000ew,,000000000000000003bh,2,2,4301
0000000000000000005t,000000000000000000vh,000000000000000000vh,000000000000000000mr,,000000000000000002rk,0,0,3584
000000000000000000at,000000000000000000xr,000000000000000000xr,0000000000000000002x,,0000000000000000010d,1,1,1309
0000000000000000000o,000000000000000000px,000000000000000000px,000000000000000000js,,000000000000000002no,2,2,3444
00000000000000000028,000000000000000000eh,000000000000000000eh,0000000000000000009q,,000000000000000002cw,0,0,3056
0000000000000000001q,000000000000000000jy,000000000000000000jy,0000000000000000000j,,0000000000000000004y,1,1,178
0000000000000000009f,000000000000000000p2,000000000000000000p2,000000000000000000dq,,000000000000000000dr,2,2,495
0000000000000000003d,00000000000000000075,00000000000000000075,000000000000000000kg,,000000000000000001gj,0,0,1891
0000000000000000003b,00000000000000000008,00000000000000000008,0000000000000000002r,,0000000000000000015g,1,1,1492
0000000000000000001v,000000000000000000d4,000000000000000000d4,000000000000000000fg,,0000000000000000000j,2,2,19
0000000000000000002h,000000000000000000tz,000000000000000000tz,00000000000000000096,,000000000000000000v5,0,0,1121
00000000000000000088,0000000000000000004c,0000000000000000004c,000000000000000000e4,,000000000000000004pd,1,1,6097
0000000000000000008q,000000000000000000qx,000000000000000000qx,0000000000000000002j,,000000000000000000e4,2,2,508
0000000000000000002k,000000000000000000ka,000000000000000000ka,0000000000000000009o,,000000000000000002of,0,0,3471
000000000000000000ae,000000000000000000nw,000000000000000000nw,00000000000000000047,,000000000000000003l5,1,1,4649
0000000000000000003e,000000000000000000jl,000000000000000000jl,0000000000000000004n,,0000000000000000035y,2,2,4102
00000000000000000041,0000000000000000017j,0000000000000000017j,0000000000000000008i,,000000000000000001fe,0,0,1850
00000000000000000043,000000000000000000pc,000000000000000000pc,0000000000000000000b,,0000000000000000044l,1,1,5349
00000000000000000080,0000000000000000010y,0000000000000000010y,0000000000000000007y,,0000000000000000045a,2,2,5374
0000000000000000004t,000000000000000000at,000000000000000000at,000000000000000000ad,,000000000000000005a9,0,0,6849
0000000000000000000w,00000000000000000147,00000000000000000147,000000000000000000h5,,000000000000000002xv,1,1,3811
0000000000000000001n,000000000000000000aj,000000000000000000aj,000000000000000000af,,000000000000000003mf,2,2,4695
0000000000000000002n,000000000000000000e0,000000000000000000e0,000000000000000000il,,0000000000000000059c,0,0,6816
0000000000000000001j,000000000000000000kf,000000000000000000kf,0000000000000000006p,,000000000000000001fs,1,1,1864
0000000000000000001m,0000000000000000008q,0000000000000000008q,0000000000000000005w,,0000000000000000034g,2,2,4048
0000000000000000008u,00000000000000000163,00000000000000000163,000000000000000000cz,,000000000000000000y8,0,0,1232
0000000000000000005g,0000000000000000000q,0000000000000000000q,0000000000000000000y,,0000000000000000021b,1,1,2639
0000000000000000001f,0000000000000000016m,0000000000000000016m,000000000000000000lu,,000000000000000004bg,2,2,5596
0000000000000000008t,000000000000000000cb,000000000000000000cb,00000000000000000074,,000000000000000004o6,0,0,6054
0000000000000000004q,000000000000000000rx,000000000000000000rx,000000000000000000gq,,000000000000000005ct,1,1,6941
000000000000000000ao,00000000000000000161,00000000000000000161,000000000000000000ed,,000000000000000003n7,2,2,4723
0000000000000000007j,000000000000000000tj,000000000000000000tj,00000000000000000091,,0000000000000000050d,0,0,6493
0000000000000000006u,000000000000000000e3,000000000000000000e3,000000000000000000ai,,0000000000000000026d,1,1,2821
0000000000000000009i,000000000000000000cc,000000000000000000cc,000000000000000000kr,,000000000000000004vr,2,2,6327
0000000000000000003n,000000000000000000c3,000000000000000000c3,0000000000000000006z,,000000000000000002ca,0,0,3034
000000000000000000aj,000000000000000000cx,000000000000000000cx,000000000000000000d4,,00000000000000000329,1,1,3969
0000000000000000001r,0000000000000000013k,0000000000000000013k,0000000000000000004k,,0000000000000000033e,2,2,4010
0000000000000000005u,00000000000000000048,00000000000000000048,0000000000000000006c,,000000000000000004yl,0,0,6429
00000000000000000012,000000000000000000dj,000000000000000000dj,000000000000000000l4,,000000000000000002up,1,1,3697
0000000000000000005i,000000000000000000cz,000000000000000000cz,000000000000000000gd,,00000000000000000073,2,2,255
0000000000000000002v,000000000000000000ui,000000000000000000ui,0000000000000000004z,,000000000000000003vy,0,0,5038
00000000000000000007,000000000000000000g5,000000000000000000g5,000000000000000000h6,,000000000000000005fj,1,1,7039
00000000000000000052,000000000000000000t3,000000000000000000t3,00000000000000000016,,000000000000000003va,2,2,5014
0000000000000000008e,0000000000000000012t,0000000000000000012t,0000000000000000002b,,000000000000000004c7,0,0,5623
0000000000000000009a,0000000000000000007o,0000000000000000007o,0000000000000000003w,,0000000000000000016e,1,1,1526
0000000000000000000m,0000000000000000002c,0000000000000000002c,000000000000000000h1,,000000000000000001t3,2,2,2343
00000000000000000069,000000000000000000v9,000000000000000000v9,000000000000000000mb,,0000000000000000007q,0,0,278
00000000000000000095,00000000000000000022,00000000000000000022,000000000000000000je,,000000000000000004xn,1,1,6395
0000000000000000001w,000000000000000000qh,000000000000000000qh,000000000000000000hx,,000000000000000005fq,2,2,7046
0000000000000000005f,00000000000000000143,00000000000000000143,000000000000000000he,,0000000000000000046r,0,0,5427
0000000000000000000p,000000000000000000kj,000000000000000000kj,0000000000000000003o,,000000000000000001o6,1,1,2166
00000000000000000094,000000000000000000ic,000000000000000000ic,000000000000000000b9,,000000000000000003j3,2,2,4575
0000000000000000004p,0000000000000000014i,0000000000000000014i,000000000000000000c8,,000000000000000003fa,0,0,4438
0000000000000000009y,000000000000000000dq,000000000000000000dq,0000000000000000009h,,000000000000000001a4,1,1,1660
0000000000000000006b,00000000000000000053,00000000000000000053,000000000000000000m2,,000000000000000003et,2,2,4421
0000000000000000002c,000000000000000000ly,000000000000000000ly,000000000000000000cw,,000000000000000000i9,0,0,657
0000000000000000004m,0000000000000000009g,0000000000000000009g,000000000000000000em,,0000000000000000046l,1,1,5421
0000000000000000007s,0000000000000000001a,0000000000000000001a,000000000000000000fj,,000000000000000000kx,2,2,753
00000000000000000061,0000000000000000000e,0000000000000000000e,000000000000000000bc,,000000000000000003e7,0,0,4399
000000000000000000ar,000000000000000000my,000000000000000000my,000000000000000000ee,,000000000000000001pd,1,1,2209
0000000000000000007t,000000000000000000p1,000000000000000000p1,0000000000000000009r,,0000000000000000006o,2,2,240
0000000000000000006r,000000000000000000ox,000000000000000000ox,00000000000000000019,,0000000000000000037d,0,0,4153
0000000000000000007c,0000000000000000007l,0000000000000000007l,0000000000000000004h,,000000000000000003qz,1,1,4859
00000000000000000017,000000000000000000oc,000000000000000000oc,00000000000000000046,,00000000000000000505,2,2,6485
00000000000000000031,000000000000000000rw,000000000000000000rw,000000000000000000dw,,000000000000000001t9,0,0,2349
0000000000000000000r,0000000000000000008w,0000000000000000008w,000000000000000000h7,,000000000000000000vy,1,1,1150
0000000000000000002i,000000000000000000nk,000000000000000000nk,000000000000000000jy,,0000000000000000009q,2,2,350
0000000000000000008y,000000000000000000so,000000000000000000so,000000000000000000e2,,000000000000000000ho,0,0,636
0000000000000000008c,000000000000000000ni,000000000000000000ni,00000000000000000013,,000000000000000001tt,1,1,2369
0000000000000000006d,00000000000000000174,00000000000000000174,00000000000000000005,,000000000000000000k1,2,2,721
00000000000000000003,0000000000000000015t,0000000000000000015t,0000000000000000003m,,000000000000000001xr,0,0,2511
00000000000000000026,0000000000000000018c,0000000000000000018c,0000000000000000009t,,000000000000000003m0,1,1,4680
0000000000000000000a,00000000000000000032,00000000000000000032,0000000000000000002p,,000000000000000004kr,2,2,5931
00000000000000000078,0000000000000000011t,0000000000000000011t,000000000000000000e0,,00000000000000000122,0,0,1370
0000000000000000005e,0000000000000000006r,0000000000000000006r,000000000000000000in,,000000000000000000li,1,1,774
00000000000000000099,000000000000000000ul,000000000000000000ul,00000000000000000085,,000000000000000004cm,2,2,5638
0000000000000000002t,0000000000000000016b,0000000000000000016b,000000000000000000ff,,000000000000000001uz,0,0,2411
0000000000000000009l,0000000000000000016a,0000000000000000016a,0000000000000000008g,,000000000000000001nr,1,1,2151
0000000000000000003x,000000000000000000mn,000000000000000000mn,000000000000000000nd,,0000000000000000059l,2,2,6825
00000000000000000034,000000000000000000uh,000000000000000000uh,000000000000000000it,,000000000000000001uj,0,0,2395
00000000000000000011,00000000000000000097,00000000000000000097,000000000000000000ch,,000000000000000000xj,1,1,1207
0000000000000000008b,00000000000000000132,00000000000000000132,000000000000000000fz,,000000000000000000wc,2,2,1164
00000000000000000090,000000000000000000nz,000000000000000000nz,000000000000000000mw,,00000000000000000319,0,0,3933
0000000000000000009s,000000000000000000oi,000000000000000000oi,0000000000000000006j,,000000000000000001ge,1,1,1886
0000000000000000001z,0000000000000000014b,0000000000000000014b,0000000000000000001k,,000000000000000000x9,2,2,1197
00000000000000000063,000000000000000000xi,000000000000000000xi,000000000000000000cf,,000000000000000000fy,0,0,574
00000000000000000027,000000000000000000up,000000000000000000up,000000000000000000ej,,000000000000000002yt,1,1,3845
00000000000000000010,00000000000000000042,00000000000000000042,000000000000000000dd,,00000000000000000565,2,2,6701
0000000000000000003c,000000000000000000ei,000000000000000000ei,000000000000000000b2,,000000000000000003xa,0,0,5086
0000000000000000002l,000000000000000000ll,000000000000000000ll,00000000000000000076,,000000000000000001j3,1,1,1983
0000000000000000008m,000000000000000000fi,000000000000000000fi,000000000000000000i6,,000000000000000005c8,2,2,6920
0000000000000000005n,000000000000000000sw,000000000000000000sw,000000000000000000nw,,000000000000000001af,0,0,1671
0000000000000000006h,0000000000000000010m,0000000000000000010m,0000000000000000004i,,0000000000000000022k,1,1,2684
00000000000000000004,0000000000000000004s,0000000000000000004s,0000000000000000004w,,000000000000000004zt,2,2,6473
0000000000000000002w,0000000000000000003x,0000000000000000003x,000000000000000000f0,,0000000000000000019l,0,0,1641
0000000000000000009b,000000000000000000da,000000000000000000da,000000000000000000lz,,0000000000000000057o,1,1,6756
0000000000000000003u,000000000000000000oa,000000000000000000oa,000000000000000000aq,,000000000000000000wy,2,2,1186
00000000000000000058,0000000000000000016j,0000000000000000016j,000000000000000000h2,,000000000000000004b2,0,0,5582
00000000000000000053,0000000000000000007e,0000000000000000007e,000000000000000000n1,,000000000000000002t8,1,1,3644
0000000000000000003p,0000000000000000010e,0000000000000000010e,000000000000000000a5,,000000000000000003qp,2,2,4849
0000000000000000002z,000000000000000000nb,000000000000000000nb,000000000000000000bd,,000000000000000004jr,0,0,5895
00000000000000000084,00000000000000000183,00000000000000000183,000000000000000000f4,,000000000000000004qp,1,1,6145
0000000000000000001c,000000000000000000df,000000000000000000df,0000000000000000000i,,000000000000000001rz,2,2,2303
0000000000000000006n,00000000000000000043,00000000000000000043,000000000000000000d0,,000000000000000004gq,0,0,5786
0000000000000000004g,0000000000000000011i,0000000000000000011i,0000000000000000001o,,000000000000000000vk,1,1,1136
0000000000000000003g,0000000000000000008f,0000000000000000008f,000000000000000000fb,,000000000000000005dy,2,2,6982
0000000000000000005h,0000000000000000005l,0000000000000000005l,0000000000000000005k,,0000000000000000019v,0,0,1651
00000000000000000025,000000000000000000ev,000000000000000000ev,0000000000000000004b,,000000000000000002eh,1,1,3113
0000000000000000007v,0000000000000000016w,0000000000000000016w,000000000000000000np,,000000000000000002qd,2,2,3541
00000000000000000087,000000000000000000sp,000000000000000000sp,000000000000000000dl,,000000000000000000s1,0,0,1009
0000000000000000006q,000000000000000000p5,000000000000000000p5,000000000000000000gu,,000000000000000001w7,1,1,2455
0000000000000000006m,000000000000000000k7,000000000000000000k7,000000000000000000h9,,000000000000000003nv,2,2,4747
0000000000000000003q,0000000000000000002f,0000000000000000002f,00000000000000000002,,0000000000000000024e,0,0,2750
0000000000000000004y,000000000000000000n1,000000000000000000n1,0000000000000000001g,,000000000000000001ne,1,1,2138
00000000000000000075,0000000000000000002l,0000000000000000002l,0000000000000000009j,,000000000000000004oa,2,2,6058
00000000000000000054,000000000000000000m0,000000000000000000m0,000000000000000000ni,,000000000000000002fh,0,0,3149
0000000000000000007p,000000000000000000w3,000000000000000000w3,000000000000000000mf,,000000000000000004dd,1,1,5665
0000000000000000003v,000000000000000000fj,000000000000000000fj,000000000000000000ma,,00000000000000000338,2,2,4004
0000000000000000003j,000000000000000000r9,000000000000000000r9,000000000000000000io,,000000000000000004or,0,0,6075
0000000000000000007n,000000000000000000qc,000000000000000000qc,0000000000000000008v,,000000000000000001rg,1,1,2284
0000000000000000002f,000000000000000000bc,000000000000000000bc,00000000000000000066,,000000000000000003ll,2,2,4665
0000000000000000006s,000000000000000000gj,000000000000000000gj,000000000000000000k7,,000000000000000003w6,0,0,5046
00000000000000000082,00000000000000000069,00000000000000000069,000000000000000000kk,,0000000000000000026x,1,1,2841
00000000000000000086,0000000000000000017v,0000000000000000017v,0000000000000000001x,,0000000000000000020d,2,2,2605
00000000000000000073,000000000000000000ik,000000000000000000ik,000000000000000000lt,,000000000000000002rq,0,0,3590
0000000000000000009m,0000000000000000016l,0000000000000000016l,0000000000000000006e,,000000000000000001a7,1,1,1663
0000000000000000001h,000000000000000000ao,000000000000000000ao,0000000000000000002m,,000000000000000003qx,2,2,4857
000000000000000000a9,000000000000000000a9,000000000000000000a9,000000000000000000bu,,000000000000000004wv,0,0,6367
00000000000000000065,000000000000000000fk,000000000000000000fk,000000000000000000bf,,0000000000000000045u,1,1,5394
0000000000000000001s,00000000000000000158,00000000000000000158,000000000000000000gk,,000000000000000002ly,2,2,3382
0000000000000000008r,000000000000000000pd,000000000000000000pd,000000000000000000a1,,000000000000000003ha,0,0,4510
0000000000000000003a,0000000000000000003o,0000000000000000003o,0000000000000000008h,,000000000000000004k4,1,1,5908
00000000000000000015,000000000000000000tl,000000000000000000tl,000000000000000000o3,,0000000000000000011v,2,2,1363
0000000000000000001l,000000000000000000ys,000000000000000000ys,0000000000000000009k,,000000000000000000a1,0,0,361
0000000000000000005a,000000000000000000r6,000000000000000000r6,000000000000000000d6,,000000000000000000zp,1,1,1285
00000000000000000089,0000000000000000004e,0000000000000000004e,00000000000000000060,,000000000000000004g6,2,2,5766
0000000000000000007l,00000000000000000187,00000000000000000187,000000000000000000fv,,000000000000000005d0,0,0,6948
0000000000000000000z,0000000000000000001w,0000000000000000001w,000000000000000000k0,,000000000000000003y1,1,1,5113
0000000000000000000x,000000000000000000oe,000000000000000000oe,000000000000000000fi,,0000000000000000014h,2,2,1457
00000000000000000032,000000000000000000na,000000000000000000na,000000000000000000am,,000000000000000004k3,0,0,5907
00000000000000000038,0000000000000000010u,0000000000000000010u,000000000000000000nn,,000000000000000003yh,1,1,5129
0000000000000000002u,000000000000000000xw,000000000000000000xw,00000000000000000042,,000000000000000001up,2,2,2401
0000000000000000009g,000000000000000000h2,000000000000000000h2,000000000000000000ld,,0000000000000000017d,0,0,1561
0000000000000000003h,0000000000000000001s,0000000000000000001s,000000000000000000mv,,000000000000000001kk,1,1,2036
00000000000000000067,0000000000000000013b,0000000000000000013b,0000000000000000005t,,00000000000000000014,2,2,40
0000000000000000007a,000000000000000000yo,000000000000000000yo,000000000000000000at,,000000000000000001tk,0,0,2360
0000000000000000003i,000000000000000000yq,000000000000000000yq,0000000000000000000o,,0000000000000000045v,1,1,5395
0000000000000000006x,000000000000000000rh,000000000000000000rh,000000000000000000hc,,000000000000000005an,2,2,6863
00000000000000000024,0000000000000000008d,0000000000000000008d,00000000000000000028,,000000000000000003kt,0,0,4637
0000000000000000005q,0000000000000000000m,0000000000000000000m,0000000000000000001q,,000000000000000002ma,1,1,3394
0000000000000000008n,00000000000000000102,00000000000000000102,000000000000000000gr,,0000000000000000002y,2,2,106
0000000000000000000e,000000000000000000o2,000000000000000000o2,000000000000000000f3,,000000000000000004tq,0,0,6254
000000000000000000a4,000000000000000000tf,000000000000000000tf,000000000000000000m9,,000000000000000003th,1,1,4949
