route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00000000000000000012,0000000000000000000a,0000000000000000008k,0000000000000000001q,00000000000000000008,0,0000000000000000008k,0000000000000000002m,1
00000000000000000005,00000000000000000006,0000000000000000009u,0000000000000000000u,0000000000000000001k,1,0000000000000000009u,0000000000000000001g,2
0000000000000000000z,00000000000000000005,0000000000000000003f,00000000000000000008,0000000000000000000h,3,0000000000000000003f,0000000000000000001p,3
00000000000000000003,00000000000000000003,0000000000000000004r,0000000000000000001k,0000000000000000000i,4,0000000000000000004r,0000000000000000000n,1
0000000000000000000l,0000000000000000000b,0000000000000000002x,0000000000000000000h,0000000000000000000p,2,0000000000000000002x,0000000000000000001o,2
0000000000000000000j,00000000000000000008,0000000000000000009q,0000000000000000000i,0000000000000000000d,5,0000000000000000009q,0000000000000000000g,3
0000000000000000000w,0000000000000000000d,0000000000000000000j,0000000000000000000p,0000000000000000000v,0,0000000000000000000j,0000000000000000000b,1
0000000000000000000m,0000000000000000000f,0000000000000000002r,00000000000000000022,0000000000000000000f,1,0000000000000000002r,00000000000000000025,2
0000000000000000000n,00000000000000000004,00000000000000000096,0000000000000000000d,00000000000000000004,3,00000000000000000096,0000000000000000000y,3
0000000000000000000g,00000000000000000009,0000000000000000002j,0000000000000000000v,0000000000000000000s,4,0000000000000000002j,00000000000000000010,1
0000000000000000000b,00000000000000000002,0000000000000000009o,0000000000000000000f,0000000000000000001n,2,0000000000000000009o,0000000000000000001e,2
0000000000000000000y,0000000000000000000e,00000000000000000047,00000000000000000004,00000000000000000009,5,00000000000000000047,0000000000000000001b,3
00000000000000000010,00000000000000000001,0000000000000000004n,0000000000000000000s,0000000000000000001r,0,0000000000000000004n,0000000000000000000q,1
0000000000000000000q,00000000000000000007,0000000000000000008i,0000000000000000001n,00000000000000000011,1,0000000000000000008i,00000000000000000029,2
0000000000000000000u,0000000000000000000c,0000000000000000000b,00000000000000000009,0000000000000000001l,3,0000000000000000000b,0000000000000000001q,3
00000000000000000008,0000000000000000000a,0000000000000000007y,0000000000000000001r,0000000000000000001u,4,0000000000000000007y,0000000000000000000u,1
0000000000000000000h,00000000000000000006,000000000000000000ad,00000000000000000011,0000000000000000001m,2,000000000000000000ad,00000000000000000008,2
0000000000000000000i,00000000000000000005,000000000000000000af,0000000000000000001l,00000000000000000002,5,000000000000000000af,0000000000000000001k,3
0000000000000000000p,00000000000000000003,0000000000000000006p,0000000000000000001u,0000000000000000000e,0,0000000000000000006p,0000000000000000002h,1
0000000000000000000d,0000000000000000000b,0000000000000000005w,0000000000000000001m,0000000000000000001j,1,0000000000000000005w,0000000000000000000h,2
0000000000000000000v,00000000000000000008,0000000000000000000y,00000000000000000002,0000000000000000001x,3,0000000000000000000y,0000000000000000000i,3
0000000000000000000f,0000000000000000000d,00000000000000000074,0000000000000000000e,0000000000000000001c,4,00000000000000000074,0000000000000000000p,1
00000000000000000004,0000000000000000000f,00000000000000000091,0000000000000000001j,0000000000000000000x,2,00000000000000000091,00000000000000000022,2
0000000000000000000s,00000000000000000004,000000000000000000ai,0000000000000000001x,0000000000000000000t,5,000000000000000000ai,0000000000000000000d,3
00000000000000000009,00000000000000000009,0000000000000000006z,0000000000000000001c,00000000000000000001,0,0000000000000000006z,0000000000000000002j,1
00000000000000000011,00000000000000000002,0000000000000000004k,0000000000000000000x,00000000000000000007,1,0000000000000000004k,0000000000000000000v,2
00000000000000000002,0000000000000000000e,0000000000000000006c,0000000000000000000t,0000000000000000001d,3,0000000000000000006c,0000000000000000000f,3
0000000000000000000e,00000000000000000001,0000000000000000004z,00000000000000000001,00000000000000000014,4,0000000000000000004z,00000000000000000004,1
0000000000000000000x,00000000000000000007,00000000000000000016,00000000000000000007,00000000000000000015,2,00000000000000000016,0000000000000000000s,2
0000000000000000000t,0000000000000000000c,0000000000000000002b,0000000000000000001d,0000000000000000000o,5,0000000000000000002b,0000000000000000002n,3
00000000000000000001,0000000000000000000a,0000000000000000003w,00000000000000000014,0000000000000000001v,0,0000000000000000003w,0000000000000000001n,1
00000000000000000007,00000000000000000006,0000000000000000003o,00000000000000000015,0000000000000000001t,1,0000000000000000003o,00000000000000000009,2
0000000000000000000o,00000000000000000005,0000000000000000009h,0000000000000000000o,0000000000000000001f,3,0000000000000000009h,0000000000000000001r,3
0000000000000000000k,00000000000000000003,0000000000000000009r,0000000000000000001v,0000000000000000001i,4,0000000000000000009r,00000000000000000011,1
00000000000000000013,0000000000000000000b,00000000000000000019,0000000000000000001t,0000000000000000000k,2,00000000000000000019,0000000000000000001l,2
0000000000000000000c,00000000000000000008,0000000000000000004h,0000000000000000001f,00000000000000000013,5,0000000000000000004h,0000000000000000002o,3
0000000000000000000r,0000000000000000000d,00000000000000000046,0000000000000000001i,0000000000000000001z,0,00000000000000000046,0000000000000000001u,1
0000000000000000000a,0000000000000000000f,00000000000000000013,00000000000000000023,00000000000000000019,1,00000000000000000013,0000000000000000001m,2
00000000000000000006,00000000000000000004,00000000000000000005,0000000000000000000k,0000000000000000000c,3,00000000000000000005,00000000000000000002,3
00000000000000000012,00000000000000000009,0000000000000000003m,00000000000000000013,0000000000000000000r,4,0000000000000000003m,0000000000000000000e,1
00000000000000000005,00000000000000000002,0000000000000000009t,0000000000000000001z,0000000000000000000a,2,0000000000000000009t,00000000000000000028,2
0000000000000000000z,0000000000000000000e,0000000000000000002p,00000000000000000019,0000000000000000001y,5,0000000000000000002p,0000000000000000001j,3
00000000000000000003,00000000000000000001,00000000000000000085,0000000000000000000c,00000000000000000006,0,00000000000000000085,0000000000000000002a,1
0000000000000000000l,00000000000000000007,0000000000000000008g,0000000000000000000r,00000000000000000016,1,0000000000000000008g,0000000000000000001x,2
0000000000000000000j,0000000000000000000c,0000000000000000006j,0000000000000000000a,00000000000000000012,3,0000000000000000006j,00000000000000000027,3
0000000000000000000w,0000000000000000000a,0000000000000000001k,0000000000000000001y,0000000000000000001s,4,0000000000000000001k,0000000000000000001c,1
0000000000000000000m,00000000000000000006,00000000000000000076,00000000000000000021,00000000000000000018,2,00000000000000000076,0000000000000000000x,2
0000000000000000000n,00000000000000000005,0000000000000000004i,00000000000000000006,00000000000000000005,5,0000000000000000004i,0000000000000000000t,3
0000000000000000000g,00000000000000000003,0000000000000000004w,00000000000000000016,0000000000000000000z,0,0000000000000000004w,00000000000000000001,1
0000000000000000000b,0000000000000000000b,000000000000000000aq,00000000000000000012,00000000000000000017,1,000000000000000000aq,00000000000000000007,2
0000000000000000000y,00000000000000000008,000000000000000000a5,0000000000000000001s,00000000000000000003,3,000000000000000000a5,0000000000000000001d,3
00000000000000000010,0000000000000000000d,0000000000000000000i,00000000000000000018,0000000000000000000l,4,0000000000000000000i,00000000000000000014,1
0000000000000000000q,0000000000000000000f,0000000000000000001o,00000000000000000005,0000000000000000001a,2,0000000000000000001o,00000000000000000026,2
0000000000000000000u,00000000000000000004,0000000000000000005k,0000000000000000000z,0000000000000000000j,5,0000000000000000005k,00000000000000000015,3
00000000000000000008,00000000000000000009,0000000000000000004b,00000000000000000017,0000000000000000000w,0,0000000000000000004b,0000000000000000002d,1
0000000000000000000h,00000000000000000002,00000000000000000002,00000000000000000003,0000000000000000000m,1,00000000000000000002,0000000000000000002i,2
0000000000000000000i,0000000000000000000e,0000000000000000001g,0000000000000000000l,0000000000000000001h,3,0000000000000000001g,0000000000000000000o,3
0000000000000000000p,00000000000000000001,0000000000000000009j,0000000000000000001a,0000000000000000001w,4,0000000000000000009j,0000000000000000001v,1
0000000000000000000d,00000000000000000007,0000000000000000008v,0000000000000000000j,00000000000000000020,2,0000000000000000008v,0000000000000000001t,2
0000000000000000000v,0000000000000000000c,00000000000000000066,0000000000000000000w,0000000000000000001g,5,00000000000000000066,0000000000000000001f,3
0000000000000000000f,0000000000000000000a,0000000000000000001x,0000000000000000000m,0000000000000000001p,0,0000000000000000001x,0000000000000000001i,1
00000000000000000004,00000000000000000006,0000000000000000006e,0000000000000000001h,0000000000000000000n,1,0000000000000000006e,00000000000000000023,2
0000000000000000000s,00000000000000000005,0000000000000000002m,0000000000000000001w,0000000000000000001o,3,0000000000000000002m,0000000000000000000k,3
00000000000000000009,00000000000000000003,000000000000000000a1,00000000000000000020,0000000000000000000g,4,000000000000000000a1,00000000000000000013,1
00000000000000000011,0000000000000000000b,0000000000000000008h,0000000000000000001g,0000000000000000000b,2,0000000000000000008h,0000000000000000001z,2
00000000000000000002,00000000000000000008,0000000000000000009k,0000000000000000001p,0000000000000000000y,5,0000000000000000009k,0000000000000000002l,3
0000000000000000000e,0000000000000000000d,00000000000000000060,0000000000000000000n,00000000000000000010,0,00000000000000000060,00000000000000000019,1
0000000000000000000x,0000000000000000000f,000000000000000000am,0000000000000000001o,0000000000000000001e,1,000000000000000000am,0000000000000000000c,2
0000000000000000000t,00000000000000000004,00000000000000000042,0000000000000000000g,0000000000000000001b,3,00000000000000000042,0000000000000000002c,3
00000000000000000001,00000000000000000009,0000000000000000005t,0000000000000000000b,0000000000000000000q,4,0000000000000000005t,0000000000000000002b,1
00000000000000000007,00000000000000000002,000000000000000000at,0000000000000000000y,0000000000000000001q,2,000000000000000000at,00000000000000000024,2
0000000000000000000o,0000000000000000000e,0000000000000000000o,00000000000000000010,0000000000000000000u,5,0000000000000000000o,0000000000000000000r,3
0000000000000000000k,00000000000000000001,00000000000000000028,0000000000000000001e,00000000000000000008,0,00000000000000000028,0000000000000000002g,1
00000000000000000013,00000000000000000007,0000000000000000001q,0000000000000000001b,0000000000000000001k,1,0000000000000000001q,0000000000000000000a,2
0000000000000000000c,0000000000000000000c,0000000000000000009f,0000000000000000000q,0000000000000000000h,3,0000000000000000009f,0000000000000000001y,3
0000000000000000000r,0000000000000000000a,0000000000000000003d,0000000000000000001q,0000000000000000000i,4,0000000000000000003d,0000000000000000002e,1
0000000000000000000a,00000000000000000006,0000000000000000003b,0000000000000000000u,0000000000000000000p,2,0000000000000000003b,00000000000000000021,2
00000000000000000006,00000000000000000005,0000000000000000001v,00000000000000000008,0000000000000000000d,5,0000000000000000001v,00000000000000000006,3
00000000000000000012,00000000000000000003,0000000000000000002h,0000000000000000001k,0000000000000000000v,0,0000000000000000002h,00000000000000000016,1
00000000000000000005,0000000000000000000b,00000000000000000088,0000000000000000000h,0000000000000000000f,1,00000000000000000088,0000000000000000002k,2
0000000000000000000z,00000000000000000008,0000000000000000008q,0000000000000000000i,00000000000000000004,3,0000000000000000008q,00000000000000000012,3
00000000000000000003,0000000000000000000d,0000000000000000002k,0000000000000000000p,0000000000000000000s,4,0000000000000000002k,0000000000000000001s,1
0000000000000000000l,0000000000000000000f,000000000000000000ae,00000000000000000022,0000000000000000001n,2,000000000000000000ae,00000000000000000018,2
0000000000000000000j,00000000000000000004,0000000000000000003e,0000000000000000000d,00000000000000000009,5,0000000000000000003e,00000000000000000005,3
0000000000000000000w,00000000000000000009,00000000000000000041,0000000000000000000v,0000000000000000001r,0,00000000000000000041,0000000000000000000z,1
0000000000000000000m,00000000000000000002,00000000000000000043,0000000000000000000f,00000000000000000011,1,00000000000000000043,00000000000000000017,2
0000000000000000000n,0000000000000000000e,00000000000000000080,00000000000000000004,0000000000000000001l,3,00000000000000000080,0000000000000000002f,3
0000000000000000000g,00000000000000000001,0000000000000000004t,0000000000000000000s,0000000000000000001u,4,0000000000000000004t,00000000000000000003,1
0000000000000000000b,00000000000000000007,0000000000000000000w,0000000000000000001n,0000000000000000001m,2,0000000000000000000w,0000000000000000000l,2
0000000000000000000y,0000000000000000000c,0000000000000000001n,00000000000000000009,00000000000000000002,5,0000000000000000001n,0000000000000000001a,3
00000000000000000010,0000000000000000000a,0000000000000000002n,0000000000000000001r,0000000000000000000e,0,0000000000000000002n,0000000000000000000j,1
0000000000000000000q,00000000000000000006,0000000000000000001j,00000000000000000011,0000000000000000001j,1,0000000000000000001j,0000000000000000000w,2
0000000000000000000u,00000000000000000005,0000000000000000001m,0000000000000000001l,0000000000000000001x,3,0000000000000000001m,0000000000000000000m,3
00000000000000000008,00000000000000000003,0000000000000000008u,0000000000000000001u,0000000000000000001c,4,0000000000000000008u,0000000000000000001h,1
0000000000000000000h,0000000000000000000b,0000000000000000005g,0000000000000000001m,0000000000000000000x,2,0000000000000000005g,0000000000000000001w,2
0000000000000000000i,00000000000000000008,0000000000000000001f,00000000000000000002,0000000000000000000t,5,0000000000000000001f,00000000000000000020,3
0000000000000000000p,0000000000000000000d,0000000000000000008t,0000000000000000000e,00000000000000000001,0,0000000000000000008t,0000000000000000002m,1
0000000000000000000d,0000000000000000000f,0000000000000000004q,0000000000000000001j,00000000000000000007,1,0000000000000000004q,0000000000000000001g,2
0000000000000000000v,00000000000000000004,000000000000000000ao,0000000000000000001x,0000000000000000001d,3,000000000000000000ao,0000000000000000001p,3
0000000000000000000f,00000000000000000009,0000000000000000007j,0000000000000000001c,00000000000000000014,4,0000000000000000007j,0000000000000000000n,1
00000000000000000004,00000000000000000002,0000000000000000006u,0000000000000000000x,00000000000000000015,2,0000000000000000006u,0000000000000000001o,2
0000000000000000000s,0000000000000000000e,0000000000000000009i,0000000000000000000t,0000000000000000000o,5,0000000000000000009i,0000000000000000000g,3
00000000000000000009,00000000000000000001,0000000000000000003n,00000000000000000001,0000000000000000001v,0,0000000000000000003n,0000000000000000000b,1
00000000000000000011,00000000000000000007,000000000000000000aj,00000000000000000007,0000000000000000001t,1,000000000000000000aj,00000000000000000025,2
00000000000000000002,0000000000000000000c,0000000000000000001r,0000000000000000001d,0000000000000000001f,3,0000000000000000001r,0000000000000000000y,3
0000000000000000000e,0000000000000000000a,0000000000000000005u,00000000000000000014,0000000000000000001i,4,0000000000000000005u,00000000000000000010,1
0000000000000000000x,00000000000000000006,00000000000000000012,00000000000000000015,0000000000000000000k,2,00000000000000000012,0000000000000000001e,2
0000000000000000000t,00000000000000000005,0000000000000000005i,0000000000000000000o,00000000000000000013,5,0000000000000000005i,0000000000000000001b,3
00000000000000000001,00000000000000000003,0000000000000000002v,0000000000000000001v,0000000000000000001z,0,0000000000000000002v,0000000000000000000q,1
00000000000000000007,0000000000000000000b,00000000000000000007,0000000000000000001t,00000000000000000019,1,00000000000000000007,00000000000000000029,2
0000000000000000000o,00000000000000000008,00000000000000000052,0000000000000000001f,0000000000000000000c,3,00000000000000000052,0000000000000000001q,3
0000000000000000000k,0000000000000000000d,0000000000000000008e,0000000000000000001i,0000000000000000000r,4,0000000000000000008e,0000000000000000000u,1
00000000000000000013,0000000000000000000f,0000000000000000009a,00000000000000000023,0000000000000000000a,2,0000000000000000009a,00000000000000000008,2
0000000000000000000c,00000000000000000004,0000000000000000000m,0000000000000000000k,0000000000000000001y,5,0000000000000000000m,0000000000000000001k,3
0000000000000000000r,00000000000000000009,00000000000000000069,00000000000000000013,00000000000000000006,0,00000000000000000069,0000000000000000002h,1
0000000000000000000a,00000000000000000002,00000000000000000095,0000000000000000001z,00000000000000000016,1,00000000000000000095,0000000000000000000h,2
00000000000000000006,0000000000000000000e,0000000000000000001w,00000000000000000019,00000000000000000012,3,0000000000000000001w,0000000000000000000i,3
00000000000000000012,00000000000000000001,0000000000000000005f,0000000000000000000c,0000000000000000001s,4,0000000000000000005f,0000000000000000000p,1
00000000000000000005,00000000000000000007,0000000000000000000p,0000000000000000000r,00000000000000000018,2,0000000000000000000p,00000000000000000022,2
0000000000000000000z,0000000000000000000c,00000000000000000094,0000000000000000000a,00000000000000000005,5,00000000000000000094,0000000000000000000d,3
00000000000000000003,0000000000000000000a,0000000000000000004p,0000000000000000001y,0000000000000000000z,0,0000000000000000004p,0000000000000000002j,1
0000000000000000000l,00000000000000000006,0000000000000000009y,00000000000000000021,00000000000000000017,1,0000000000000000009y,0000000000000000000v,2
0000000000000000000j,00000000000000000005,0000000000000000006b,00000000000000000006,00000000000000000003,3,0000000000000000006b,0000000000000000000f,3
0000000000000000000w,00000000000000000003,0000000000000000002c,00000000000000000016,0000000000000000000l,4,0000000000000000002c,00000000000000000004,1
0000000000000000000m,0000000000000000000b,0000000000000000004m,00000000000000000012,0000000000000000001a,2,0000000000000000004m,0000000000000000000s,2
0000000000000000000n,00000000000000000008,0000000000000000007s,0000000000000000001s,0000000000000000000j,5,0000000000000000007s,0000000000000000002n,3
0000000000000000000g,0000000000000000000d,00000000000000000061,00000000000000000018,0000000000000000000w,0,00000000000000000061,0000000000000000001n,1
0000000000000000000b,0000000000000000000f,000000000000000000ar,00000000000000000005,0000000000000000000m,1,000000000000000000ar,00000000000000000009,2
0000000000000000000y,00000000000000000004,0000000000000000007t,0000000000000000000z,0000000000000000001h,3,0000000000000000007t,0000000000000000001r,3
00000000000000000010,00000000000000000009,0000000000000000006r,00000000000000000017,0000000000000000001w,4,0000000000000000006r,00000000000000000011,1
0000000000000000000q,00000000000000000002,0000000000000000007c,00000000000000000003,00000000000000000020,2,0000000000000000007c,0000000000000000001l,2
0000000000000000000u,0000000000000000000e,00000000000000000017,0000000000000000000l,0000000000000000001g,5,00000000000000000017,0000000000000000002o,3
00000000000000000008,00000000000000000001,00000000000000000031,0000000000000000001a,0000000000000000001p,0,00000000000000000031,0000000000000000001u,1
0000000000000000000h,00000000000000000007,0000000000000000000r,0000000000000000000j,0000000000000000000n,1,0000000000000000000r,0000000000000000001m,2
0000000000000000000i,0000000000000000000c,0000000000000000002i,0000000000000000000w,0000000000000000001o,3,0000000000000000002i,00000000000000000002,3
0000000000000000000p,0000000000000000000a,0000000000000000008y,0000000000000000000m,0000000000000000000g,4,0000000000000000008y,0000000000000000000e,1
0000000000000000000d,00000000000000000006,0000000000000000008c,0000000000000000001h,0000000000000000000b,2,0000000000000000008c,00000000000000000028,2
0000000000000000000v,00000000000000000005,0000000000000000006d,0000000000000000001w,0000000000000000000y,5,0000000000000000006d,0000000000000000001j,3
0000000000000000000f,00000000000000000003,00000000000000000003,00000000000000000020,00000000000000000010,0,00000000000000000003,0000000000000000002a,1
00000000000000000004,0000000000000000000b,00000000000000000026,0000000000000000001g,0000000000000000001e,1,00000000000000000026,0000000000000000001x,2
0000000000000000000s,00000000000000000008,0000000000000000000a,0000000000000000001p,0000000000000000001b,3,0000000000000000000a,00000000000000000027,3
00000000000000000009,0000000000000000000d,00000000000000000078,0000000000000000000n,0000000000000000000q,4,00000000000000000078,0000000000000000001c,1
00000000000000000011,0000000000000000000f,0000000000000000005e,0000000000000000001o,0000000000000000001q,2,0000000000000000005e,0000000000000000000x,2
00000000000000000002,00000000000000000004,00000000000000000099,0000000000000000000g,0000000000000000000u,5,00000000000000000099,0000000000000000000t,3
0000000000000000000e,00000000000000000009,0000000000000000002t,0000000000000000000b,00000000000000000008,0,0000000000000000002t,00000000000000000001,1
0000000000000000000x,00000000000000000002,0000000000000000009l,0000000000000000000y,0000000000000000001k,1,0000000000000000009l,00000000000000000007,2
0000000000000000000t,0000000000000000000e,0000000000000000003x,00000000000000000010,0000000000000000000h,3,0000000000000000003x,0000000000000000001d,3
00000000000000000001,00000000000000000001,00000000000000000034,0000000000000000001e,0000000000000000000i,4,00000000000000000034,00000000000000000014,1
00000000000000000007,00000000000000000007,00000000000000000011,0000000000000000001b,0000000000000000000p,2,00000000000000000011,00000000000000000026,2
0000000000000000000o,0000000000000000000c,0000000000000000008b,0000000000000000000q,0000000000000000000d,5,0000000000000000008b,00000000000000000015,3
0000000000000000000k,0000000000000000000a,00000000000000000090,0000000000000000001q,0000000000000000000v,0,00000000000000000090,0000000000000000002d,1
00000000000000000013,00000000000000000006,0000000000000000009s,0000000000000000000u,0000000000000000000f,1,0000000000000000009s,0000000000000000002i,2
0000000000000000000c,00000000000000000005,0000000000000000001z,00000000000000000008,00000000000000000004,3,0000000000000000001z,0000000000000000000o,3
0000000000000000000r,00000000000000000003,00000000000000000063,0000000000000000001k,0000000000000000000s,4,00000000000000000063,0000000000000000001v,1
0000000000000000000a,0000000000000000000b,00000000000000000027,0000000000000000000h,0000000000000000001n,2,00000000000000000027,0000000000000000001t,2
00000000000000000006,00000000000000000008,00000000000000000010,0000000000000000000i,00000000000000000009,5,00000000000000000010,0000000000000000001f,3
00000000000000000012,0000000000000000000d,0000000000000000003c,0000000000000000000p,0000000000000000001r,0,0000000000000000003c,0000000000000000001i,1
00000000000000000005,0000000000000000000f,0000000000000000002l,00000000000000000022,00000000000000000011,1,0000000000000000002l,00000000000000000023,2
0000000000000000000z,00000000000000000004,0000000000000000008m,0000000000000000000d,0000000000000000001l,3,0000000000000000008m,0000000000000000000k,3
00000000000000000003,00000000000000000009,0000000000000000005n,0000000000000000000v,0000000000000000001u,4,0000000000000000005n,00000000000000000013,1
0000000000000000000l,00000000000000000002,0000000000000000006h,0000000000000000000f,0000000000000000001m,2,0000000000000000006h,0000000000000000001z,2
0000000000000000000j,0000000000000000000e,00000000000000000004,00000000000000000004,00000000000000000002,5,00000000000000000004,0000000000000000002l,3
0000000000000000000w,00000000000000000001,0000000000000000002w,0000000000000000000s,0000000000000000000e,0,0000000000000000002w,00000000000000000019,1
0000000000000000000m,00000000000000000007,0000000000000000009b,0000000000000000001n,0000000000000000001j,1,0000000000000000009b,0000000000000000000c,2
0000000000000000000n,0000000000000000000c,0000000000000000003u,00000000000000000009,0000000000000000001x,3,0000000000000000003u,0000000000000000002c,3
0000000000000000000g,0000000000000000000a,00000000000000000058,0000000000000000001r,0000000000000000001c,4,00000000000000000058,0000000000000000002b,1
0000000000000000000b,00000000000000000006,00000000000000000053,00000000000000000011,0000000000000000000x,2,00000000000000000053,00000000000000000024,2
0000000000000000000y,00000000000000000005,0000000000000000003p,0000000000000000001l,0000000000000000000t,5,0000000000000000003p,0000000000000000000r,3
