stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00000000000000000278,000000000000000000me,000000000000000000dr,000000000000000000e4,103,63,,00000000000000000001,6,,,6
000000000000000000o4,000000000000000000lk,000000000000000001gj,000000000000000000y8,1708,1668,,00000000000000000002,2,,,2
000000000000000000wp,0000000000000000008z,0000000000000000015g,00000000000000000073,2288,2248,,00000000000000000003,5,,,5
000000000000000001jb,00000000000000000092,0000000000000000000j,0000000000000000016e,2581,2541,,00000000000000000001,0,,,0
000000000000000002qr,000000000000000000b8,000000000000000000v5,0000000000000000007q,2457,2417,,00000000000000000002,1,,,1
0000000000000000018y,000000000000000000bi,000000000000000000e4,000000000000000001a4,2545,2505,,00000000000000000003,3,,,3
000000000000000000lh,000000000000000000iq,000000000000000001fe,000000000000000000i9,1480,1440,,00000000000000000001,7,,,7
000000000000000002jb,000000000000000000ab,000000000000000001fs,000000000000000000kx,1005,965,,00000000000000000002,4,,,4
000000000000000001o8,000000000000000000fp,000000000000000000y8,0000000000000000006o,2140,2100,,00000000000000000003,8,,,8
0000000000000000016i,000000000000000000fo,00000000000000000073,000000000000000000vy,962,922,,00000000000000000001,6,,,6
0000000000000000005r,000000000000000000ey,0000000000000000016e,0000000000000000009q,1809,1769,,00000000000000000002,2,,,2
000000000000000001pa,000000000000000000cg,0000000000000000007q,000000000000000000ho,1349,1309,,00000000000000000003,5,,,5
0000000000000000001r,000000000000000000f9,000000000000000001a4,000000000000000000k1,218,178,,00000000000000000001,0,,,0
000000000000000002v9,00000000000000000044,000000000000000000i9,00000000000000000122,535,495,,00000000000000000002,1,,,1
000000000000000001ac,000000000000000000mt,000000000000000000kx,000000000000000000li,1931,1891,,00000000000000000003,3,,,3
000000000000000001qg,0000000000000000004d,0000000000000000006o,000000000000000000xj,1532,1492,,00000000000000000001,7,,,7
000000000000000001yl,0000000000000000001a,000000000000000000vy,000000000000000000wc,59,19,,00000000000000000002,4,,,4
000000000000000002b1,00000000000000000057,0000000000000000009q,000000000000000000x9,1161,1121,,00000000000000000003,8,,,8
000000000000000001v5,000000000000000000my,000000000000000000ho,000000000000000000fy,548,508,,00000000000000000001,6,,,6
000000000000000001xl,0000000000000000007z,000000000000000000k1,000000000000000001af,1890,1850,,00000000000000000002,2,,,2
000000000000000002i7,000000000000000000b3,00000000000000000122,0000000000000000019l,1904,1864,,00000000000000000003,5,,,5
00000000000000000140,0000000000000000007w,000000000000000000li,000000000000000000wy,1272,1232,,00000000000000000001,0,,,0
000000000000000000qt,0000000000000000008x,000000000000000000xj,000000000000000000vk,2679,2639,,00000000000000000002,1,,,1
000000000000000001mc,0000000000000000007m,000000000000000000wc,0000000000000000019v,2861,2821,,00000000000000000003,3,,,3
0000000000000000028j,0000000000000000001p,000000000000000001ge,000000000000000000s1,295,255,,00000000000000000001,7,,,7
000000000000000000pm,000000000000000000g1,000000000000000000x9,000000000000000001a7,1566,1526,,00000000000000000002,4,,,4
000000000000000001d5,000000000000000000g2,000000000000000000fy,0000000000000000011v,2383,2343,,00000000000000000003,8,,,8
000000000000000002rk,0000000000000000006t,000000000000000001j3,000000000000000000a1,318,278,,00000000000000000001,6,,,6
0000000000000000010d,0000000000000000008s,000000000000000001af,000000000000000000zp,2206,2166,,00000000000000000002,2,,,2
000000000000000002no,00000000000000000040,0000000000000000019l,0000000000000000014h,1700,1660,,00000000000000000003,5,,,5
000000000000000002cw,000000000000000000jx,000000000000000000wy,0000000000000000017d,697,657,,00000000000000000001,0,,,0
0000000000000000004y,000000000000000000dc,000000000000000000vk,00000000000000000014,793,753,,00000000000000000002,1,,,1
000000000000000000dr,000000000000000000ac,0000000000000000019v,0000000000000000002y,2249,2209,,00000000000000000003,3,,,3
000000000000000001gj,000000000000000000gf,000000000000000000s1,000000000000000001do,280,240,,00000000000000000001,7,,,7
0000000000000000015g,0000000000000000006f,000000000000000001a7,000000000000000000lo,2389,2349,,00000000000000000002,4,,,4
0000000000000000000j,000000000000000000le,0000000000000000011v,0000000000000000003l,1190,1150,,00000000000000000003,8,,,8
000000000000000000v5,000000000000000000nl,000000000000000000a1,0000000000000000005e,390,350,,00000000000000000001,6,,,6
000000000000000000e4,000000000000000000mk,000000000000000000zp,0000000000000000013z,676,636,,00000000000000000002,2,,,2
000000000000000002of,0000000000000000000g,0000000000000000014h,0000000000000000013h,2409,2369,,00000000000000000003,5,,,5
000000000000000001fe,000000000000000000bk,0000000000000000017d,000000000000000000va,761,721,,00000000000000000001,0,,,0
000000000000000001fs,000000000000000000k6,000000000000000001kk,00000000000000000167,2551,2511,,00000000000000000002,1,,,1
000000000000000000y8,000000000000000000ju,00000000000000000014,0000000000000000012k,1410,1370,,00000000000000000003,3,,,3
0000000000000000021b,000000000000000000b6,0000000000000000002y,000000000000000000nd,814,774,,00000000000000000001,7,,,7
0000000000000000026d,000000000000000000a2,000000000000000001do,000000000000000000oz,2451,2411,,00000000000000000002,4,,,4
000000000000000002ca,00000000000000000097,000000000000000000lo,0000000000000000012l,2191,2151,,00000000000000000003,8,,,8
000000000000000002up,000000000000000000eu,0000000000000000003l,000000000000000001c0,2435,2395,,00000000000000000001,6,,,6
00000000000000000073,000000000000000000lb,000000000000000001lf,000000000000000000qp,1247,1207,,00000000000000000002,2,,,2
0000000000000000016e,000000000000000000lf,000000000000000001fx,000000000000000000w6,1204,1164,,00000000000000000003,5,,,5
000000000000000001t3,000000000000000000fc,0000000000000000005e,0000000000000000017m,1926,1886,,00000000000000000001,0,,,0
0000000000000000007q,0000000000000000006a,0000000000000000013z,0000000000000000011g,1237,1197,,00000000000000000002,1,,,1
000000000000000001o6,000000000000000000n3,0000000000000000013h,0000000000000000008a,614,574,,00000000000000000003,3,,,3
000000000000000001a4,000000000000000000bl,000000000000000000va,0000000000000000003m,2023,1983,,00000000000000000001,7,,,7
000000000000000000i9,000000000000000000kw,00000000000000000167,000000000000000000gi,1711,1671,,00000000000000000002,4,,,4
000000000000000000kx,000000000000000000al,000000000000000001hz,0000000000000000017s,2724,2684,,00000000000000000003,8,,,8
000000000000000001pd,000000000000000000mx,0000000000000000012k,000000000000000000op,1681,1641,,00000000000000000001,6,,,6
0000000000000000006o,00000000000000000079,000000000000000001f0,000000000000000000jr,1226,1186,,00000000000000000002,2,,,2
000000000000000001t9,000000000000000000kc,000000000000000001lp,000000000000000000l4,2343,2303,,00000000000000000003,5,,,5
000000000000000000vy,000000000000000000bq,000000000000000000nd,0000000000000000008i,1176,1136,,00000000000000000001,0,,,0
0000000000000000009q,000000000000000000ke,000000000000000001me,000000000000000001e8,1691,1651,,00000000000000000002,1,,,1
000000000000000000ho,000000000000000000l9,000000000000000001i1,000000000000000000dx,1049,1009,,00000000000000000003,3,,,3
000000000000000001tt,000000000000000000jz,000000000000000000oz,000000000000000000zg,2495,2455,,00000000000000000001,7,,,7
000000000000000000k1,000000000000000000es,0000000000000000012l,00000000000000000080,2790,2750,,00000000000000000002,4,,,4
000000000000000001xr,000000000000000000jv,000000000000000001gn,0000000000000000005d,2178,2138,,00000000000000000003,8,,,8
00000000000000000122,000000000000000000bw,000000000000000001c0,0000000000000000012c,2324,2284,,00000000000000000001,6,,,6
000000000000000000li,0000000000000000000t,000000000000000001ga,0000000000000000011w,2881,2841,,00000000000000000002,2,,,2
000000000000000001uz,000000000000000000ky,000000000000000000qp,000000000000000000bo,2645,2605,,00000000000000000003,5,,,5
000000000000000001nr,000000000000000000c1,000000000000000000w6,000000000000000000rq,1703,1663,,00000000000000000001,0,,,0
000000000000000001uj,0000000000000000004f,000000000000000001lg,0000000000000000018p,1403,1363,,00000000000000000002,1,,,1
000000000000000000xj,0000000000000000002q,000000000000000001hk,000000000000000000ux,401,361,,00000000000000000003,3,,,3
000000000000000000wc,000000000000000000eq,0000000000000000017m,0000000000000000019o,1325,1285,,00000000000000000001,7,,,7
000000000000000001ge,000000000000000000if,0000000000000000011g,0000000000000000002r,1497,1457,,00000000000000000002,4,,,4
000000000000000000x9,0000000000000000002d,0000000000000000008a,000000000000000000aa,2441,2401,,00000000000000000003,8,,,8
000000000000000000fy,0000000000000000005c,0000000000000000003m,000000000000000001eg,1601,1561,,00000000000000000001,6,,,6
000000000000000001j3,000000000000000000hs,000000000000000000gi,000000000000000000q3,2076,2036,,00000000000000000002,2,,,2
000000000000000001af,000000000000000000ds,0000000000000000017s,000000000000000000ma,80,40,,00000000000000000003,5,,,5
0000000000000000022k,000000000000000000lw,000000000000000000op,0000000000000000001f,2400,2360,,00000000000000000001,0,,,0
0000000000000000019l,0000000000000000008k,000000000000000000jr,000000000000000000zj,146,106,,00000000000000000002,1,,,1
000000000000000000wy,0000000000000000009u,000000000000000001hd,0000000000000000016u,1828,1788,,00000000000000000003,3,,,3
000000000000000002t8,0000000000000000003f,000000000000000000l4,000000000000000000pf,820,780,,00000000000000000001,7,,,7
000000000000000001rz,0000000000000000004r,0000000000000000008i,00000000000000000098,169,129,,00000000000000000002,4,,,4
000000000000000000vk,000000000000000000be,000000000000000001jy,0000000000000000001c,2107,2067,,00000000000000000003,8,,,8
0000000000000000019v,000000000000000000fu,000000000000000001e8,00000000000000000101,1909,1869,,00000000000000000001,6,,,6
000000000000000002eh,000000000000000000ja,000000000000000001jc,000000000000000001b8,234,194,,00000000000000000002,2,,,2
000000000000000002qd,000000000000000000ew,000000000000000000dx,0000000000000000006e,1479,1439,,00000000000000000003,5,,,5
000000000000000000s1,000000000000000000mr,000000000000000000zg,0000000000000000001y,1461,1421,,00000000000000000001,0,,,0
000000000000000001w7,0000000000000000002x,00000000000000000080,000000000000000000q0,1166,1126,,00000000000000000002,1,,,1
0000000000000000024e,000000000000000000js,000000000000000001es,0000000000000000007m,1559,1519,,00000000000000000003,3,,,3
000000000000000001ne,0000000000000000009q,0000000000000000005d,0000000000000000011x,2516,2476,,00000000000000000001,7,,,7
000000000000000002fh,0000000000000000000j,0000000000000000012c,000000000000000000db,2732,2692,,00000000000000000002,4,,,4
000000000000000001rg,000000000000000000dq,0000000000000000011w,000000000000000000ld,1983,1943,,00000000000000000003,8,,,8
0000000000000000026x,000000000000000000kg,000000000000000000bo,0000000000000000012g,2298,2258,,00000000000000000001,6,,,6
0000000000000000020d,0000000000000000002r,000000000000000000rq,0000000000000000018g,1428,1388,,00000000000000000002,2,,,2
000000000000000002rq,000000000000000000fg,0000000000000000018p,0000000000000000014v,1876,1836,,00000000000000000003,5,,,5
000000000000000001a7,00000000000000000096,000000000000000000ux,000000000000000000wr,2117,2077,,00000000000000000001,0,,,0
000000000000000002ly,000000000000000000e4,0000000000000000019o,000000000000000000y5,2499,2459,,00000000000000000002,1,,,1
0000000000000000011v,0000000000000000002j,000000000000000001kl,000000000000000000dn,2904,2864,,00000000000000000003,3,,,3
000000000000000000a1,0000000000000000009o,0000000000000000002r,000000000000000000fa,2652,2612,,00000000000000000001,7,,,7
000000000000000000zp,00000000000000000047,000000000000000001mf,000000000000000000vh,881,841,,00000000000000000002,4,,,4
0000000000000000014h,0000000000000000004n,000000000000000000aa,000000000000000000xr,2142,2102,,00000000000000000003,8,,,8
000000000000000001up,0000000000000000008i,000000000000000001eg,0000000000000000019g,1985,1945,,00000000000000000001,6,,,6
0000000000000000017d,0000000000000000000b,000000000000000000q3,000000000000000000px,2769,2729,,00000000000000000002,2,,,2
000000000000000001kk,0000000000000000007y,000000000000000001j8,000000000000000000eh,939,899,,00000000000000000003,5,,,5
00000000000000000014,000000000000000000ad,000000000000000000ma,000000000000000000jy,1429,1389,,00000000000000000001,0,,,0
000000000000000001tk,000000000000000000h5,0000000000000000001f,000000000000000000p2,1935,1895,,00000000000000000002,1,,,1
000000000000000002ma,000000000000000000af,000000000000000001l5,00000000000000000075,1768,1728,,00000000000000000003,3,,,3
0000000000000000002y,000000000000000000il,000000000000000000zj,0000000000000000019z,1922,1882,,00000000000000000001,7,,,7
000000000000000001do,0000000000000000006p,0000000000000000016u,00000000000000000008,1001,961,,00000000000000000002,4,,,4
000000000000000000lo,0000000000000000005w,000000000000000000pf,000000000000000000d4,1198,1158,,00000000000000000003,8,,,8
000000000000000002j7,000000000000000000cz,00000000000000000098,000000000000000000tz,2560,2520,,00000000000000000001,6,,,6
000000000000000002r0,0000000000000000000y,0000000000000000001c,0000000000000000004c,2108,2068,,00000000000000000002,2,,,2
0000000000000000003l,000000000000000000lu,00000000000000000101,000000000000000000qx,1968,1928,,00000000000000000003,5,,,5
000000000000000001lf,00000000000000000074,000000000000000001b8,000000000000000000ka,1610,1570,,00000000000000000001,0,,,0
000000000000000001fx,000000000000000000gq,0000000000000000006e,000000000000000001dw,2607,2567,,00000000000000000002,1,,,1
0000000000000000005e,000000000000000000ed,0000000000000000001y,000000000000000000nw,1388,1348,,00000000000000000003,3,,,3
0000000000000000013z,00000000000000000091,000000000000000001hs,000000000000000000jl,338,298,,00000000000000000001,7,,,7
000000000000000002te,000000000000000000ai,000000000000000000q0,0000000000000000017j,170,130,,00000000000000000002,4,,,4
000000000000000002k1,000000000000000000kr,0000000000000000007m,000000000000000000pc,2255,2215,,00000000000000000003,8,,,8
0000000000000000013h,0000000000000000006z,0000000000000000011x,0000000000000000010y,634,594,,00000000000000000001,6,,,6
000000000000000002x3,000000000000000000d4,000000000000000000db,000000000000000000at,2651,2611,,00000000000000000002,2,,,2
000000000000000002cj,0000000000000000004k,000000000000000000ld,00000000000000000147,2575,2535,,00000000000000000003,5,,,5
000000000000000000va,0000000000000000006c,0000000000000000012g,000000000000000000aj,1616,1576,,00000000000000000001,0,,,0
00000000000000000167,000000000000000000l4,0000000000000000018g,000000000000000001a0,2260,2220,,00000000000000000002,1,,,1
000000000000000001ws,000000000000000000gd,0000000000000000014v,000000000000000000e0,929,889,,00000000000000000003,3,,,3
0000000000000000029d,0000000000000000004z,000000000000000000wr,000000000000000000kf,2456,2416,,00000000000000000001,7,,,7
0000000000000000022s,000000000000000000h6,000000000000000000y5,0000000000000000008q,2486,2446,,00000000000000000002,4,,,4
000000000000000002px,00000000000000000016,000000000000000000dn,00000000000000000163,2215,2175,,00000000000000000003,8,,,8
000000000000000001hz,0000000000000000002b,000000000000000000fa,0000000000000000000q,751,711,,00000000000000000001,6,,,6
000000000000000001qq,0000000000000000003w,000000000000000000vh,0000000000000000016m,1961,1921,,00000000000000000002,2,,,2
000000000000000002ez,000000000000000000h1,000000000000000000xr,000000000000000000cb,2365,2325,,00000000000000000003,5,,,5
0000000000000000012k,000000000000000000mb,0000000000000000019g,000000000000000000rx,2196,2156,,00000000000000000001,0,,,0
000000000000000001f0,000000000000000000je,000000000000000000px,00000000000000000161,800,760,,00000000000000000002,1,,,1
000000000000000001lp,000000000000000000hx,000000000000000000eh,000000000000000000tj,2475,2435,,00000000000000000003,3,,,3
000000000000000001wb,000000000000000000he,000000000000000000jy,000000000000000000e3,346,306,,00000000000000000001,7,,,7
000000000000000002uk,0000000000000000003o,000000000000000001g9,000000000000000000cc,2054,2014,,00000000000000000002,4,,,4
0000000000000000027k,000000000000000000b9,000000000000000000p2,000000000000000000c3,2375,2335,,00000000000000000003,8,,,8
0000000000000000020k,000000000000000000c8,00000000000000000075,000000000000000000cx,2491,2451,,00000000000000000001,6,,,6
000000000000000000nd,0000000000000000009h,0000000000000000019z,0000000000000000013k,1848,1808,,00000000000000000002,2,,,2
00000000000000000293,000000000000000000m2,00000000000000000008,00000000000000000048,2032,1992,,00000000000000000003,5,,,5
000000000000000001me,000000000000000000cw,000000000000000000d4,000000000000000000dj,541,501,,00000000000000000001,0,,,0
000000000000000001i1,000000000000000000em,000000000000000001gc,000000000000000000cz,2803,2763,,00000000000000000002,1,,,1
0000000000000000023t,000000000000000000fj,000000000000000000tz,000000000000000000ui,1316,1276,,00000000000000000003,3,,,3
000000000000000000oz,000000000000000000bc,0000000000000000004c,000000000000000000g5,328,288,,00000000000000000001,7,,,7
000000000000000002bi,000000000000000000ee,000000000000000000qx,000000000000000000t3,1868,1828,,00000000000000000002,4,,,4
0000000000000000012l,0000000000000000009r,000000000000000000ka,000000000000000001c3,233,193,,00000000000000000003,8,,,8
000000000000000001gn,00000000000000000019,000000000000000001dw,0000000000000000012t,1420,1380,,00000000000000000001,6,,,6
000000000000000001c0,0000000000000000004h,000000000000000001h5,0000000000000000007o,1404,1364,,00000000000000000002,2,,,2
000000000000000001ga,00000000000000000046,000000000000000000nw,0000000000000000002c,460,420,,00000000000000000003,5,,,5
000000000000000000qp,000000000000000000dw,000000000000000000jl,000000000000000000v9,1038,998,,00000000000000000001,0,,,0
0000000000000000028n,000000000000000000h7,0000000000000000017j,0000000000000000019i,1649,1609,,00000000000000000002,1,,,1
000000000000000000w6,000000000000000000jy,000000000000000000pc,00000000000000000022,1153,1113,,00000000000000000003,3,,,3
000000000000000001y0,000000000000000000e2,0000000000000000010y,000000000000000000qh,1684,1644,,00000000000000000001,7,,,7
000000000000000002cn,00000000000000000013,000000000000000000at,00000000000000000143,2077,2874,,00000000000000000002,4,,,4
000000000000000001lg,00000000000000000005,00000000000000000147,000000000000000000kj,139,2037,,00000000000000000003,8,,,8
000000000000000001hk,0000000000000000003m,000000000000000000aj,000000000000000000ic,2143,99,,00000000000000000001,6,,,6
000000000000000002u3,0000000000000000009t,000000000000000001a0,0000000000000000014i,410,2103,,00000000000000000002,2,,,2
000000000000000002vl,0000000000000000002p,000000000000000000e0,000000000000000001cl,1856,370,,00000000000000000003,5,,,5
0000000000000000017m,000000000000000000e0,000000000000000000kf,000000000000000000dq,979,1816,,00000000000000000001,0,,,0
000000000000000001zb,000000000000000000in,0000000000000000008q,00000000000000000053,2851,939,,00000000000000000002,1,,,1
0000000000000000011g,00000000000000000085,000000000000000001l9,000000000000000000ly,2028,2811,,00000000000000000003,3,,,3
0000000000000000008a,000000000000000000ff,00000000000000000163,0000000000000000009g,842,1988,,00000000000000000001,7,,,7
0000000000000000003m,0000000000000000008g,0000000000000000000q,0000000000000000001a,91,802,,00000000000000000002,4,,,4
000000000000000001pj,000000000000000000nd,0000000000000000016m,0000000000000000000e,2510,51,,00000000000000000003,8,,,8
000000000000000000gi,000000000000000000it,000000000000000000cb,000000000000000000my,2097,2470,,00000000000000000001,6,,,6
000000000000000002lk,000000000000000000ch,000000000000000000rx,000000000000000000p1,1319,2057,,00000000000000000002,2,,,2
0000000000000000020j,000000000000000000fz,00000000000000000161,000000000000000000ox,1582,1279,,00000000000000000003,5,,,5
000000000000000001yf,000000000000000000mw,000000000000000000tj,0000000000000000007l,955,1542,,00000000000000000001,0,,,0
0000000000000000017s,0000000000000000006j,000000000000000000e3,000000000000000000oc,372,915,,00000000000000000002,1,,,1
00000000000000000295,0000000000000000001k,000000000000000000cc,0000000000000000019t,2192,332,,00000000000000000003,3,,,3
000000000000000001po,000000000000000000cf,000000000000000000c3,000000000000000000rw,88,2152,,00000000000000000001,7,,,7
000000000000000000op,000000000000000000ej,000000000000000000cx,0000000000000000008w,2872,48,,00000000000000000002,4,,,4
000000000000000001v4,000000000000000000dd,0000000000000000013k,000000000000000000nk,1337,2832,,00000000000000000003,8,,,8
000000000000000001vy,000000000000000000b2,000000000000000001hl,000000000000000000so,1740,1297,,00000000000000000001,6,,,6
000000000000000001of,00000000000000000076,00000000000000000048,000000000000000000ni,270,1700,,00000000000000000002,2,,,2
000000000000000000jr,000000000000000000i6,000000000000000000dj,00000000000000000174,110,230,,00000000000000000003,5,,,5
000000000000000001hd,000000000000000000nw,000000000000000000cz,0000000000000000015t,1976,70,,00000000000000000001,0,,,0
000000000000000002im,0000000000000000004i,000000000000000000ui,0000000000000000018c,976,1936,,00000000000000000002,1,,,1
000000000000000001sl,0000000000000000004w,000000000000000001h1,000000000000000001dr,314,936,,00000000000000000003,3,,,3
000000000000000001nw,000000000000000000f0,000000000000000000g5,00000000000000000032,1405,274,,00000000000000000001,7,,,7
000000000000000000l4,000000000000000000lz,000000000000000000t3,0000000000000000011t,519,1365,,00000000000000000002,4,,,4
000000000000000002v4,000000000000000000aq,000000000000000001c3,0000000000000000006r,2828,479,,00000000000000000003,8,,,8
000000000000000001vn,000000000000000000h2,000000000000000001l7,000000000000000000ul,809,2788,,00000000000000000001,6,,,6
000000000000000002r3,000000000000000000n1,0000000000000000012t,0000000000000000016b,2438,769,,00000000000000000002,2,,,2
0000000000000000008i,000000000000000000a5,000000000000000001ko,0000000000000000016a,1424,2398,,00000000000000000003,5,,,5
000000000000000001jy,000000000000000000bd,0000000000000000007o,000000000000000000mn,1640,1384,,00000000000000000001,0,,,0
0000000000000000029w,000000000000000000f4,0000000000000000002c,000000000000000000uh,1511,1600,,00000000000000000002,1,,,1
000000000000000002wr,0000000000000000000i,000000000000000000v9,00000000000000000097,1219,1471,,00000000000000000003,3,,,3
000000000000000001sv,000000000000000000d0,0000000000000000019i,00000000000000000132,1269,1179,,00000000000000000001,7,,,7
000000000000000001w3,0000000000000000001o,000000000000000001hc,000000000000000000nz,2502,1229,,00000000000000000002,4,,,4
000000000000000001e8,000000000000000000fb,000000000000000001f9,000000000000000000oi,2664,2462,,00000000000000000003,8,,,8
000000000000000002ue,0000000000000000005k,00000000000000000022,0000000000000000014b,531,2624,,00000000000000000001,6,,,6
000000000000000001jc,0000000000000000004b,000000000000000000qh,000000000000000001ei,590,491,,00000000000000000002,2,,,2
000000000000000000dx,000000000000000000np,00000000000000000143,000000000000000000xi,2469,550,,00000000000000000003,5,,,5
0000000000000000024r,000000000000000000dl,000000000000000000kj,000000000000000000up,1173,2429,,00000000000000000001,0,,,0
0000000000000000028p,000000000000000000gu,000000000000000000ic,00000000000000000042,1255,1133,,00000000000000000002,1,,,1
000000000000000000zg,000000000000000000h9,0000000000000000014i,000000000000000000ei,1676,1215,,00000000000000000003,3,,,3
00000000000000000080,00000000000000000002,000000000000000001cl,000000000000000000ll,973,1636,,00000000000000000001,7,,,7
000000000000000001es,0000000000000000001g,000000000000000000dq,000000000000000000fi,561,933,,00000000000000000002,4,,,4
0000000000000000005d,0000000000000000009j,00000000000000000053,000000000000000000sw,758,521,,00000000000000000003,8,,,8
0000000000000000012c,000000000000000000ni,000000000000000000ly,0000000000000000010m,2374,718,,00000000000000000001,6,,,6
0000000000000000011w,000000000000000000mf,000000000000000001j6,0000000000000000004s,1921,2334,,00000000000000000002,2,,,2
000000000000000000bo,000000000000000000ma,000000000000000001jv,0000000000000000003x,942,1881,,00000000000000000003,5,,,5
000000000000000000rq,000000000000000000io,0000000000000000009g,000000000000000000da,2314,902,,00000000000000000001,0,,,0
0000000000000000018p,0000000000000000008v,0000000000000000001a,000000000000000000oa,297,2274,,00000000000000000002,1,,,1
000000000000000002tl,00000000000000000066,0000000000000000000e,0000000000000000016j,1695,257,,00000000000000000003,3,,,3
000000000000000000ux,000000000000000000k7,000000000000000000my,0000000000000000007e,48,1655,,00000000000000000001,7,,,7
0000000000000000019o,000000000000000000kk,000000000000000000p1,0000000000000000010e,512,8,,00000000000000000002,4,,,4
0000000000000000027u,0000000000000000001x,000000000000000000ox,000000000000000000nb,1924,472,,00000000000000000003,8,,,8
000000000000000001kl,000000000000000000lt,0000000000000000007l,000000000000000001bv,1119,1884,,00000000000000000001,6,,,6
0000000000000000002r,0000000000000000006e,000000000000000000oc,00000000000000000183,2399,1079,,00000000000000000002,2,,,2
000000000000000001mf,0000000000000000002m,0000000000000000019t,000000000000000000df,196,2359,,00000000000000000003,5,,,5
000000000000000000aa,000000000000000000bu,000000000000000000rw,00000000000000000043,2698,156,,00000000000000000001,0,,,0
000000000000000001eg,000000000000000000bf,0000000000000000008w,0000000000000000011i,1009,2658,,00000000000000000002,1,,,1
000000000000000000q3,000000000000000000gk,000000000000000000nk,0000000000000000008f,770,969,,00000000000000000003,3,,,3
00000000000000000263,000000000000000000a1,000000000000000000so,0000000000000000005l,1836,730,,00000000000000000001,7,,,7
000000000000000001j8,0000000000000000008h,000000000000000000ni,000000000000000000ev,2704,1796,,00000000000000000002,4,,,4
0000000000000000029u,000000000000000000o3,00000000000000000174,0000000000000000016w,2798,2664,,00000000000000000003,8,,,8
000000000000000002un,0000000000000000009k,0000000000000000015t,000000000000000000sp,2650,2758,,00000000000000000001,6,,,6
