stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000004ra,000000000000000001pa,000000000000000002wi,000000000000000003cx,2689,2649,,0000000000000000000k,48,,,48
00000000000000000j1h,0000000000000000001r,00000000000000000809,0000000000000000041z,15823,15783,,0000000000000000000c,39,,,39
0000000000000000058n,000000000000000002v9,000000000000000008lz,000000000000000007mp,1340,1300,,0000000000000000000a,40,,,40
0000000000000000092o,000000000000000003nh,000000000000000000b1,00000000000000000077,14631,14591,,00000000000000000006,23,,,23
00000000000000000h0z,0000000000000000034j,000000000000000006wj,0000000000000000043a,13142,13102,,00000000000000000005,50,,,50
0000000000000000087t,000000000000000001ac,0000000000000000099d,000000000000000001t7,13724,13684,,00000000000000000003,53,,,53
00000000000000000ae3,000000000000000001qg,0000000000000000037f,0000000000000000074b,11469,11429,,0000000000000000000j,19,,,19
000000000000000007o2,000000000000000001yl,00000000000000000488,0000000000000000068p,7917,7877,,0000000000000000000g,38,,,38
000000000000000003ss,000000000000000002b1,000000000000000003cx,000000000000000007pd,6217,6177,,0000000000000000000b,44,,,44
000000000000000002fj,0000000000000000031i,0000000000000000041z,000000000000000005un,1118,1078,,00000000000000000008,11,,,11
00000000000000000ggg,000000000000000001v5,000000000000000007mp,0000000000000000044h,14597,14557,,0000000000000000000h,26,,,26
00000000000000000bz6,000000000000000001xl,00000000000000000077,0000000000000000003r,18775,18735,,0000000000000000000i,9,,,9
000000000000000002f6,000000000000000002xs,0000000000000000043a,000000000000000004jz,12618,12578,,0000000000000000000d,5,,,5
000000000000000003zf,000000000000000003hi,000000000000000009w4,000000000000000003h3,6418,6378,,0000000000000000000f,41,,,41
00000000000000000j5s,000000000000000002i7,000000000000000001t7,000000000000000004gl,10027,9987,,00000000000000000004,37,,,37
0000000000000000072k,00000000000000000140,0000000000000000074b,00000000000000000578,16822,16782,,00000000000000000009,43,,,43
00000000000000000dli,000000000000000003s8,0000000000000000068p,000000000000000007cf,11614,11574,,00000000000000000002,4,,,4
0000000000000000021l,0000000000000000035j,000000000000000007pd,000000000000000002q1,864,824,,0000000000000000000e,34,,,34
00000000000000000c6f,000000000000000000qt,000000000000000005un,000000000000000007j0,6463,6423,,00000000000000000001,42,,,42
00000000000000000ey4,000000000000000001mc,0000000000000000044h,000000000000000001d9,15650,15610,,00000000000000000007,2,,,2
00000000000000000104,000000000000000002y0,0000000000000000003r,000000000000000001xs,943,903,,0000000000000000000k,20,,,20
00000000000000000b9b,000000000000000003um,000000000000000004jz,00000000000000000632,18560,18520,,0000000000000000000c,45,,,45
00000000000000000a3y,0000000000000000038v,000000000000000003h3,000000000000000006g3,3802,3762,,0000000000000000000a,18,,,18
00000000000000000ak4,000000000000000003c6,000000000000000004gl,0000000000000000099n,10417,10377,,00000000000000000006,31,,,31
000000000000000008th,000000000000000003wj,00000000000000000578,0000000000000000052n,11199,11159,,00000000000000000005,21,,,21
0000000000000000062t,000000000000000004al,000000000000000007cf,000000000000000000s0,437,397,,00000000000000000003,52,,,52
000000000000000004rl,000000000000000003l0,000000000000000002q1,000000000000000002wq,8987,8947,,0000000000000000000j,51,,,51
000000000000000000ty,000000000000000002xr,000000000000000007j0,000000000000000007i6,12041,12001,,0000000000000000000g,22,,,22
00000000000000000exx,000000000000000003fv,000000000000000001d9,0000000000000000090z,4195,4155,,0000000000000000000b,59,,,59
00000000000000000b8d,0000000000000000028j,00000000000000000akj,0000000000000000063t,5520,5480,,00000000000000000008,15,,,15
00000000000000000hi9,000000000000000000pm,000000000000000001xs,000000000000000002c6,4393,4353,,0000000000000000000h,10,,,10
00000000000000000egf,000000000000000003d7,00000000000000000632,000000000000000004r1,5295,5255,,0000000000000000000i,33,,,33
000000000000000009pe,000000000000000001d5,000000000000000006g3,000000000000000003ca,9929,9889,,0000000000000000000d,35,,,35
000000000000000004x6,000000000000000003bh,0000000000000000099n,0000000000000000011q,16321,16281,,0000000000000000000f,49,,,49
000000000000000007pf,000000000000000002rk,0000000000000000052n,000000000000000003pe,299,259,,00000000000000000004,46,,,46
00000000000000000cy6,0000000000000000010d,00000000000000000a5l,000000000000000004u1,5342,5302,,00000000000000000009,25,,,25
000000000000000008xi,000000000000000002no,000000000000000000s0,000000000000000004ph,12860,12820,,00000000000000000002,29,,,29
000000000000000000mw,000000000000000002cw,000000000000000002wq,000000000000000000n4,2387,2347,,0000000000000000000e,7,,,7
000000000000000004yf,0000000000000000004y,000000000000000009i1,00000000000000000116,18456,18416,,00000000000000000001,55,,,55
00000000000000000c1m,000000000000000000dr,000000000000000007i6,000000000000000005lr,9267,9227,,00000000000000000007,16,,,16
000000000000000000p3,000000000000000001gj,0000000000000000090z,00000000000000000106,8129,8089,,0000000000000000000k,17,,,17
00000000000000000eag,0000000000000000015g,000000000000000009wr,0000000000000000026c,10025,9985,,0000000000000000000c,24,,,24
000000000000000002wi,0000000000000000000j,0000000000000000063t,000000000000000003q7,16338,16298,,0000000000000000000a,12,,,12
00000000000000000809,000000000000000000v5,000000000000000002c6,000000000000000006au,7623,7583,,00000000000000000006,30,,,30
000000000000000008lz,000000000000000000e4,000000000000000004r1,000000000000000008fp,5385,5345,,00000000000000000005,14,,,14
000000000000000000b1,000000000000000002of,000000000000000003ca,00000000000000000378,15230,15190,,00000000000000000003,3,,,3
000000000000000006wj,000000000000000003l5,00000000000000000ags,000000000000000002x6,175,135,,0000000000000000000j,27,,,27
0000000000000000099d,0000000000000000035y,0000000000000000011q,000000000000000008o5,5943,5903,,0000000000000000000g,58,,,58
0000000000000000037f,000000000000000001fe,000000000000000009qj,000000000000000006s3,4543,4503,,0000000000000000000b,8,,,8
00000000000000000488,0000000000000000044l,00000000000000000atd,000000000000000007zt,5821,5781,,00000000000000000008,36,,,36
00000000000000000g9x,0000000000000000045a,000000000000000003pe,000000000000000005mf,6780,6740,,0000000000000000000h,56,,,56
000000000000000003cx,000000000000000002xv,000000000000000009el,0000000000000000003h,9559,9519,,0000000000000000000i,57,,,57
00000000000000000gjp,000000000000000003mf,000000000000000004u1,00000000000000000627,3569,3529,,0000000000000000000d,1,,,1
0000000000000000041z,000000000000000001fs,000000000000000004ph,000000000000000000np,9796,9756,,0000000000000000000f,13,,,13
000000000000000007mp,0000000000000000034g,000000000000000000n4,000000000000000004yc,1813,1773,,00000000000000000004,54,,,54
00000000000000000gzr,000000000000000000y8,00000000000000000116,0000000000000000060x,13739,13699,,00000000000000000009,47,,,47
00000000000000000ck9,0000000000000000021b,000000000000000009ta,000000000000000006d0,15099,15059,,00000000000000000002,32,,,32
00000000000000000077,000000000000000004bg,000000000000000005lr,00000000000000000798,15600,15560,,0000000000000000000e,28,,,28
0000000000000000043a,000000000000000003n7,00000000000000000aci,000000000000000000qz,15962,15922,,00000000000000000001,0,,,0
00000000000000000i05,0000000000000000026d,00000000000000000106,000000000000000002z8,2552,2512,,00000000000000000007,6,,,6
000000000000000009w4,000000000000000002ca,0000000000000000026c,000000000000000008lk,7926,7886,,0000000000000000000k,48,,,48
000000000000000001t7,00000000000000000329,000000000000000003q7,000000000000000004xf,8395,8355,,0000000000000000000c,39,,,39
00000000000000000e7k,0000000000000000033e,00000000000000000ayd,000000000000000007v9,12051,12011,,0000000000000000000a,40,,,40
0000000000000000074b,000000000000000002up,000000000000000006au,0000000000000000004k,6615,6575,,00000000000000000006,23,,,23
00000000000000000idc,00000000000000000073,000000000000000008fp,0000000000000000038w,13201,13161,,00000000000000000005,50,,,50
0000000000000000068p,000000000000000003vy,00000000000000000378,000000000000000007ym,19053,19013,,00000000000000000003,53,,,53
000000000000000007pd,000000000000000003va,000000000000000002x6,000000000000000008aa,1048,1008,,0000000000000000000j,19,,,19
00000000000000000ckq,000000000000000004c7,000000000000000008o5,000000000000000008as,16585,16545,,0000000000000000000g,38,,,38
000000000000000005un,0000000000000000016e,00000000000000000ao8,0000000000000000027u,3810,3770,,0000000000000000000b,44,,,44
0000000000000000044h,000000000000000001t3,000000000000000006s3,00000000000000000633,12353,12313,,00000000000000000008,11,,,11
00000000000000000bpy,0000000000000000007q,000000000000000007zt,000000000000000006mt,9766,9726,,0000000000000000000h,26,,,26
0000000000000000003r,0000000000000000046r,000000000000000005mf,0000000000000000030e,14676,14636,,0000000000000000000i,9,,,9
000000000000000004jz,000000000000000001o6,0000000000000000003h,000000000000000007m9,17031,16991,,0000000000000000000d,5,,,5
000000000000000003h3,000000000000000003j3,00000000000000000627,000000000000000000h5,11739,11699,,0000000000000000000f,41,,,41
000000000000000004gl,000000000000000003fa,000000000000000000np,000000000000000000ex,12883,12843,,00000000000000000004,37,,,37
00000000000000000j7s,000000000000000001a4,000000000000000004yc,000000000000000006o3,7953,7913,,00000000000000000009,43,,,43
00000000000000000578,000000000000000003et,0000000000000000060x,000000000000000008n1,14929,14889,,00000000000000000002,4,,,4
000000000000000007cf,000000000000000000i9,000000000000000009ot,000000000000000007eh,3070,3030,,0000000000000000000e,34,,,34
000000000000000002q1,0000000000000000046l,000000000000000006d0,000000000000000008j9,17325,17285,,00000000000000000001,42,,,42
000000000000000007j0,000000000000000000kx,00000000000000000798,000000000000000008hv,6197,6157,,00000000000000000007,2,,,2
000000000000000001d9,000000000000000003e7,000000000000000000qz,000000000000000004w1,4370,4330,,0000000000000000000k,20,,,20
00000000000000000akj,000000000000000001pd,000000000000000002z8,000000000000000006w7,19002,18962,,0000000000000000000c,45,,,45
00000000000000000bmb,0000000000000000006o,000000000000000008lk,000000000000000008dk,15799,15759,,0000000000000000000a,18,,,18
00000000000000000c08,0000000000000000037d,000000000000000004xf,000000000000000001wv,13604,13564,,00000000000000000006,31,,,31
00000000000000000caa,000000000000000003qz,00000000000000000asg,000000000000000007oj,1398,1358,,00000000000000000005,21,,,21
000000000000000001xs,000000000000000001t9,000000000000000007v9,000000000000000006z2,18163,18123,,00000000000000000003,52,,,52
00000000000000000632,000000000000000000vy,0000000000000000004k,00000000000000000317,12659,12619,,0000000000000000000j,51,,,51
000000000000000006g3,0000000000000000009q,0000000000000000038w,000000000000000006b6,15986,15946,,0000000000000000000g,22,,,22
00000000000000000guy,000000000000000000ho,000000000000000007ym,0000000000000000056t,14057,14017,,0000000000000000000b,59,,,59
00000000000000000h47,000000000000000001tt,00000000000000000aql,0000000000000000001a,4842,4802,,00000000000000000008,15,,,15
00000000000000000j9p,000000000000000000k1,000000000000000008aa,000000000000000008l8,15932,15892,,0000000000000000000h,10,,,10
0000000000000000099n,000000000000000001xr,000000000000000008as,000000000000000002pm,12229,12189,,0000000000000000000i,33,,,33
0000000000000000052n,000000000000000003m0,0000000000000000027u,0000000000000000046l,15222,15182,,0000000000000000000d,35,,,35
00000000000000000a5l,00000000000000000122,00000000000000000633,0000000000000000094z,17254,17214,,0000000000000000000f,49,,,49
00000000000000000eo5,000000000000000000li,000000000000000006mt,000000000000000005wu,6305,6265,,00000000000000000004,46,,,46
000000000000000000s0,000000000000000004cm,0000000000000000030e,0000000000000000030j,16125,16085,,00000000000000000009,25,,,25
00000000000000000fsv,000000000000000001uz,000000000000000007m9,0000000000000000022k,6141,6101,,00000000000000000002,29,,,29
00000000000000000crl,000000000000000001nr,000000000000000000h5,000000000000000005lz,872,832,,0000000000000000000e,7,,,7
000000000000000002wq,000000000000000001uj,000000000000000000ex,000000000000000004om,1378,1338,,00000000000000000001,55,,,55
000000000000000009i1,000000000000000000xj,000000000000000006o3,000000000000000008my,12758,12718,,00000000000000000007,16,,,16
000000000000000007i6,000000000000000000wc,000000000000000008n1,000000000000000006ub,16798,16758,,0000000000000000000k,17,,,17
00000000000000000bak,00000000000000000319,000000000000000007eh,000000000000000008lp,17238,17198,,0000000000000000000c,24,,,24
00000000000000000d3z,000000000000000001ge,000000000000000008j9,00000000000000000829,7303,7263,,0000000000000000000a,12,,,12
0000000000000000090z,000000000000000000x9,000000000000000008hv,000000000000000007g0,17057,17017,,00000000000000000006,30,,,30
00000000000000000f6r,000000000000000000fy,000000000000000004w1,000000000000000006kq,18031,17991,,00000000000000000005,14,,,14
000000000000000009wr,000000000000000002yt,000000000000000006w7,000000000000000005so,15425,15385,,00000000000000000003,3,,,3
0000000000000000063t,000000000000000003xa,00000000000000000a0b,000000000000000003bo,15182,15142,,0000000000000000000j,27,,,27
00000000000000000bhl,000000000000000001j3,000000000000000008dk,000000000000000002b9,13450,13410,,0000000000000000000g,58,,,58
000000000000000002c6,000000000000000001af,00000000000000000axn,000000000000000008ir,1342,1302,,0000000000000000000b,8,,,8
00000000000000000dc5,0000000000000000022k,000000000000000001wv,00000000000000000277,15115,15075,,00000000000000000008,36,,,36
000000000000000004r1,0000000000000000019l,000000000000000007oj,000000000000000006uy,2860,2820,,0000000000000000000h,56,,,56
000000000000000003ca,000000000000000000wy,000000000000000006z2,00000000000000000028,17244,17204,,0000000000000000000i,57,,,57
00000000000000000emq,000000000000000004b2,00000000000000000317,000000000000000007y0,4871,4831,,0000000000000000000d,1,,,1
00000000000000000c5r,000000000000000002t8,000000000000000006b6,000000000000000001lo,14237,14197,,0000000000000000000f,13,,,13
00000000000000000ags,000000000000000003qp,0000000000000000056t,000000000000000001u1,8206,8166,,00000000000000000004,54,,,54
0000000000000000011q,000000000000000001rz,0000000000000000001a,000000000000000001w4,10973,10933,,00000000000000000009,47,,,47
00000000000000000dzf,000000000000000000vk,000000000000000008l8,000000000000000001hn,4188,4148,,00000000000000000002,32,,,32
00000000000000000i5p,0000000000000000019v,000000000000000002pm,000000000000000006gp,3826,3786,,0000000000000000000e,28,,,28
000000000000000009qj,000000000000000002eh,000000000000000009mi,000000000000000004t2,16225,16185,,00000000000000000001,0,,,0
00000000000000000fi5,000000000000000002qd,0000000000000000046l,000000000000000005vj,16693,16653,,00000000000000000007,6,,,6
00000000000000000cay,000000000000000000s1,0000000000000000094z,000000000000000008k7,11277,11237,,0000000000000000000k,48,,,48
00000000000000000atd,000000000000000001w7,000000000000000005wu,000000000000000001dd,13872,13832,,0000000000000000000c,39,,,39
000000000000000003pe,000000000000000003nv,0000000000000000030j,00000000000000000900,8827,8787,,0000000000000000000a,40,,,40
00000000000000000c9g,0000000000000000024e,0000000000000000022k,000000000000000006h5,16199,16159,,00000000000000000006,23,,,23
00000000000000000hgg,000000000000000001ne,000000000000000005lz,000000000000000007tv,10401,10361,,00000000000000000005,50,,,50
000000000000000009el,000000000000000002fh,000000000000000004om,000000000000000001v5,7327,7287,,00000000000000000003,53,,,53
00000000000000000bpq,000000000000000004dd,000000000000000008my,000000000000000003e3,165,125,,0000000000000000000j,19,,,19
00000000000000000da6,00000000000000000338,000000000000000006ub,00000000000000000864,7895,7855,,0000000000000000000g,38,,,38
000000000000000004u1,000000000000000001rg,00000000000000000akb,0000000000000000010y,893,853,,0000000000000000000b,44,,,44
00000000000000000cet,000000000000000003ll,00000000000000000a4j,000000000000000006er,6460,6420,,00000000000000000008,11,,,11
000000000000000004ph,000000000000000003w6,000000000000000009i5,000000000000000007wa,7849,7809,,0000000000000000000h,26,,,26
000000000000000000n4,0000000000000000026x,000000000000000008lp,0000000000000000022a,12597,12557,,0000000000000000000i,9,,,9
00000000000000000116,0000000000000000020d,00000000000000000829,000000000000000007hj,8284,8244,,0000000000000000000d,5,,,5
00000000000000000icr,000000000000000002rq,000000000000000007g0,0000000000000000043z,9444,9404,,0000000000000000000f,41,,,41
00000000000000000fhq,000000000000000001a7,000000000000000006kq,000000000000000008l6,1011,971,,00000000000000000004,37,,,37
000000000000000009ta,000000000000000003qx,000000000000000005so,000000000000000008ys,3900,3860,,00000000000000000009,43,,,43
00000000000000000cxi,0000000000000000045u,000000000000000003bo,00000000000000000984,15789,15749,,00000000000000000002,4,,,4
00000000000000000d9q,000000000000000002ly,000000000000000002b9,000000000000000003bk,11184,11144,,0000000000000000000e,34,,,34
000000000000000005lr,000000000000000003ha,000000000000000008ir,000000000000000008wu,17678,17638,,00000000000000000001,42,,,42
00000000000000000d4p,0000000000000000011v,00000000000000000277,0000000000000000016i,16876,16836,,00000000000000000007,2,,,2
00000000000000000dvr,000000000000000000a1,000000000000000009xk,0000000000000000006g,6427,6387,,0000000000000000000k,20,,,20
00000000000000000i82,000000000000000000zp,00000000000000000a6i,000000000000000004rx,14024,13984,,0000000000000000000c,45,,,45
00000000000000000bvd,000000000000000004g6,000000000000000006uy,000000000000000007hy,10237,10197,,0000000000000000000a,18,,,18
00000000000000000hsj,000000000000000003y1,00000000000000000028,0000000000000000062v,204,164,,00000000000000000006,31,,,31
00000000000000000f2y,0000000000000000014h,00000000000000000a12,00000000000000000551,4248,4208,,00000000000000000005,21,,,21
00000000000000000bom,000000000000000003yh,000000000000000007y0,0000000000000000096y,18346,18306,,00000000000000000003,52,,,52
00000000000000000aci,000000000000000001up,000000000000000001lo,0000000000000000085h,15952,15912,,0000000000000000000j,51,,,51
00000000000000000f6p,0000000000000000017d,000000000000000001u1,000000000000000007sj,18265,18225,,0000000000000000000g,22,,,22
00000000000000000106,000000000000000001kk,000000000000000001w4,00000000000000000331,10358,10318,,0000000000000000000b,59,,,59
00000000000000000bmr,00000000000000000014,000000000000000001hn,000000000000000007gr,13957,13917,,00000000000000000008,15,,,15
0000000000000000026c,000000000000000001tk,000000000000000006gp,00000000000000000653,10778,10738,,0000000000000000000h,10,,,10
00000000000000000d9w,0000000000000000045v,000000000000000004t2,000000000000000000l6,10796,10756,,0000000000000000000i,33,,,33
000000000000000003q7,000000000000000003kt,000000000000000005vj,00000000000000000963,2914,2874,,0000000000000000000d,35,,,35
00000000000000000ayd,000000000000000002ma,000000000000000008k7,00000000000000000620,7927,7887,,0000000000000000000f,49,,,49
000000000000000006au,0000000000000000002y,000000000000000001dd,000000000000000008tc,8637,8597,,00000000000000000004,46,,,46
00000000000000000evi,000000000000000003th,00000000000000000apb,000000000000000004si,3942,3902,,00000000000000000009,25,,,25
000000000000000008fp,000000000000000001do,000000000000000009jt,00000000000000000253,9913,9873,,00000000000000000002,29,,,29
00000000000000000378,0000000000000000046m,00000000000000000900,000000000000000007w1,17061,17021,,0000000000000000000e,7,,,7
000000000000000002x6,000000000000000000lo,000000000000000006h5,000000000000000005i4,18999,18959,,00000000000000000001,55,,,55
00000000000000000chl,000000000000000002j7,000000000000000009yj,000000000000000007qn,657,617,,00000000000000000007,16,,,16
00000000000000000cul,000000000000000002r0,000000000000000007tv,000000000000000000eu,577,537,,0000000000000000000k,17,,,17
000000000000000008o5,0000000000000000003l,000000000000000009ic,000000000000000000qf,8683,8643,,0000000000000000000c,24,,,24
00000000000000000evd,0000000000000000044y,000000000000000001v5,000000000000000006qc,18126,18086,,0000000000000000000a,12,,,12
00000000000000000ao8,000000000000000001lf,00000000000000000a67,000000000000000008ll,11237,11197,,00000000000000000006,30,,,30
000000000000000006s3,000000000000000001fx,000000000000000003e3,000000000000000003wu,9633,9593,,00000000000000000005,14,,,14
00000000000000000cgv,0000000000000000005e,00000000000000000asn,0000000000000000085p,11101,11061,,00000000000000000003,3,,,3
000000000000000007zt,0000000000000000013z,00000000000000000864,000000000000000001vt,11051,11011,,0000000000000000000j,27,,,27
000000000000000005mf,000000000000000003ql,0000000000000000010y,0000000000000000045o,6377,6337,,0000000000000000000g,58,,,58
00000000000000000gwe,000000000000000004d7,000000000000000006er,000000000000000002z5,8975,8935,,0000000000000000000b,8,,,8
0000000000000000003h,000000000000000002te,000000000000000007wa,000000000000000007gu,13011,12971,,00000000000000000008,36,,,36
00000000000000000fnd,0000000000000000040j,000000000000000009m6,0000000000000000045r,10896,10856,,0000000000000000000h,56,,,56
00000000000000000627,000000000000000002k1,0000000000000000022a,000000000000000003jb,14211,14171,,0000000000000000000i,57,,,57
000000000000000000np,00000000000000000446,000000000000000007hj,000000000000000006zh,2519,2479,,0000000000000000000d,1,,,1
000000000000000004yc,000000000000000003gp,0000000000000000043z,0000000000000000047c,9995,9955,,0000000000000000000f,13,,,13
0000000000000000060x,000000000000000003lp,00000000000000000avk,000000000000000002xl,9078,9038,,00000000000000000004,54,,,54
000000000000000009ot,0000000000000000042q,000000000000000008l6,000000000000000008dc,3971,3931,,00000000000000000009,47,,,47
00000000000000000fhz,0000000000000000013h,000000000000000008ys,0000000000000000053y,8218,8178,,00000000000000000002,32,,,32
000000000000000006d0,000000000000000002x3,00000000000000000984,000000000000000001ws,15945,15905,,0000000000000000000e,28,,,28
00000000000000000g8w,000000000000000002cj,000000000000000003bk,00000000000000000036,6765,6725,,00000000000000000001,0,,,0
00000000000000000798,0000000000000000042l,00000000000000000a9f,000000000000000008c0,16074,16034,,00000000000000000007,6,,,6
00000000000000000ex3,000000000000000000va,000000000000000008wu,00000000000000000304,15522,15482,,0000000000000000000k,48,,,48
000000000000000000qz,000000000000000003un,0000000000000000016i,000000000000000003m4,86,46,,0000000000000000000c,39,,,39
