trip_id,start_time,end_time,headway_secs,exact_times
000000000000000000bo,0000000000000000006u,0000000000000000001j,508,0
000000000000000000rq,0000000000000000009i,000000000000000000bp,349,0
0000000000000000018p,0000000000000000003n,0000000000000000001m,538,0
000000000000000000ux,000000000000000000aj,0000000000000000008u,407,0
0000000000000000019o,0000000000000000001r,0000000000000000005g,264,0
000000000000000001kl,0000000000000000005u,0000000000000000001f,346,0
0000000000000000002r,000000000000000000bj,0000000000000000008t,460,0
000000000000000001mf,00000000000000000012,0000000000000000004q,397,0
000000000000000000aa,0000000000000000005i,000000000000000000ao,461,0
000000000000000001eg,0000000000000000002v,0000000000000000007j,423,0
000000000000000000q3,00000000000000000007,0000000000000000006u,444,0
000000000000000001j8,00000000000000000052,0000000000000000009i,223,0
000000000000000000ma,0000000000000000008e,0000000000000000003n,289,0
0000000000000000001f,0000000000000000009a,000000000000000000aj,207,0
000000000000000001wm,0000000000000000000m,0000000000000000001r,270,0
000000000000000001l5,00000000000000000069,0000000000000000005u,502,0
000000000000000000zj,00000000000000000095,000000000000000000bj,480,0
0000000000000000016u,0000000000000000001w,00000000000000000012,409,0
000000000000000000pf,0000000000000000005f,0000000000000000005i,183,0
00000000000000000098,0000000000000000000p,0000000000000000002v,258,0
000000000000000001ns,00000000000000000094,00000000000000000007,190,0
0000000000000000001c,0000000000000000004p,00000000000000000052,440,0
00000000000000000101,0000000000000000009y,0000000000000000008e,374,0
000000000000000001b8,0000000000000000006b,0000000000000000009a,513,0
0000000000000000006e,0000000000000000002c,0000000000000000000m,281,0
0000000000000000001y,0000000000000000004m,00000000000000000069,525,0
000000000000000001hs,0000000000000000007s,00000000000000000095,321,0
000000000000000000q0,00000000000000000061,000000000000000000bs,292,0
0000000000000000007m,000000000000000000ar,0000000000000000001w,217,0
0000000000000000011x,0000000000000000007t,0000000000000000005f,479,0
000000000000000000db,0000000000000000006r,0000000000000000000p,504,0
000000000000000000ld,0000000000000000007c,00000000000000000094,532,0
000000000000000001um,00000000000000000017,0000000000000000004p,251,0
0000000000000000012g,00000000000000000031,0000000000000000009y,399,0
0000000000000000018g,0000000000000000000r,0000000000000000006b,259,0
0000000000000000014v,0000000000000000002i,0000000000000000002c,216,0
000000000000000000wr,0000000000000000008y,0000000000000000004m,300,0
000000000000000000y5,0000000000000000008c,0000000000000000007s,273,0
000000000000000001we,0000000000000000006d,00000000000000000061,490,0
000000000000000000dn,00000000000000000003,000000000000000000ar,383,0
000000000000000000fa,00000000000000000026,0000000000000000007t,413,0
000000000000000001vh,0000000000000000000a,0000000000000000006r,184,0
000000000000000000vh,00000000000000000078,0000000000000000007c,284,0
000000000000000000xr,0000000000000000005e,00000000000000000017,515,0
0000000000000000019g,00000000000000000099,00000000000000000031,318,0
000000000000000000px,0000000000000000002t,0000000000000000000r,368,0
000000000000000000eh,0000000000000000009l,0000000000000000002i,363,0
000000000000000000jy,0000000000000000003x,0000000000000000008y,313,0
000000000000000001su,00000000000000000034,0000000000000000008c,287,0
000000000000000001g9,00000000000000000011,0000000000000000006d,472,0
000000000000000000p2,0000000000000000008b,000000000000000000bv,228,0
000000000000000001r6,00000000000000000090,00000000000000000003,419,0
00000000000000000075,0000000000000000009s,00000000000000000026,340,0
0000000000000000019z,0000000000000000001z,0000000000000000000a,304,0
00000000000000000008,00000000000000000063,00000000000000000078,377,0
000000000000000000d4,00000000000000000027,0000000000000000005e,257,0
000000000000000001gc,00000000000000000010,00000000000000000099,463,0
000000000000000000tz,0000000000000000003c,0000000000000000002t,475,0
000000000000000001tj,0000000000000000002l,0000000000000000009l,422,0
0000000000000000004c,000000000000000000b4,0000000000000000003x,418,0
000000000000000000qx,0000000000000000008m,00000000000000000034,314,0
000000000000000000ka,0000000000000000005n,00000000000000000011,358,0
000000000000000001dw,0000000000000000006h,0000000000000000008b,437,0
000000000000000001h5,00000000000000000004,00000000000000000090,364,0
000000000000000000nw,0000000000000000002w,0000000000000000009s,457,0
000000000000000000jl,0000000000000000009b,0000000000000000001z,319,0
0000000000000000017j,0000000000000000003u,00000000000000000063,307,0
000000000000000001ue,00000000000000000058,00000000000000000027,455,0
000000000000000000pc,00000000000000000053,00000000000000000010,267,0
000000000000000001w5,0000000000000000003p,0000000000000000003c,424,0
000000000000000001rb,0000000000000000002z,0000000000000000002l,470,0
0000000000000000010y,00000000000000000084,000000000000000000b4,474,0
000000000000000000at,000000000000000000bm,0000000000000000008m,435,0
00000000000000000147,0000000000000000001c,0000000000000000005n,526,0
000000000000000000aj,0000000000000000006n,0000000000000000006h,233,0
000000000000000001t7,0000000000000000004g,00000000000000000004,549,0
000000000000000001zq,0000000000000000003g,0000000000000000002w,401,0
000000000000000001q1,0000000000000000005h,0000000000000000009b,244,0
000000000000000001a0,00000000000000000025,0000000000000000003u,495,0
000000000000000000e0,0000000000000000007v,00000000000000000058,298,0
000000000000000001v3,00000000000000000087,00000000000000000053,221,0
000000000000000001ub,0000000000000000006q,000000000000000000c0,237,0
000000000000000000kf,0000000000000000006m,0000000000000000003p,370,0
0000000000000000008q,0000000000000000003q,000000000000000000bz,477,0
000000000000000001r3,0000000000000000004y,0000000000000000002z,453,0
000000000000000001l9,00000000000000000075,00000000000000000084,215,0
00000000000000000163,00000000000000000054,000000000000000000bm,213,0
0000000000000000000q,0000000000000000007p,0000000000000000001c,290,0
0000000000000000016m,0000000000000000003v,0000000000000000006n,296,0
000000000000000000cb,0000000000000000003j,0000000000000000004g,282,0
000000000000000000rx,0000000000000000007n,0000000000000000003g,520,0
00000000000000000161,0000000000000000002f,0000000000000000005h,305,0
000000000000000000tj,0000000000000000006s,00000000000000000025,403,0
000000000000000000e3,00000000000000000082,0000000000000000007v,442,0
000000000000000000cc,00000000000000000086,00000000000000000087,306,0
000000000000000000c3,00000000000000000073,0000000000000000006q,429,0
000000000000000000cx,0000000000000000009m,0000000000000000006m,256,0
0000000000000000013k,0000000000000000001h,0000000000000000003q,386,0
000000000000000001hl,000000000000000000a9,0000000000000000004y,491,0
00000000000000000048,00000000000000000065,00000000000000000075,194,0
000000000000000000dj,0000000000000000001s,00000000000000000054,544,0
000000000000000001zz,0000000000000000008r,0000000000000000007p,395,0
000000000000000000cz,0000000000000000003a,0000000000000000003v,224,0
000000000000000001tn,00000000000000000015,0000000000000000003j,315,0
000000000000000000ui,0000000000000000001l,0000000000000000007n,316,0
000000000000000001h1,0000000000000000005a,0000000000000000002f,297,0
000000000000000001yy,00000000000000000089,0000000000000000006s,195,0
000000000000000000g5,0000000000000000007l,00000000000000000082,230,0
000000000000000000t3,0000000000000000000z,00000000000000000086,471,0
000000000000000001c3,0000000000000000000x,00000000000000000073,193,0
000000000000000001l7,00000000000000000032,0000000000000000009m,518,0
0000000000000000012t,00000000000000000038,0000000000000000001h,348,0
000000000000000001tr,000000000000000000aw,000000000000000000a9,512,0
000000000000000001ko,0000000000000000002u,00000000000000000065,365,0
0000000000000000007o,0000000000000000009g,0000000000000000001s,535,0
0000000000000000002c,0000000000000000003h,000000000000000000c7,329,0
000000000000000001p5,00000000000000000067,0000000000000000008r,266,0
000000000000000001ps,000000000000000000bb,0000000000000000003a,398,0
000000000000000000v9,0000000000000000007a,00000000000000000015,234,0
0000000000000000019i,0000000000000000003i,0000000000000000001l,360,0
000000000000000001hc,0000000000000000006x,0000000000000000005a,186,0
000000000000000001f9,000000000000000000bo,00000000000000000089,336,0
000000000000000001va,000000000000000000av,0000000000000000007l,200,0
00000000000000000022,00000000000000000024,0000000000000000000z,343,0
000000000000000000qh,000000000000000000b0,0000000000000000000x,382,0
000000000000000001un,0000000000000000005q,00000000000000000032,387,0
00000000000000000143,0000000000000000008n,00000000000000000038,517,0
000000000000000000kj,0000000000000000000e,000000000000000000aw,462,0
000000000000000000ic,000000000000000000a4,0000000000000000002u,449,0
0000000000000000014i,000000000000000000an,0000000000000000009g,404,0
000000000000000001cl,0000000000000000005z,0000000000000000003h,254,0
000000000000000000dq,00000000000000000018,00000000000000000067,203,0
00000000000000000053,0000000000000000003r,000000000000000000bb,322,0
000000000000000000ly,0000000000000000003s,0000000000000000007a,317,0
000000000000000001j6,00000000000000000039,0000000000000000003i,469,0
000000000000000001jv,0000000000000000000f,0000000000000000006x,338,0
0000000000000000009g,000000000000000000au,000000000000000000bo,252,0
0000000000000000001a,0000000000000000001e,000000000000000000av,420,0
0000000000000000000e,00000000000000000083,00000000000000000024,366,0
000000000000000000my,0000000000000000000d,000000000000000000b0,188,0
000000000000000000p1,0000000000000000009e,0000000000000000005q,388,0
000000000000000000ox,0000000000000000004o,0000000000000000008n,543,0
0000000000000000007l,00000000000000000098,0000000000000000000e,537,0
000000000000000001z3,00000000000000000055,000000000000000000a4,381,0
000000000000000000oc,0000000000000000009v,000000000000000000an,361,0
0000000000000000019t,00000000000000000045,0000000000000000005z,447,0
000000000000000000rw,0000000000000000002e,00000000000000000018,456,0
000000000000000001wx,00000000000000000062,0000000000000000003r,293,0
0000000000000000008w,0000000000000000001i,0000000000000000003s,556,0
000000000000000000nk,000000000000000000az,00000000000000000039,546,0
000000000000000000so,00000000000000000050,0000000000000000000f,391,0
000000000000000000ni,00000000000000000006,000000000000000000au,547,0
00000000000000000174,0000000000000000004c,0000000000000000001e,446,0
0000000000000000015t,0000000000000000000k,00000000000000000083,394,0
0000000000000000018c,000000000000000000b7,0000000000000000000d,557,0
000000000000000001dr,000000000000000000as,0000000000000000009e,229,0
00000000000000000032,0000000000000000004j,0000000000000000004o,445,0
000000000000000001pw,0000000000000000005m,00000000000000000098,276,0
0000000000000000011t,0000000000000000005r,000000000000000000c2,500,0
0000000000000000006r,0000000000000000009d,00000000000000000055,428,0
000000000000000001os,0000000000000000007u,0000000000000000009v,334,0
000000000000000000ul,0000000000000000007h,00000000000000000045,357,0
000000000000000001nl,00000000000000000068,0000000000000000002e,385,0
0000000000000000016b,00000000000000000022,00000000000000000062,465,0
0000000000000000016a,0000000000000000000n,0000000000000000001i,527,0
000000000000000000mn,000000000000000000bh,000000000000000000az,448,0
000000000000000000uh,0000000000000000003y,00000000000000000050,536,0
00000000000000000097,0000000000000000003t,00000000000000000006,355,0
00000000000000000132,00000000000000000081,0000000000000000004c,427,0
000000000000000000nz,0000000000000000004e,0000000000000000000k,548,0
000000000000000000oi,00000000000000000020,000000000000000000b7,458,0
000000000000000001jn,0000000000000000006o,000000000000000000as,345,0
0000000000000000014b,00000000000000000056,0000000000000000004j,434,0
000000000000000001ei,000000000000000000ap,0000000000000000005m,354,0
000000000000000001yd,000000000000000000ba,0000000000000000005r,333,0
000000000000000000xi,00000000000000000008,0000000000000000009d,323,0
000000000000000000up,0000000000000000005s,0000000000000000007u,286,0
00000000000000000042,000000000000000000a3,0000000000000000007h,197,0
000000000000000001yx,0000000000000000009x,00000000000000000068,308,0
000000000000000000ei,0000000000000000005l,00000000000000000022,481,0
000000000000000000ll,00000000000000000051,0000000000000000000n,369,0
000000000000000001u8,0000000000000000007f,000000000000000000bh,416,0
000000000000000000fi,0000000000000000007o,0000000000000000003y,262,0
000000000000000000sw,00000000000000000035,0000000000000000003t,294,0
0000000000000000010m,000000000000000000ag,000000000000000000c6,560,0
0000000000000000004s,000000000000000000a6,00000000000000000081,489,0
0000000000000000003x,0000000000000000005v,0000000000000000004e,201,0
000000000000000000da,000000000000000000a7,00000000000000000020,250,0
000000000000000001x8,0000000000000000007e,0000000000000000006o,529,0
000000000000000000oa,0000000000000000005y,00000000000000000056,493,0
0000000000000000016j,000000000000000000ah,000000000000000000ap,246,0
0000000000000000007e,0000000000000000001d,000000000000000000ba,400,0
0000000000000000010e,0000000000000000007d,00000000000000000008,412,0
000000000000000000nb,0000000000000000002o,0000000000000000005s,443,0
000000000000000001w0,0000000000000000008w,000000000000000000a3,384,0
000000000000000001bv,0000000000000000006w,0000000000000000009x,439,0
00000000000000000183,000000000000000000ay,0000000000000000005l,255,0
000000000000000000df,0000000000000000004a,00000000000000000051,430,0
00000000000000000043,0000000000000000004x,0000000000000000007f,539,0
0000000000000000011i,0000000000000000005p,0000000000000000007o,433,0
0000000000000000008f,0000000000000000007x,00000000000000000035,245,0
000000000000000001m2,0000000000000000009n,000000000000000000ag,432,0
0000000000000000005l,0000000000000000007g,000000000000000000a6,332,0
000000000000000001fg,0000000000000000009w,000000000000000000c3,208,0
000000000000000001s0,0000000000000000004v,0000000000000000005v,379,0
000000000000000001pi,0000000000000000006v,000000000000000000a7,309,0
000000000000000000ev,000000000000000000a8,0000000000000000007e,507,0
0000000000000000016w,0000000000000000007q,0000000000000000005y,261,0
000000000000000000sp,0000000000000000004l,000000000000000000ah,268,0
000000000000000000p5,00000000000000000072,0000000000000000001d,450,0
000000000000000000k7,0000000000000000004u,0000000000000000007d,373,0
0000000000000000002f,00000000000000000049,0000000000000000002o,487,0
000000000000000000n1,0000000000000000003z,0000000000000000008w,452,0
0000000000000000002l,0000000000000000002y,0000000000000000006w,189,0
000000000000000000m0,0000000000000000000h,000000000000000000ay,414,0
000000000000000000w3,000000000000000000ax,0000000000000000004a,210,0
000000000000000001hf,0000000000000000003k,0000000000000000004x,280,0
000000000000000000fj,0000000000000000008d,0000000000000000005p,483,0
000000000000000000r9,00000000000000000059,0000000000000000007x,181,0
000000000000000001wq,0000000000000000006k,0000000000000000009n,206,0
000000000000000001pp,0000000000000000002a,0000000000000000007g,516,0
000000000000000000qc,00000000000000000036,0000000000000000009w,291,0
000000000000000000bc,000000000000000000ak,0000000000000000004v,550,0
000000000000000001ib,0000000000000000008l,0000000000000000006v,295,0
000000000000000000gj,0000000000000000000l,000000000000000000a8,227,0
00000000000000000069,0000000000000000001y,0000000000000000007q,393,0
000000000000000001sp,0000000000000000009p,0000000000000000004l,478,0
0000000000000000017v,0000000000000000008p,00000000000000000072,352,0
000000000000000000ik,0000000000000000001u,0000000000000000004u,417,0
0000000000000000016l,00000000000000000064,00000000000000000049,288,0
000000000000000000ao,000000000000000000b1,0000000000000000003z,540,0
000000000000000000a9,0000000000000000006g,0000000000000000002y,459,0
000000000000000001ct,0000000000000000007b,0000000000000000000h,371,0
000000000000000001f4,0000000000000000005o,000000000000000000ax,253,0
000000000000000000fk,00000000000000000077,0000000000000000003k,192,0
000000000000000001dp,00000000000000000023,0000000000000000008d,492,0
00000000000000000158,0000000000000000006y,00000000000000000059,220,0
000000000000000001ow,0000000000000000009z,0000000000000000006k,211,0
000000000000000000pd,00000000000000000071,0000000000000000002a,503,0
000000000000000001e6,0000000000000000001t,00000000000000000036,506,0
000000000000000001rm,00000000000000000070,000000000000000000ak,551,0
0000000000000000003o,00000000000000000048,0000000000000000008l,328,0
000000000000000000tl,000000000000000000bg,0000000000000000000l,337,0
000000000000000001rp,0000000000000000000s,0000000000000000001y,226,0
000000000000000001zi,0000000000000000005j,0000000000000000009p,367,0
000000000000000001cx,0000000000000000003l,0000000000000000008p,467,0
000000000000000000ys,00000000000000000093,0000000000000000001u,464,0
000000000000000000r6,00000000000000000029,00000000000000000064,501,0
000000000000000001km,0000000000000000002g,000000000000000000b1,454,0
0000000000000000004e,0000000000000000007i,0000000000000000006g,241,0
00000000000000000187,0000000000000000005d,000000000000000000c5,425,0
0000000000000000019x,0000000000000000008j,0000000000000000007b,496,0
0000000000000000001w,0000000000000000007k,0000000000000000005o,324,0
000000000000000000oe,00000000000000000009,00000000000000000077,552,0
000000000000000001d3,0000000000000000006i,00000000000000000023,411,0
000000000000000000na,0000000000000000000u,0000000000000000006y,196,0
0000000000000000010u,0000000000000000002s,0000000000000000009z,542,0
000000000000000001zn,0000000000000000008f,00000000000000000071,511,0
000000000000000001l4,00000000000000000001,0000000000000000001t,406,0
000000000000000000xw,0000000000000000000q,00000000000000000070,441,0
000000000000000001hn,000000000000000000b5,00000000000000000048,209,0
000000000000000000h2,0000000000000000009c,000000000000000000bg,339,0
0000000000000000001s,00000000000000000033,0000000000000000000s,278,0
0000000000000000013b,000000000000000000aa,0000000000000000005j,265,0
000000000000000001ob,00000000000000000037,0000000000000000003l,372,0
000000000000000001im,0000000000000000001b,00000000000000000093,488,0
000000000000000000yo,0000000000000000005x,000000000000000000by,534,0
000000000000000000yq,0000000000000000008a,00000000000000000029,303,0
000000000000000001zj,0000000000000000004s,0000000000000000002g,351,0
000000000000000001ek,0000000000000000006l,0000000000000000007i,285,0
000000000000000000rh,00000000000000000030,0000000000000000005d,530,0
0000000000000000008d,000000000000000000a0,0000000000000000008j,199,0
0000000000000000000m,0000000000000000007r,0000000000000000007k,279,0
00000000000000000102,0000000000000000005b,00000000000000000009,510,0
000000000000000001vz,00000000000000000021,0000000000000000006i,271,0
000000000000000001ky,0000000000000000000c,0000000000000000000u,528,0
000000000000000000o2,0000000000000000008o,0000000000000000002s,331,0
000000000000000000tf,00000000000000000014,0000000000000000008f,347,0
000000000000000001vr,0000000000000000000v,00000000000000000001,486,0
000000000000000000bx,0000000000000000008z,0000000000000000000q,191,0
000000000000000001s2,00000000000000000092,000000000000000000br,466,0
0000000000000000017o,000000000000000000b8,000000000000000000b5,553,0
000000000000000001y9,000000000000000000bi,0000000000000000009c,555,0
0000000000000000004j,000000000000000000ab,00000000000000000033,421,0
000000000000000000xa,00000000000000000044,000000000000000000aa,392,0
000000000000000000hl,0000000000000000004d,00000000000000000037,214,0
000000000000000001hp,0000000000000000001a,0000000000000000001b,436,0
000000000000000001zp,00000000000000000057,0000000000000000005x,505,0
000000000000000001oe,0000000000000000007z,0000000000000000008a,558,0
000000000000000001uq,000000000000000000b3,0000000000000000004s,431,0
00000000000000000190,0000000000000000007w,000000000000000000c4,344,0
000000000000000000yk,0000000000000000008x,0000000000000000006l,408,0
000000000000000001tp,0000000000000000007m,00000000000000000030,359,0
0000000000000000017l,0000000000000000001p,000000000000000000a0,222,0
000000000000000001xo,0000000000000000006t,0000000000000000007r,263,0
00000000000000000065,0000000000000000008s,0000000000000000005b,320,0
000000000000000000hu,00000000000000000040,00000000000000000021,312,0
000000000000000000u6,000000000000000000ac,0000000000000000000c,521,0
000000000000000001xs,0000000000000000006f,0000000000000000008o,531,0
