trip_id,start_time,end_time,headway_secs,exact_times
0000000000000000009u,0000000000000000000f,0000000000000000002u,189,0
0000000000000000003f,0000000000000000001e,00000000000000000024,243,0
0000000000000000004r,0000000000000000000d,0000000000000000000e,217,0
000000000000000000be,0000000000000000002e,00000000000000000018,237,0
000000000000000000fu,0000000000000000001i,0000000000000000000f,246,0
000000000000000000ew,00000000000000000006,0000000000000000001e,238,0
0000000000000000002x,0000000000000000000k,0000000000000000000d,182,0
0000000000000000009q,00000000000000000022,0000000000000000002e,194,0
0000000000000000000j,0000000000000000000n,0000000000000000001i,260,0
000000000000000000dq,00000000000000000020,00000000000000000006,235,0
0000000000000000002r,00000000000000000008,0000000000000000000k,262,0
000000000000000000fg,0000000000000000001d,00000000000000000022,249,0
00000000000000000096,0000000000000000002o,0000000000000000000n,259,0
000000000000000000e4,0000000000000000000h,00000000000000000020,228,0
0000000000000000002j,0000000000000000002a,00000000000000000008,213,0
0000000000000000009o,0000000000000000000l,0000000000000000001d,209,0
00000000000000000047,0000000000000000001y,0000000000000000002o,181,0
0000000000000000004n,0000000000000000001u,0000000000000000002y,187,0
0000000000000000008i,00000000000000000023,0000000000000000000h,229,0
0000000000000000000b,0000000000000000001t,0000000000000000002a,220,0
0000000000000000007y,0000000000000000000s,0000000000000000000l,258,0
000000000000000000ad,00000000000000000029,0000000000000000001y,221,0
000000000000000000h5,0000000000000000002g,0000000000000000001u,265,0
000000000000000000af,00000000000000000009,00000000000000000023,270,0
0000000000000000006p,0000000000000000000u,0000000000000000001t,204,0
0000000000000000005w,0000000000000000002s,0000000000000000000s,247,0
000000000000000000cz,00000000000000000001,00000000000000000029,245,0
0000000000000000000y,0000000000000000000q,0000000000000000002g,231,0
00000000000000000074,0000000000000000001b,00000000000000000009,234,0
000000000000000000gq,00000000000000000021,0000000000000000000u,255,0
000000000000000000ed,0000000000000000000c,0000000000000000002s,200,0
00000000000000000091,00000000000000000014,00000000000000000001,219,0
000000000000000000ai,0000000000000000000v,0000000000000000000q,251,0
0000000000000000006z,0000000000000000001a,0000000000000000001b,273,0
000000000000000000d4,0000000000000000001p,00000000000000000030,225,0
0000000000000000004k,0000000000000000000g,00000000000000000021,192,0
0000000000000000006c,0000000000000000000t,0000000000000000000c,264,0
000000000000000000gd,0000000000000000002q,00000000000000000014,263,0
0000000000000000004z,0000000000000000002d,0000000000000000000v,256,0
000000000000000000h6,0000000000000000002x,0000000000000000001a,207,0
00000000000000000016,0000000000000000000j,0000000000000000001p,268,0
0000000000000000002b,0000000000000000002r,0000000000000000000g,190,0
0000000000000000003w,0000000000000000002j,0000000000000000000t,250,0
000000000000000000h1,0000000000000000000b,0000000000000000002q,266,0
000000000000000000hx,0000000000000000000y,0000000000000000002d,253,0
000000000000000000he,00000000000000000016,0000000000000000002x,186,0
0000000000000000003o,0000000000000000002b,0000000000000000000j,222,0
000000000000000000b9,00000000000000000019,0000000000000000002r,272,0
000000000000000000c8,00000000000000000013,0000000000000000002j,218,0
0000000000000000009h,00000000000000000005,0000000000000000000b,244,0
000000000000000000cw,0000000000000000002p,0000000000000000000y,224,0
000000000000000000em,0000000000000000001k,00000000000000000016,185,0
000000000000000000fj,0000000000000000000i,0000000000000000002b,215,0
000000000000000000bc,0000000000000000001o,00000000000000000019,223,0
000000000000000000ee,00000000000000000002,00000000000000000013,267,0
0000000000000000009r,0000000000000000001g,00000000000000000005,183,0
00000000000000000019,0000000000000000001x,0000000000000000002p,201,0
0000000000000000004h,0000000000000000002m,0000000000000000001k,226,0
00000000000000000046,0000000000000000000o,0000000000000000000i,199,0
000000000000000000dw,00000000000000000028,0000000000000000001o,212,0
000000000000000000h7,0000000000000000001q,00000000000000000002,202,0
000000000000000000e2,0000000000000000001v,0000000000000000001g,233,0
00000000000000000013,0000000000000000002h,0000000000000000001x,248,0
00000000000000000005,0000000000000000002k,0000000000000000002m,252,0
0000000000000000003m,0000000000000000000w,0000000000000000000o,274,0
0000000000000000009t,0000000000000000001n,00000000000000000028,232,0
0000000000000000002p,0000000000000000002n,0000000000000000001q,241,0
000000000000000000e0,0000000000000000001j,0000000000000000001v,203,0
00000000000000000085,0000000000000000001m,0000000000000000002h,240,0
000000000000000000ff,0000000000000000001f,0000000000000000002k,196,0
0000000000000000008g,0000000000000000001r,0000000000000000000w,191,0
000000000000000000ch,00000000000000000012,0000000000000000001n,257,0
000000000000000000fz,0000000000000000002v,0000000000000000002n,214,0
0000000000000000006j,00000000000000000007,0000000000000000001j,216,0
0000000000000000001k,0000000000000000000m,0000000000000000001m,230,0
000000000000000000cf,0000000000000000001w,0000000000000000001f,227,0
000000000000000000ej,0000000000000000000p,0000000000000000001r,206,0
000000000000000000dd,0000000000000000002c,00000000000000000012,261,0
000000000000000000b2,00000000000000000017,0000000000000000002v,242,0
00000000000000000076,0000000000000000000r,00000000000000000007,210,0
0000000000000000004i,0000000000000000002i,0000000000000000000m,188,0
0000000000000000004w,00000000000000000003,0000000000000000001w,236,0
000000000000000000f0,00000000000000000026,0000000000000000000p,269,0
000000000000000000aq,0000000000000000000a,0000000000000000002c,197,0
000000000000000000h2,0000000000000000002t,00000000000000000017,198,0
000000000000000000a5,00000000000000000011,00000000000000000031,205,0
000000000000000000bd,0000000000000000001z,0000000000000000000r,254,0
000000000000000000f4,00000000000000000027,0000000000000000002i,193,0
0000000000000000000i,00000000000000000010,00000000000000000003,271,0
000000000000000000d0,0000000000000000002l,00000000000000000026,211,0
0000000000000000001o,00000000000000000004,0000000000000000000a,195,0
000000000000000000fb,0000000000000000002w,0000000000000000002t,184,0
0000000000000000005k,0000000000000000001c,00000000000000000011,208,0
0000000000000000004b,00000000000000000025,0000000000000000001z,275,0
000000000000000000dl,0000000000000000002f,00000000000000000027,239,0
000000000000000000gu,0000000000000000001h,00000000000000000010,189,0
000000000000000000h9,0000000000000000001s,0000000000000000002l,243,0
00000000000000000002,00000000000000000015,00000000000000000004,217,0
0000000000000000001g,0000000000000000001l,0000000000000000002w,237,0
0000000000000000009j,0000000000000000000z,0000000000000000002z,246,0
0000000000000000008v,0000000000000000000x,0000000000000000001c,238,0
00000000000000000066,0000000000000000002u,00000000000000000025,182,0
0000000000000000001x,00000000000000000024,0000000000000000002f,194,0
0000000000000000006e,0000000000000000000e,0000000000000000001h,260,0
0000000000000000002m,00000000000000000018,0000000000000000001s,235,0
000000000000000000bu,0000000000000000000f,00000000000000000015,262,0
000000000000000000bf,0000000000000000001e,0000000000000000001l,249,0
000000000000000000gk,0000000000000000000d,0000000000000000000z,259,0
000000000000000000a1,0000000000000000002e,0000000000000000000x,228,0
0000000000000000008h,0000000000000000001i,00000000000000000032,213,0
0000000000000000009k,00000000000000000006,0000000000000000002u,209,0
000000000000000000d6,0000000000000000000k,00000000000000000024,181,0
00000000000000000060,00000000000000000022,0000000000000000000e,187,0
000000000000000000fv,0000000000000000000n,00000000000000000018,229,0
000000000000000000fi,00000000000000000020,0000000000000000000f,220,0
000000000000000000am,00000000000000000008,0000000000000000001e,258,0
00000000000000000042,0000000000000000001d,0000000000000000000d,221,0
0000000000000000005t,0000000000000000002o,0000000000000000002e,265,0
000000000000000000at,0000000000000000000h,0000000000000000001i,270,0
0000000000000000000o,0000000000000000002a,00000000000000000006,204,0
000000000000000000hc,0000000000000000000l,0000000000000000000k,247,0
00000000000000000028,0000000000000000001y,00000000000000000022,245,0
0000000000000000001q,0000000000000000001u,0000000000000000000n,231,0
000000000000000000gr,00000000000000000023,00000000000000000020,234,0
000000000000000000f3,0000000000000000001t,00000000000000000008,255,0
000000000000000000hy,0000000000000000000s,0000000000000000001d,200,0
0000000000000000009f,00000000000000000029,0000000000000000002o,219,0
0000000000000000003d,0000000000000000002g,0000000000000000002y,251,0
0000000000000000003b,00000000000000000009,0000000000000000000h,273,0
0000000000000000001v,0000000000000000000u,0000000000000000002a,225,0
0000000000000000002h,0000000000000000002s,0000000000000000000l,192,0
00000000000000000088,00000000000000000001,0000000000000000001y,264,0
000000000000000000hl,0000000000000000000q,0000000000000000001u,263,0
0000000000000000008q,0000000000000000001b,00000000000000000023,256,0
0000000000000000002k,00000000000000000021,0000000000000000001t,207,0
000000000000000000ae,0000000000000000000c,0000000000000000000s,268,0
000000000000000000hv,00000000000000000014,00000000000000000029,190,0
000000000000000000fy,0000000000000000000v,0000000000000000002g,250,0
000000000000000000fs,0000000000000000001a,00000000000000000009,266,0
000000000000000000hu,0000000000000000001p,0000000000000000000u,253,0
000000000000000000f8,0000000000000000000g,0000000000000000002s,186,0
0000000000000000003e,0000000000000000000t,00000000000000000001,222,0
00000000000000000041,0000000000000000002q,0000000000000000000q,272,0
00000000000000000043,0000000000000000002d,0000000000000000001b,218,0
000000000000000000dm,0000000000000000002x,00000000000000000030,244,0
000000000000000000hk,0000000000000000000j,00000000000000000021,224,0
00000000000000000080,0000000000000000002r,0000000000000000000c,185,0
000000000000000000bt,0000000000000000002j,00000000000000000014,215,0
0000000000000000004t,0000000000000000000b,0000000000000000000v,223,0
000000000000000000cu,0000000000000000000y,0000000000000000001a,267,0
000000000000000000er,00000000000000000016,0000000000000000001p,183,0
000000000000000000h3,0000000000000000002b,0000000000000000000g,201,0
0000000000000000000w,00000000000000000019,0000000000000000000t,226,0
000000000000000000cb,00000000000000000013,0000000000000000002q,199,0
000000000000000000bn,00000000000000000005,0000000000000000002d,212,0
0000000000000000001n,0000000000000000002p,0000000000000000002x,202,0
000000000000000000el,0000000000000000001k,0000000000000000000j,233,0
000000000000000000et,0000000000000000000i,0000000000000000002r,248,0
0000000000000000002n,0000000000000000001o,0000000000000000002j,252,0
000000000000000000ck,00000000000000000002,0000000000000000000b,274,0
000000000000000000dr,0000000000000000001g,0000000000000000000y,232,0
000000000000000000ht,0000000000000000001x,00000000000000000016,241,0
000000000000000000ei,0000000000000000002m,0000000000000000002b,203,0
000000000000000000cn,0000000000000000000o,00000000000000000019,240,0
000000000000000000cr,00000000000000000028,00000000000000000013,196,0
000000000000000000eh,0000000000000000001q,00000000000000000005,191,0
000000000000000000bx,0000000000000000001v,0000000000000000002p,257,0
0000000000000000001j,0000000000000000002h,0000000000000000001k,214,0
000000000000000000bp,0000000000000000002k,0000000000000000000i,216,0
0000000000000000001m,0000000000000000000w,0000000000000000001o,230,0
000000000000000000dv,0000000000000000001n,00000000000000000002,227,0
0000000000000000008u,0000000000000000002n,0000000000000000001g,206,0
0000000000000000005g,0000000000000000001j,0000000000000000001x,261,0
0000000000000000001f,0000000000000000001m,0000000000000000002m,242,0
0000000000000000008t,0000000000000000001f,0000000000000000000o,210,0
0000000000000000004q,0000000000000000001r,00000000000000000028,188,0
000000000000000000ao,00000000000000000012,0000000000000000001q,236,0
0000000000000000007j,0000000000000000002v,0000000000000000001v,269,0
000000000000000000fr,00000000000000000007,0000000000000000002h,197,0
000000000000000000h4,0000000000000000000m,0000000000000000002k,198,0
0000000000000000006u,0000000000000000001w,0000000000000000000w,205,0
0000000000000000009i,0000000000000000000p,0000000000000000001n,254,0
0000000000000000003n,0000000000000000002c,0000000000000000002n,193,0
000000000000000000aj,00000000000000000017,0000000000000000001j,271,0
0000000000000000001r,0000000000000000000r,0000000000000000001m,211,0
000000000000000000hh,0000000000000000002i,0000000000000000001f,195,0
0000000000000000005u,00000000000000000003,0000000000000000001r,184,0
000000000000000000bj,00000000000000000026,00000000000000000012,208,0
00000000000000000012,0000000000000000000a,0000000000000000002v,275,0
000000000000000000cv,0000000000000000002t,00000000000000000007,239,0
0000000000000000005i,00000000000000000011,0000000000000000000m,189,0
0000000000000000002v,0000000000000000001z,0000000000000000001w,243,0
00000000000000000007,00000000000000000027,0000000000000000000p,217,0
00000000000000000052,00000000000000000010,0000000000000000002c,237,0
0000000000000000008e,0000000000000000002l,00000000000000000017,246,0
0000000000000000009a,00000000000000000004,00000000000000000031,238,0
000000000000000000h0,0000000000000000002w,0000000000000000000r,182,0
0000000000000000000m,0000000000000000001c,0000000000000000002i,194,0
000000000000000000fw,00000000000000000025,00000000000000000003,260,0
00000000000000000069,0000000000000000002f,00000000000000000026,235,0
00000000000000000095,0000000000000000001h,0000000000000000000a,262,0
000000000000000000de,0000000000000000001s,0000000000000000002t,249,0
000000000000000000bs,00000000000000000015,00000000000000000011,259,0
0000000000000000001w,0000000000000000001l,0000000000000000001z,228,0
000000000000000000fn,0000000000000000000z,00000000000000000027,213,0
000000000000000000e8,0000000000000000000x,00000000000000000010,209,0
0000000000000000005f,0000000000000000002u,0000000000000000002l,181,0
0000000000000000000p,00000000000000000024,00000000000000000004,187,0
000000000000000000i2,0000000000000000000e,0000000000000000002w,229,0
000000000000000000dh,00000000000000000018,0000000000000000002z,220,0
000000000000000000dy,0000000000000000000f,0000000000000000001c,258,0
00000000000000000094,0000000000000000001e,00000000000000000025,221,0
000000000000000000co,0000000000000000000d,0000000000000000002f,265,0
000000000000000000e7,0000000000000000002e,0000000000000000001h,270,0
0000000000000000004p,0000000000000000001i,0000000000000000001s,204,0
0000000000000000009y,00000000000000000006,00000000000000000015,247,0
0000000000000000006b,0000000000000000000k,0000000000000000001l,245,0
0000000000000000002c,00000000000000000022,0000000000000000000z,231,0
0000000000000000004m,0000000000000000000n,0000000000000000000x,234,0
0000000000000000007s,00000000000000000020,00000000000000000032,255,0
00000000000000000061,00000000000000000008,0000000000000000002u,200,0
000000000000000000gl,0000000000000000001d,00000000000000000024,219,0
000000000000000000ar,0000000000000000002o,0000000000000000000e,251,0
0000000000000000007t,0000000000000000000h,00000000000000000018,273,0
0000000000000000006r,0000000000000000002a,0000000000000000000f,225,0
0000000000000000007c,0000000000000000000l,0000000000000000001e,192,0
000000000000000000g3,0000000000000000001y,0000000000000000000d,264,0
00000000000000000017,0000000000000000001u,0000000000000000002e,263,0
00000000000000000031,00000000000000000023,0000000000000000001i,256,0
0000000000000000000r,0000000000000000001t,00000000000000000006,207,0
0000000000000000002i,0000000000000000000s,0000000000000000000k,268,0
0000000000000000008y,00000000000000000029,00000000000000000022,190,0
0000000000000000008c,0000000000000000002g,0000000000000000000n,250,0
0000000000000000006d,00000000000000000009,00000000000000000020,266,0
000000000000000000bv,0000000000000000000u,00000000000000000008,253,0
00000000000000000003,0000000000000000002s,0000000000000000001d,186,0
00000000000000000026,00000000000000000001,0000000000000000002o,222,0
0000000000000000000a,0000000000000000000q,0000000000000000002y,272,0
00000000000000000078,0000000000000000001b,0000000000000000000h,218,0
0000000000000000005e,00000000000000000021,0000000000000000002a,244,0
00000000000000000099,0000000000000000000c,0000000000000000000l,224,0
000000000000000000ga,00000000000000000014,0000000000000000001y,185,0
0000000000000000002t,0000000000000000000v,0000000000000000001u,215,0
000000000000000000gw,0000000000000000001a,00000000000000000023,223,0
0000000000000000009l,0000000000000000001p,0000000000000000001t,267,0
0000000000000000003x,0000000000000000000g,0000000000000000000s,183,0
000000000000000000hr,0000000000000000000t,00000000000000000029,201,0
000000000000000000d2,0000000000000000002q,0000000000000000002g,226,0
00000000000000000034,0000000000000000002d,00000000000000000009,199,0
00000000000000000011,0000000000000000002x,0000000000000000000u,212,0
000000000000000000ec,0000000000000000000j,0000000000000000002s,202,0
0000000000000000008b,0000000000000000002r,00000000000000000001,233,0
00000000000000000090,0000000000000000002j,0000000000000000000q,248,0
0000000000000000009s,0000000000000000000b,0000000000000000001b,252,0
0000000000000000001z,0000000000000000000y,00000000000000000030,274,0
000000000000000000fx,00000000000000000016,00000000000000000021,232,0
00000000000000000063,0000000000000000002b,0000000000000000000c,241,0
000000000000000000i1,00000000000000000019,00000000000000000014,203,0
00000000000000000027,00000000000000000013,0000000000000000000v,240,0
00000000000000000010,00000000000000000005,0000000000000000001a,196,0
0000000000000000003c,0000000000000000002p,0000000000000000001p,191,0
0000000000000000002l,0000000000000000001k,0000000000000000000g,257,0
000000000000000000b4,0000000000000000000i,0000000000000000000t,214,0
0000000000000000008m,0000000000000000001o,0000000000000000002q,216,0
0000000000000000005n,00000000000000000002,0000000000000000002d,230,0
0000000000000000006h,0000000000000000001g,0000000000000000002x,227,0
00000000000000000004,0000000000000000001x,0000000000000000000j,206,0
0000000000000000002w,0000000000000000002m,0000000000000000002r,261,0
000000000000000000gt,0000000000000000000o,0000000000000000002j,242,0
000000000000000000gj,00000000000000000028,0000000000000000000b,210,0
0000000000000000009b,0000000000000000001q,0000000000000000000y,188,0
000000000000000000hq,0000000000000000001v,00000000000000000016,236,0
000000000000000000cc,0000000000000000002h,0000000000000000002b,269,0
000000000000000000cd,0000000000000000002k,00000000000000000019,197,0
000000000000000000d3,0000000000000000000w,00000000000000000013,198,0
0000000000000000003u,0000000000000000001n,00000000000000000005,205,0
000000000000000000fl,0000000000000000002n,0000000000000000002p,254,0
000000000000000000cs,0000000000000000001j,0000000000000000001k,193,0
00000000000000000058,0000000000000000001m,0000000000000000000i,271,0
00000000000000000053,0000000000000000001f,0000000000000000001o,211,0
000000000000000000gy,0000000000000000001r,00000000000000000002,195,0
000000000000000000c0,00000000000000000012,0000000000000000001g,184,0
0000000000000000003p,0000000000000000002v,0000000000000000001x,208,0
000000000000000000bz,00000000000000000007,0000000000000000002m,275,0
0000000000000000002z,0000000000000000000m,0000000000000000000o,239,0
00000000000000000084,0000000000000000001w,00000000000000000028,189,0
000000000000000000ep,0000000000000000000p,0000000000000000001q,243,0
000000000000000000hp,0000000000000000002c,0000000000000000001v,217,0
000000000000000000bm,00000000000000000017,0000000000000000002h,237,0
0000000000000000001c,0000000000000000000r,0000000000000000002k,246,0
0000000000000000006n,0000000000000000002i,0000000000000000000w,238,0
0000000000000000004g,00000000000000000003,0000000000000000001n,182,0
0000000000000000003g,00000000000000000026,0000000000000000002n,194,0
0000000000000000005h,0000000000000000000a,0000000000000000001j,260,0
00000000000000000025,0000000000000000002t,0000000000000000001m,235,0
000000000000000000gh,00000000000000000011,0000000000000000001f,262,0
0000000000000000007v,0000000000000000001z,0000000000000000001r,249,0
00000000000000000087,00000000000000000027,00000000000000000012,259,0
000000000000000000gv,00000000000000000010,0000000000000000002v,228,0
000000000000000000hz,0000000000000000002l,00000000000000000007,213,0
000000000000000000d7,00000000000000000004,0000000000000000000m,209,0
0000000000000000006q,0000000000000000002w,0000000000000000001w,181,0
0000000000000000006m,0000000000000000001c,0000000000000000000p,187,0
0000000000000000003q,00000000000000000025,0000000000000000002c,229,0
000000000000000000cp,0000000000000000002f,00000000000000000017,220,0
0000000000000000004y,0000000000000000001h,00000000000000000031,258,0
000000000000000000gg,0000000000000000001s,0000000000000000000r,221,0
00000000000000000075,00000000000000000015,0000000000000000002i,265,0
000000000000000000hg,0000000000000000001l,00000000000000000003,270,0
00000000000000000054,0000000000000000000z,00000000000000000026,204,0
0000000000000000007p,0000000000000000000x,0000000000000000000a,247,0
0000000000000000003v,0000000000000000002u,0000000000000000002t,245,0
000000000000000000gb,00000000000000000024,00000000000000000011,231,0
0000000000000000003j,0000000000000000000e,0000000000000000001z,234,0
0000000000000000007n,00000000000000000018,00000000000000000027,255,0
0000000000000000002f,0000000000000000000f,00000000000000000010,200,0
0000000000000000006s,0000000000000000001e,0000000000000000002l,219,0
00000000000000000082,0000000000000000000d,00000000000000000004,251,0
000000000000000000d9,0000000000000000002e,0000000000000000002w,273,0
00000000000000000086,0000000000000000001i,0000000000000000002z,225,0
000000000000000000g5,00000000000000000006,0000000000000000001c,192,0
00000000000000000073,0000000000000000000k,00000000000000000025,264,0
000000000000000000g0,00000000000000000022,0000000000000000002f,263,0
000000000000000000db,0000000000000000000n,0000000000000000001h,256,0
0000000000000000009m,00000000000000000020,0000000000000000001s,207,0
0000000000000000001h,00000000000000000008,00000000000000000015,268,0
000000000000000000a9,0000000000000000001d,0000000000000000001l,190,0
000000000000000000e9,0000000000000000002o,0000000000000000000z,250,0
00000000000000000065,0000000000000000000h,0000000000000000000x,266,0
0000000000000000001s,0000000000000000002a,00000000000000000032,253,0
000000000000000000gn,0000000000000000000l,0000000000000000002u,186,0
000000000000000000c7,0000000000000000001y,00000000000000000024,222,0
0000000000000000008r,0000000000000000001u,0000000000000000000e,272,0
0000000000000000003a,00000000000000000023,00000000000000000018,218,0
00000000000000000015,0000000000000000001t,0000000000000000000f,244,0
0000000000000000001l,0000000000000000000s,0000000000000000001e,224,0
000000000000000000d5,00000000000000000029,0000000000000000000d,185,0
0000000000000000005a,0000000000000000002g,0000000000000000002e,215,0
00000000000000000089,00000000000000000009,0000000000000000001i,223,0
000000000000000000eb,0000000000000000000u,00000000000000000006,267,0
0000000000000000007l,0000000000000000002s,0000000000000000000k,183,0
0000000000000000000z,00000000000000000001,00000000000000000022,201,0
000000000000000000cl,0000000000000000000q,0000000000000000000n,226,0
000000000000000000dx,0000000000000000001b,00000000000000000020,199,0
0000000000000000000x,00000000000000000021,00000000000000000008,212,0
00000000000000000032,0000000000000000000c,0000000000000000001d,202,0
00000000000000000038,00000000000000000014,0000000000000000002o,233,0
000000000000000000ho,0000000000000000000v,0000000000000000002y,248,0
000000000000000000aw,0000000000000000001a,0000000000000000000h,252,0
0000000000000000002u,0000000000000000001p,0000000000000000002a,274,0
000000000000000000hm,0000000000000000000g,0000000000000000000l,232,0
0000000000000000009g,0000000000000000000t,0000000000000000001y,241,0
000000000000000000f2,0000000000000000002q,0000000000000000001u,203,0
0000000000000000003h,0000000000000000002d,00000000000000000023,240,0
00000000000000000067,0000000000000000002x,0000000000000000001t,196,0
000000000000000000bb,0000000000000000000j,0000000000000000000s,191,0
000000000000000000do,0000000000000000002r,00000000000000000029,257,0
000000000000000000hj,0000000000000000002j,0000000000000000002g,214,0
0000000000000000007a,0000000000000000000b,00000000000000000009,216,0
000000000000000000ex,0000000000000000000y,0000000000000000000u,230,0
0000000000000000003i,00000000000000000016,0000000000000000002s,227,0
0000000000000000006x,0000000000000000002b,00000000000000000001,206,0
000000000000000000bo,00000000000000000019,0000000000000000000q,261,0
000000000000000000av,00000000000000000013,0000000000000000001b,242,0
00000000000000000024,00000000000000000005,00000000000000000030,210,0
000000000000000000b0,0000000000000000002p,00000000000000000021,188,0
0000000000000000005q,0000000000000000001k,0000000000000000000c,236,0
0000000000000000008n,0000000000000000000i,00000000000000000014,269,0
0000000000000000000e,0000000000000000001o,0000000000000000000v,197,0
000000000000000000a4,00000000000000000002,0000000000000000001a,198,0
000000000000000000an,0000000000000000001g,0000000000000000001p,205,0
000000000000000000gs,0000000000000000001x,0000000000000000000g,254,0
000000000000000000ft,0000000000000000002m,0000000000000000000t,193,0
0000000000000000005z,0000000000000000000o,0000000000000000002q,271,0
000000000000000000f5,00000000000000000028,0000000000000000002d,211,0
00000000000000000018,0000000000000000001q,0000000000000000002x,195,0
0000000000000000003r,0000000000000000001v,0000000000000000000j,184,0
000000000000000000df,0000000000000000002h,0000000000000000002r,208,0
000000000000000000ci,0000000000000000002k,0000000000000000002j,275,0
000000000000000000gp,0000000000000000000w,0000000000000000000b,239,0
000000000000000000dn,0000000000000000001n,0000000000000000000y,189,0
0000000000000000003s,0000000000000000002n,00000000000000000016,243,0
000000000000000000e5,0000000000000000001j,0000000000000000002b,217,0
00000000000000000039,0000000000000000001m,00000000000000000019,237,0
