route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
0000000000000000000l,0000000000000000000e,00000000000000000014,0000000000000000002b,00000000000000000019,4,00000000000000000014,0000000000000000002j,3
0000000000000000001a,00000000000000000001,0000000000000000000v,00000000000000000019,00000000000000000013,2,0000000000000000000v,00000000000000000047,1
0000000000000000000j,00000000000000000007,0000000000000000008z,00000000000000000013,00000000000000000005,7,0000000000000000008z,0000000000000000000b,2
0000000000000000000w,0000000000000000000o,00000000000000000092,00000000000000000005,0000000000000000002p,3,00000000000000000092,0000000000000000000y,4
0000000000000000000m,0000000000000000000k,000000000000000000b8,0000000000000000002p,0000000000000000001k,8,000000000000000000b8,00000000000000000016,5
0000000000000000001h,0000000000000000000c,000000000000000000bi,0000000000000000001k,0000000000000000000i,1,000000000000000000bi,0000000000000000002b,3
0000000000000000001g,0000000000000000000a,000000000000000000ab,0000000000000000000i,0000000000000000001o,0,000000000000000000ab,0000000000000000003w,1
0000000000000000001p,00000000000000000006,000000000000000000fp,0000000000000000001o,00000000000000000002,6,000000000000000000fp,0000000000000000003o,2
0000000000000000000n,00000000000000000005,000000000000000000fo,00000000000000000002,0000000000000000001g,9,000000000000000000fo,00000000000000000019,4
0000000000000000001o,00000000000000000003,000000000000000000ey,0000000000000000001g,0000000000000000001x,5,000000000000000000ey,00000000000000000046,5
0000000000000000000g,0000000000000000000l,000000000000000000cg,0000000000000000001x,0000000000000000002m,4,000000000000000000cg,00000000000000000013,3
0000000000000000000b,0000000000000000000j,000000000000000000f9,0000000000000000002m,0000000000000000000o,2,000000000000000000f9,00000000000000000005,1
0000000000000000000y,0000000000000000000m,00000000000000000044,0000000000000000000o,00000000000000000028,7,00000000000000000044,0000000000000000003m,2
00000000000000000010,0000000000000000000n,0000000000000000004d,00000000000000000028,0000000000000000001q,3,0000000000000000004d,0000000000000000002p,4
0000000000000000001e,0000000000000000000g,0000000000000000001a,0000000000000000001q,0000000000000000003b,8,0000000000000000001a,0000000000000000001k,5
0000000000000000001b,0000000000000000000b,00000000000000000057,0000000000000000003d,0000000000000000001v,1,00000000000000000057,0000000000000000000i,3
0000000000000000000q,00000000000000000008,0000000000000000007z,0000000000000000003b,0000000000000000002h,0,0000000000000000007z,0000000000000000001o,1
0000000000000000001q,0000000000000000000h,000000000000000000b3,0000000000000000001v,0000000000000000002k,6,000000000000000000b3,0000000000000000004b,2
0000000000000000000u,0000000000000000000i,0000000000000000007w,0000000000000000002h,0000000000000000000w,9,0000000000000000007w,00000000000000000002,4
00000000000000000008,0000000000000000000p,0000000000000000008x,0000000000000000002k,0000000000000000001n,5,0000000000000000008x,0000000000000000001g,5
0000000000000000001k,0000000000000000000d,0000000000000000007m,0000000000000000003e,0000000000000000002n,4,0000000000000000007m,0000000000000000001x,3
0000000000000000000h,0000000000000000000f,0000000000000000001p,0000000000000000000w,0000000000000000001j,2,0000000000000000001p,0000000000000000002m,1
0000000000000000000i,00000000000000000004,000000000000000000g1,0000000000000000001n,0000000000000000001m,7,000000000000000000g1,00000000000000000042,2
0000000000000000000p,00000000000000000009,000000000000000000g2,0000000000000000002n,0000000000000000001f,3,000000000000000000g2,0000000000000000000o,4
0000000000000000000d,00000000000000000002,0000000000000000006t,0000000000000000001j,0000000000000000001r,8,0000000000000000006t,00000000000000000028,5
0000000000000000000v,0000000000000000000e,0000000000000000008s,0000000000000000001m,00000000000000000012,1,0000000000000000008s,0000000000000000001q,3
0000000000000000000f,00000000000000000001,00000000000000000040,0000000000000000001f,0000000000000000002v,0,00000000000000000040,0000000000000000003d,1
00000000000000000004,00000000000000000007,000000000000000000dc,0000000000000000001r,00000000000000000007,6,000000000000000000dc,0000000000000000003b,2
0000000000000000000s,0000000000000000000o,000000000000000000ac,00000000000000000012,0000000000000000000m,9,000000000000000000ac,0000000000000000001v,4
0000000000000000001n,0000000000000000000k,000000000000000000gf,0000000000000000002v,0000000000000000001w,5,000000000000000000gf,0000000000000000002h,5
00000000000000000009,0000000000000000000c,0000000000000000006f,00000000000000000007,0000000000000000000p,4,0000000000000000006f,0000000000000000002k,3
0000000000000000001r,0000000000000000000a,0000000000000000000g,0000000000000000000m,0000000000000000002c,2,0000000000000000000g,0000000000000000003e,1
00000000000000000011,00000000000000000006,000000000000000000bk,0000000000000000001w,00000000000000000017,7,000000000000000000bk,00000000000000000041,2
0000000000000000001l,00000000000000000005,000000000000000000b6,0000000000000000000p,00000000000000000031,3,000000000000000000b6,00000000000000000043,4
0000000000000000001m,00000000000000000003,000000000000000000a2,0000000000000000002c,0000000000000000000r,8,000000000000000000a2,0000000000000000000w,5
00000000000000000002,0000000000000000000l,00000000000000000097,00000000000000000017,0000000000000000002i,1,00000000000000000097,0000000000000000001n,3
0000000000000000000e,0000000000000000000j,000000000000000000eu,00000000000000000031,00000000000000000003,0,000000000000000000eu,0000000000000000002n,1
0000000000000000001j,0000000000000000000m,000000000000000000fc,0000000000000000000r,00000000000000000026,6,000000000000000000fc,0000000000000000001j,2
0000000000000000001c,0000000000000000000n,0000000000000000006a,0000000000000000002i,0000000000000000000a,9,0000000000000000006a,0000000000000000001m,4
0000000000000000000x,0000000000000000000g,000000000000000000bl,00000000000000000003,0000000000000000002t,5,000000000000000000bl,0000000000000000001f,5
0000000000000000000t,0000000000000000000b,000000000000000000al,00000000000000000026,00000000000000000034,4,000000000000000000al,0000000000000000003n,3
00000000000000000001,00000000000000000008,00000000000000000079,0000000000000000000a,00000000000000000011,2,00000000000000000079,0000000000000000001r,1
00000000000000000007,0000000000000000000h,000000000000000000bq,0000000000000000002t,0000000000000000001z,7,000000000000000000bq,00000000000000000012,2
0000000000000000001d,0000000000000000000i,000000000000000000es,00000000000000000034,00000000000000000027,3,000000000000000000es,0000000000000000002v,4
00000000000000000014,0000000000000000000p,000000000000000000bw,00000000000000000011,00000000000000000010,8,000000000000000000bw,00000000000000000007,5
00000000000000000015,0000000000000000000d,0000000000000000000t,0000000000000000001z,0000000000000000003c,1,0000000000000000000t,0000000000000000000m,3
0000000000000000000o,0000000000000000000f,000000000000000000c1,00000000000000000027,0000000000000000002l,0,000000000000000000c1,0000000000000000001w,1
0000000000000000001t,00000000000000000004,0000000000000000004f,00000000000000000010,00000000000000000004,6,0000000000000000004f,0000000000000000000p,2
0000000000000000001f,00000000000000000009,0000000000000000002q,0000000000000000003c,0000000000000000002w,9,0000000000000000002q,0000000000000000002c,4
0000000000000000001i,00000000000000000002,000000000000000000eq,0000000000000000002l,0000000000000000002z,5,000000000000000000eq,00000000000000000017,5
0000000000000000000k,0000000000000000000e,0000000000000000002d,00000000000000000004,0000000000000000001c,4,0000000000000000002d,00000000000000000031,3
00000000000000000013,00000000000000000001,0000000000000000005c,0000000000000000002w,00000000000000000025,2,0000000000000000005c,0000000000000000000r,1
00000000000000000019,00000000000000000007,000000000000000000hs,0000000000000000002z,0000000000000000002f,7,000000000000000000hs,0000000000000000002i,2
0000000000000000000c,0000000000000000000o,000000000000000000ds,0000000000000000001c,0000000000000000001h,3,000000000000000000ds,00000000000000000003,4
0000000000000000000r,0000000000000000000k,0000000000000000008k,0000000000000000003g,0000000000000000001s,8,0000000000000000008k,00000000000000000026,5
0000000000000000000a,0000000000000000000c,0000000000000000009u,00000000000000000025,0000000000000000003a,1,0000000000000000009u,0000000000000000000a,3
00000000000000000006,0000000000000000000a,0000000000000000003f,0000000000000000002f,00000000000000000015,0,0000000000000000003f,0000000000000000002t,1
00000000000000000016,00000000000000000006,0000000000000000004r,0000000000000000001h,0000000000000000001l,6,0000000000000000004r,0000000000000000003x,2
00000000000000000012,00000000000000000005,000000000000000000be,0000000000000000001s,0000000000000000000z,9,000000000000000000be,00000000000000000034,4
0000000000000000001s,00000000000000000003,000000000000000000fu,0000000000000000003a,0000000000000000000x,5,000000000000000000fu,00000000000000000011,5
00000000000000000018,0000000000000000000l,000000000000000000ew,00000000000000000015,00000000000000000032,4,000000000000000000ew,0000000000000000001z,3
00000000000000000005,0000000000000000000j,0000000000000000002x,0000000000000000001l,00000000000000000038,2,0000000000000000002x,00000000000000000027,1
0000000000000000000z,0000000000000000000m,0000000000000000009q,0000000000000000000z,0000000000000000002u,7,0000000000000000009q,00000000000000000010,2
00000000000000000017,0000000000000000000n,0000000000000000000j,0000000000000000000x,00000000000000000024,3,0000000000000000000j,0000000000000000003c,4
00000000000000000003,0000000000000000000g,000000000000000000dq,00000000000000000032,0000000000000000000e,8,000000000000000000dq,0000000000000000002l,5
0000000000000000000l,0000000000000000000b,0000000000000000002r,00000000000000000038,00000000000000000018,1,0000000000000000002r,00000000000000000004,3
0000000000000000001a,00000000000000000008,000000000000000000fg,0000000000000000002u,00000000000000000039,0,000000000000000000fg,0000000000000000002w,1
0000000000000000000j,0000000000000000000h,00000000000000000096,0000000000000000003h,0000000000000000000f,6,00000000000000000096,0000000000000000003u,2
0000000000000000000w,0000000000000000000i,000000000000000000e4,00000000000000000024,0000000000000000001e,9,000000000000000000e4,0000000000000000003p,4
0000000000000000000m,0000000000000000000p,0000000000000000002j,0000000000000000000e,0000000000000000000d,5,0000000000000000002j,0000000000000000002z,5
0000000000000000001h,0000000000000000000d,0000000000000000009o,00000000000000000018,0000000000000000002e,4,0000000000000000009o,0000000000000000001c,3
0000000000000000001g,0000000000000000000f,00000000000000000047,00000000000000000039,0000000000000000001i,2,00000000000000000047,0000000000000000004g,1
0000000000000000001p,00000000000000000004,0000000000000000004n,0000000000000000000f,00000000000000000006,7,0000000000000000004n,0000000000000000003g,2
0000000000000000000n,00000000000000000009,0000000000000000008i,0000000000000000001e,0000000000000000000k,3,0000000000000000008i,00000000000000000025,4
0000000000000000001o,00000000000000000002,0000000000000000000b,0000000000000000000d,00000000000000000022,8,0000000000000000000b,0000000000000000003q,5
0000000000000000000g,0000000000000000000e,0000000000000000007y,0000000000000000002e,0000000000000000000n,1,0000000000000000007y,0000000000000000003v,3
0000000000000000000b,00000000000000000001,000000000000000000ad,0000000000000000001i,00000000000000000020,0,000000000000000000ad,0000000000000000003j,1
0000000000000000000y,00000000000000000007,000000000000000000h5,00000000000000000006,00000000000000000008,6,000000000000000000h5,0000000000000000002f,2
00000000000000000010,0000000000000000000o,000000000000000000af,0000000000000000000k,00000000000000000035,9,000000000000000000af,0000000000000000001h,4
0000000000000000001e,0000000000000000000k,0000000000000000006p,00000000000000000022,0000000000000000001d,5,0000000000000000006p,0000000000000000001s,5
0000000000000000001b,0000000000000000000c,0000000000000000005w,0000000000000000000n,0000000000000000002o,4,0000000000000000005w,0000000000000000003a,3
0000000000000000000q,0000000000000000000a,000000000000000000cz,00000000000000000020,0000000000000000002y,2,000000000000000000cz,00000000000000000015,1
0000000000000000001q,00000000000000000006,0000000000000000000y,00000000000000000008,0000000000000000000h,7,0000000000000000000y,0000000000000000001l,2
0000000000000000000u,00000000000000000005,00000000000000000074,00000000000000000035,0000000000000000002a,3,00000000000000000074,0000000000000000000z,4
00000000000000000008,00000000000000000003,000000000000000000gq,0000000000000000001d,00000000000000000036,8,000000000000000000gq,0000000000000000000x,5
0000000000000000001k,0000000000000000000l,000000000000000000ed,0000000000000000002o,0000000000000000000l,1,000000000000000000ed,00000000000000000032,3
0000000000000000000h,0000000000000000000j,00000000000000000091,0000000000000000002y,0000000000000000001y,0,00000000000000000091,00000000000000000038,1
0000000000000000000i,0000000000000000000m,000000000000000000ai,0000000000000000000h,0000000000000000001u,6,000000000000000000ai,0000000000000000002u,2
0000000000000000000p,0000000000000000000n,0000000000000000006z,0000000000000000002a,00000000000000000023,9,0000000000000000006z,0000000000000000003h,4
0000000000000000000d,0000000000000000000g,000000000000000000d4,00000000000000000036,0000000000000000001t,5,000000000000000000d4,0000000000000000003i,5
0000000000000000000v,0000000000000000000b,0000000000000000004k,0000000000000000000l,0000000000000000000s,4,0000000000000000004k,00000000000000000024,3
0000000000000000000f,00000000000000000008,0000000000000000006c,0000000000000000001y,00000000000000000029,2,0000000000000000006c,0000000000000000000e,1
00000000000000000004,0000000000000000000h,000000000000000000gd,0000000000000000001u,0000000000000000002g,7,000000000000000000gd,00000000000000000018,2
0000000000000000000s,0000000000000000000i,0000000000000000004z,00000000000000000023,00000000000000000009,3,0000000000000000004z,0000000000000000003r,4
0000000000000000001n,0000000000000000000p,000000000000000000h6,0000000000000000001t,0000000000000000000u,8,000000000000000000h6,0000000000000000003s,5
00000000000000000009,0000000000000000000d,00000000000000000016,0000000000000000000s,0000000000000000002s,1,00000000000000000016,00000000000000000039,3
0000000000000000001r,0000000000000000000f,0000000000000000002b,00000000000000000029,00000000000000000001,0,0000000000000000002b,0000000000000000000f,1
00000000000000000011,00000000000000000004,0000000000000000003w,0000000000000000002g,0000000000000000000q,6,0000000000000000003w,0000000000000000001e,2
0000000000000000001l,00000000000000000009,000000000000000000h1,00000000000000000009,00000000000000000033,9,000000000000000000h1,0000000000000000000d,4
0000000000000000001m,00000000000000000002,000000000000000000hx,0000000000000000000u,00000000000000000037,5,000000000000000000hx,00000000000000000045,5
00000000000000000002,0000000000000000000e,000000000000000000he,0000000000000000002s,0000000000000000001b,4,000000000000000000he,0000000000000000002e,3
0000000000000000000e,00000000000000000001,0000000000000000003o,00000000000000000001,00000000000000000030,2,0000000000000000003o,0000000000000000001i,1
0000000000000000001j,00000000000000000007,000000000000000000b9,0000000000000000000q,00000000000000000021,7,000000000000000000b9,00000000000000000006,2
0000000000000000001c,0000000000000000000o,000000000000000000c8,00000000000000000033,0000000000000000000c,3,000000000000000000c8,0000000000000000004c,4
0000000000000000000x,0000000000000000000k,0000000000000000009h,00000000000000000037,00000000000000000014,8,0000000000000000009h,0000000000000000000k,5
0000000000000000000t,0000000000000000000c,000000000000000000cw,0000000000000000001b,0000000000000000000v,1,000000000000000000cw,00000000000000000022,3
00000000000000000001,0000000000000000000a,000000000000000000em,00000000000000000030,0000000000000000001a,0,000000000000000000em,0000000000000000000n,1
00000000000000000007,00000000000000000006,000000000000000000fj,00000000000000000021,0000000000000000001p,6,000000000000000000fj,0000000000000000003y,2
0000000000000000001d,00000000000000000005,000000000000000000bc,0000000000000000000c,0000000000000000000g,9,000000000000000000bc,0000000000000000003t,4
00000000000000000014,00000000000000000003,000000000000000000ee,00000000000000000014,0000000000000000000t,5,000000000000000000ee,0000000000000000004e,5
00000000000000000015,0000000000000000000l,0000000000000000009r,0000000000000000000v,0000000000000000002q,4,0000000000000000009r,00000000000000000020,3
0000000000000000000o,0000000000000000000j,00000000000000000019,0000000000000000001a,0000000000000000002d,2,00000000000000000019,00000000000000000008,1
0000000000000000001t,0000000000000000000m,0000000000000000004h,0000000000000000001p,0000000000000000002x,7,0000000000000000004h,00000000000000000035,2
0000000000000000001f,0000000000000000000n,00000000000000000046,0000000000000000000g,0000000000000000000j,3,00000000000000000046,0000000000000000001d,4
0000000000000000001i,0000000000000000000g,000000000000000000dw,0000000000000000000t,0000000000000000002r,8,000000000000000000dw,0000000000000000002o,5
0000000000000000000k,0000000000000000000b,000000000000000000h7,0000000000000000002q,0000000000000000002j,1,000000000000000000h7,0000000000000000004a,3
00000000000000000013,00000000000000000008,000000000000000000e2,0000000000000000002d,0000000000000000000b,0,000000000000000000e2,00000000000000000049,1
00000000000000000019,0000000000000000000h,00000000000000000013,0000000000000000003f,0000000000000000000y,6,00000000000000000013,0000000000000000003z,2
0000000000000000000c,0000000000000000000i,00000000000000000005,0000000000000000002x,00000000000000000016,9,00000000000000000005,0000000000000000002y,4
0000000000000000000r,0000000000000000000p,0000000000000000003m,0000000000000000000j,0000000000000000002b,5,0000000000000000003m,0000000000000000000h,5
0000000000000000000a,0000000000000000000d,0000000000000000009t,0000000000000000002r,00000000000000000019,4,0000000000000000009t,0000000000000000003k,3
00000000000000000006,0000000000000000000f,0000000000000000002p,0000000000000000002j,00000000000000000013,2,0000000000000000002p,0000000000000000002a,1
00000000000000000016,00000000000000000004,000000000000000000e0,0000000000000000000b,00000000000000000005,7,000000000000000000e0,00000000000000000036,2
00000000000000000012,00000000000000000009,00000000000000000085,0000000000000000000y,0000000000000000002p,3,00000000000000000085,0000000000000000000l,4
0000000000000000001s,00000000000000000002,000000000000000000ff,00000000000000000016,0000000000000000001k,8,000000000000000000ff,0000000000000000001y,5
00000000000000000018,0000000000000000000e,0000000000000000008g,0000000000000000002b,0000000000000000000i,1,0000000000000000008g,0000000000000000001u,3
00000000000000000005,00000000000000000001,000000000000000000ch,00000000000000000019,0000000000000000001o,0,000000000000000000ch,00000000000000000023,1
0000000000000000000z,00000000000000000007,000000000000000000fz,00000000000000000013,00000000000000000002,6,000000000000000000fz,0000000000000000001t,2
00000000000000000017,0000000000000000000o,0000000000000000006j,00000000000000000005,0000000000000000001g,9,0000000000000000006j,00000000000000000048,4
00000000000000000003,0000000000000000000k,0000000000000000001k,0000000000000000002p,0000000000000000001x,5,0000000000000000001k,0000000000000000000s,5
0000000000000000000l,0000000000000000000c,000000000000000000cf,0000000000000000001k,0000000000000000002m,4,000000000000000000cf,0000000000000000003l,3
0000000000000000001a,0000000000000000000a,000000000000000000ej,0000000000000000000i,0000000000000000000o,2,000000000000000000ej,00000000000000000029,1
0000000000000000000j,00000000000000000006,000000000000000000dd,0000000000000000001o,00000000000000000028,7,000000000000000000dd,0000000000000000002g,2
0000000000000000000w,00000000000000000005,000000000000000000b2,00000000000000000002,0000000000000000001q,3,000000000000000000b2,00000000000000000009,4
0000000000000000000m,00000000000000000003,00000000000000000076,0000000000000000001g,0000000000000000003b,8,00000000000000000076,0000000000000000000u,5
0000000000000000001h,0000000000000000000l,0000000000000000004i,0000000000000000001x,0000000000000000001v,1,0000000000000000004i,0000000000000000002s,3
0000000000000000001g,0000000000000000000j,0000000000000000004w,0000000000000000002m,0000000000000000002h,0,0000000000000000004w,00000000000000000001,1
0000000000000000001p,0000000000000000000m,000000000000000000f0,0000000000000000000o,0000000000000000002k,6,000000000000000000f0,0000000000000000000q,2
0000000000000000000n,0000000000000000000n,000000000000000000aq,00000000000000000028,0000000000000000000w,9,000000000000000000aq,00000000000000000033,4
0000000000000000001o,0000000000000000000g,000000000000000000h2,0000000000000000001q,0000000000000000001n,5,000000000000000000h2,00000000000000000037,5
0000000000000000000g,0000000000000000000b,000000000000000000a5,0000000000000000003d,0000000000000000002n,4,000000000000000000a5,0000000000000000001b,3
0000000000000000000b,00000000000000000008,000000000000000000bd,0000000000000000003b,0000000000000000001j,2,000000000000000000bd,00000000000000000030,1
0000000000000000000y,0000000000000000000h,000000000000000000f4,0000000000000000001v,0000000000000000001m,7,000000000000000000f4,00000000000000000021,2
00000000000000000010,0000000000000000000i,0000000000000000000i,0000000000000000002h,0000000000000000001f,3,0000000000000000000i,0000000000000000000c,4
0000000000000000001e,0000000000000000000p,000000000000000000d0,0000000000000000002k,0000000000000000001r,8,000000000000000000d0,00000000000000000014,5
0000000000000000001b,0000000000000000000d,0000000000000000001o,0000000000000000003e,00000000000000000012,1,0000000000000000001o,0000000000000000000v,3
0000000000000000000q,0000000000000000000f,000000000000000000fb,0000000000000000000w,0000000000000000002v,0,000000000000000000fb,00000000000000000044,1
0000000000000000001q,00000000000000000004,0000000000000000005k,0000000000000000001n,00000000000000000007,6,0000000000000000005k,0000000000000000004d,2
0000000000000000000u,00000000000000000009,0000000000000000004b,0000000000000000002n,0000000000000000000m,9,0000000000000000004b,0000000000000000001a,4
00000000000000000008,00000000000000000002,000000000000000000dl,0000000000000000001j,0000000000000000001w,5,000000000000000000dl,0000000000000000001p,5
0000000000000000001k,0000000000000000000e,000000000000000000gu,0000000000000000001m,0000000000000000000p,4,000000000000000000gu,00000000000000000040,3
0000000000000000000h,00000000000000000001,000000000000000000h9,0000000000000000001f,0000000000000000002c,2,000000000000000000h9,0000000000000000000g,1
0000000000000000000i,00000000000000000007,00000000000000000002,0000000000000000001r,00000000000000000017,7,00000000000000000002,0000000000000000000t,2
0000000000000000000p,0000000000000000000o,0000000000000000001g,00000000000000000012,00000000000000000031,3,0000000000000000001g,0000000000000000004f,4
0000000000000000000d,0000000000000000000k,0000000000000000009j,0000000000000000002v,0000000000000000000r,8,0000000000000000009j,0000000000000000002q,5
0000000000000000000v,0000000000000000000c,0000000000000000008v,00000000000000000007,0000000000000000002i,1,0000000000000000008v,0000000000000000002d,3
0000000000000000000f,0000000000000000000a,00000000000000000066,0000000000000000000m,00000000000000000003,0,00000000000000000066,0000000000000000003f,1
00000000000000000004,00000000000000000006,0000000000000000001x,0000000000000000001w,00000000000000000026,6,0000000000000000001x,0000000000000000002x,2
0000000000000000000s,00000000000000000005,0000000000000000006e,0000000000000000000p,0000000000000000000a,9,0000000000000000006e,0000000000000000000j,4
0000000000000000001n,00000000000000000003,0000000000000000002m,0000000000000000002c,0000000000000000002t,5,0000000000000000002m,0000000000000000002r,5
00000000000000000009,0000000000000000000l,000000000000000000bu,00000000000000000017,00000000000000000034,4,000000000000000000bu,0000000000000000002j,3
0000000000000000001r,0000000000000000000j,000000000000000000bf,00000000000000000031,00000000000000000011,2,000000000000000000bf,00000000000000000047,1
00000000000000000011,0000000000000000000m,000000000000000000gk,0000000000000000000r,0000000000000000001z,7,000000000000000000gk,0000000000000000000b,2
0000000000000000001l,0000000000000000000n,000000000000000000a1,0000000000000000002i,00000000000000000027,3,000000000000000000a1,0000000000000000000y,4
0000000000000000001m,0000000000000000000g,0000000000000000008h,00000000000000000003,00000000000000000010,8,0000000000000000008h,00000000000000000016,5
00000000000000000002,0000000000000000000b,0000000000000000009k,00000000000000000026,0000000000000000003c,1,0000000000000000009k,0000000000000000002b,3
0000000000000000000e,00000000000000000008,000000000000000000d6,0000000000000000000a,0000000000000000002l,0,000000000000000000d6,0000000000000000003w,1
0000000000000000001j,0000000000000000000h,00000000000000000060,0000000000000000002t,00000000000000000004,6,00000000000000000060,0000000000000000003o,2
0000000000000000001c,0000000000000000000i,000000000000000000fv,00000000000000000034,0000000000000000002w,9,000000000000000000fv,00000000000000000019,4
0000000000000000000x,0000000000000000000p,000000000000000000fi,00000000000000000011,0000000000000000002z,5,000000000000000000fi,00000000000000000046,5
0000000000000000000t,0000000000000000000d,000000000000000000am,0000000000000000001z,0000000000000000001c,4,000000000000000000am,00000000000000000013,3
00000000000000000001,0000000000000000000f,00000000000000000042,00000000000000000027,00000000000000000025,2,00000000000000000042,00000000000000000005,1
00000000000000000007,00000000000000000004,0000000000000000005t,00000000000000000010,0000000000000000002f,7,0000000000000000005t,0000000000000000003m,2
0000000000000000001d,00000000000000000009,000000000000000000at,0000000000000000003c,0000000000000000001h,3,000000000000000000at,0000000000000000002p,4
00000000000000000014,00000000000000000002,0000000000000000000o,0000000000000000002l,0000000000000000001s,8,0000000000000000000o,0000000000000000001k,5
00000000000000000015,0000000000000000000e,000000000000000000hc,00000000000000000004,0000000000000000003a,1,000000000000000000hc,0000000000000000000i,3
0000000000000000000o,00000000000000000001,00000000000000000028,0000000000000000002w,00000000000000000015,0,00000000000000000028,0000000000000000001o,1
0000000000000000001t,00000000000000000007,0000000000000000001q,0000000000000000002z,0000000000000000001l,6,0000000000000000001q,0000000000000000004b,2
0000000000000000001f,0000000000000000000o,000000000000000000gr,0000000000000000001c,0000000000000000000z,9,000000000000000000gr,00000000000000000002,4
0000000000000000001i,0000000000000000000k,000000000000000000f3,0000000000000000003g,0000000000000000000x,5,000000000000000000f3,0000000000000000001g,5
0000000000000000000k,0000000000000000000c,000000000000000000hy,00000000000000000025,00000000000000000032,4,000000000000000000hy,0000000000000000001x,3
00000000000000000013,0000000000000000000a,0000000000000000009f,0000000000000000002f,00000000000000000038,2,0000000000000000009f,0000000000000000002m,1
00000000000000000019,00000000000000000006,0000000000000000003d,0000000000000000001h,0000000000000000002u,7,0000000000000000003d,00000000000000000042,2
0000000000000000000c,00000000000000000005,0000000000000000003b,0000000000000000001s,00000000000000000024,3,0000000000000000003b,0000000000000000000o,4
0000000000000000000r,00000000000000000003,0000000000000000001v,0000000000000000003a,0000000000000000000e,8,0000000000000000001v,00000000000000000028,5
0000000000000000000a,0000000000000000000l,0000000000000000002h,00000000000000000015,00000000000000000018,1,0000000000000000002h,0000000000000000001q,3
00000000000000000006,0000000000000000000j,00000000000000000088,0000000000000000001l,00000000000000000039,0,00000000000000000088,0000000000000000003d,1
00000000000000000016,0000000000000000000m,000000000000000000hl,0000000000000000000z,0000000000000000000f,6,000000000000000000hl,0000000000000000003b,2
00000000000000000012,0000000000000000000n,0000000000000000008q,0000000000000000000x,0000000000000000001e,9,0000000000000000008q,0000000000000000001v,4
0000000000000000001s,0000000000000000000g,0000000000000000002k,00000000000000000032,0000000000000000000d,5,0000000000000000002k,0000000000000000002h,5
00000000000000000018,0000000000000000000b,000000000000000000ae,00000000000000000038,0000000000000000002e,4,000000000000000000ae,0000000000000000002k,3
